S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
52.2,52.6,65.4,16.8,47.6,37.6,48.73333333,110.2,18.73333333,33,35.13333333,38.33333333,27.4,32.8,0,1.2,11.4,1.8,35.05185185,1353.891556
50.9,50.2,67.8,15.1,45.2,35.7,48.8,113.4,19.3,31.16666667,30.6,39.5,25.8,29.6,0,0.9,13.3,2.1,34.40925926,1361.066074
49.6,47.8,70.2,13.4,42.8,33.8,48.86666667,116.6,19.86666667,29.33333333,26.06666667,40.66666667,24.2,26.4,0,0.6,15.2,2.4,33.76666667,1368.240593
48.3,45.4,72.6,11.7,40.4,31.9,48.93333333,119.8,20.43333333,27.5,21.53333333,41.83333333,22.6,23.2,0,0.3,17.1,2.7,33.12407407,1375.415111
47,43,75,10,38,30,49,123,21,25.66666667,17,43,21,20,0,0,19,3,32.48148148,1382.58963
44.4,41.2,72.1,9.3,36.7,30.3,46.03333333,123.5,21,25.73333333,17.13333333,44.66666667,21.2,20.2,0,0,19.3,3.3,32.0037037,1362.126815
41.8,39.4,69.2,8.6,35.4,30.6,43.06666667,124,21,25.8,17.26666667,46.33333333,21.4,20.4,0,0,19.6,3.6,31.52592593,1341.664
39.2,37.6,66.3,7.9,34.1,30.9,40.1,124.5,21,25.86666667,17.4,48,21.6,20.6,0,0,19.9,3.9,31.04814815,1321.201185
36.6,35.8,63.4,7.2,32.8,31.2,37.13333333,125,21,25.93333333,17.53333333,49.66666667,21.8,20.8,0,0,20.2,4.2,30.57037037,1300.73837
34,34,60.5,6.5,31.5,31.5,34.16666667,125.5,21,26,17.66666667,51.33333333,22,21,0,0,20.5,4.5,30.09259259,1280.275556
31.4,32.2,57.6,5.8,30.2,31.8,31.2,126,21,26.06666667,17.8,53,22.2,21.2,0,0,20.8,4.8,29.61481482,1259.812741
28.8,30.4,54.7,5.1,28.9,32.1,28.23333333,126.5,21,26.13333333,17.93333333,54.66666667,22.4,21.4,0,0,21.1,5.1,29.13703704,1239.349926
26.2,28.6,51.8,4.4,27.6,32.4,25.26666667,127,21,26.2,18.06666667,56.33333333,22.6,21.6,0,0,21.4,5.4,28.65925926,1218.887111
23.6,26.8,48.9,3.7,26.3,32.7,22.3,127.5,21,26.26666667,18.2,58,22.8,21.8,0,0,21.7,5.7,28.18148148,1198.424296
21,25,46,3,25,33,19.33333333,128,21,26.33333333,18.33333333,59.66666667,23,22,0,0,22,6,27.7037037,1177.961481
23.2,28.7,45.4,11.4,24.7,35.7,19.5,127.0333333,21.4,26,18.2,61.4,24.7,21.5,0,0.6,20.1,6,28.64074074,1328.243852
25.4,32.4,44.8,19.8,24.4,38.4,19.66666667,126.0666667,21.8,25.66666667,18.06666667,63.13333333,26.4,21,0,1.2,18.2,6,29.57777778,1478.526222
27.6,36.1,44.2,28.2,24.1,41.1,19.83333333,125.1,22.2,25.33333333,17.93333333,64.86666667,28.1,20.5,0,1.8,16.3,6,30.51481481,1628.808593
29.8,39.8,43.6,36.6,23.8,43.8,20,124.1333333,22.6,25,17.8,66.6,29.8,20,0,2.4,14.4,6,31.45185185,1779.090963
32,43.5,43,45,23.5,46.5,20.16666667,123.1666667,23,24.66666667,17.66666667,68.33333333,31.5,19.5,0,3,12.5,6,32.38888889,1929.373333
34.2,47.2,42.4,53.4,23.2,49.2,20.33333333,122.2,23.4,24.33333333,17.53333333,70.06666667,33.2,19,0,3.6,10.6,6,33.32592593,2079.655704
36.4,50.9,41.8,61.8,22.9,51.9,20.5,121.2333333,23.8,24,17.4,71.8,34.9,18.5,0,4.2,8.7,6,34.26296296,2229.938074
38.6,54.6,41.2,70.2,22.6,54.6,20.66666667,120.2666667,24.2,23.66666667,17.26666667,73.53333333,36.6,18,0,4.8,6.8,6,35.2,2380.220444
40.8,58.3,40.6,78.6,22.3,57.3,20.83333333,119.3,24.6,23.33333333,17.13333333,75.26666667,38.3,17.5,0,5.4,4.9,6,36.13703704,2530.502815
43,62,40,87,22,60,21,118.3333333,25,23,17,77,40,17,0,6,3,6,37.07407407,2680.785185
45.4,65.6,43.6,85.5,21,58.2,24.1,113.6,24.43333333,23.1,17.3,74.46666667,37.63333333,19.8,0,6,3.3,5.7,37.15185185,2593.814815
47.8,69.2,47.2,84,20,56.4,27.2,108.8666667,23.86666667,23.2,17.6,71.93333333,35.26666667,22.6,0,6,3.6,5.4,37.22962963,2506.844444
50.2,72.8,50.8,82.5,19,54.6,30.3,104.1333333,23.3,23.3,17.9,69.4,32.9,25.4,0,6,3.9,5.1,37.30740741,2419.874074
52.6,76.4,54.4,81,18,52.8,33.4,99.4,22.73333333,23.4,18.2,66.86666667,30.53333333,28.2,0,6,4.2,4.8,37.38518519,2332.903704
55,80,58,79.5,17,51,36.5,94.66666667,22.16666667,23.5,18.5,64.33333333,28.16666667,31,0,6,4.5,4.5,37.46296296,2245.933333
57.4,83.6,61.6,78,16,49.2,39.6,89.93333333,21.6,23.6,18.8,61.8,25.8,33.8,0,6,4.8,4.2,37.54074074,2158.962963
59.8,87.2,65.2,76.5,15,47.4,42.7,85.2,21.03333333,23.7,19.1,59.26666667,23.43333333,36.6,0,6,5.1,3.9,37.61851852,2071.992593
62.2,90.8,68.8,75,14,45.6,45.8,80.46666667,20.46666667,23.8,19.4,56.73333333,21.06666667,39.4,0,6,5.4,3.6,37.6962963,1985.022222
64.6,94.4,72.4,73.5,13,43.8,48.9,75.73333333,19.9,23.9,19.7,54.2,18.7,42.2,0,6,5.7,3.3,37.77407407,1898.051852
67,98,76,72,12,42,52,71,19.33333333,24,20,51.66666667,16.33333333,45,0,6,6,3,37.85185185,1811.081481
65.4,94.4,75.1,66.8,12.9,39.7,52.6,69.4,20.3,24.63333333,23.6,49.2,15.3,44.7,1.1,5.7,5.7,2.7,37.17962963,1759.143407
63.8,90.8,74.2,61.6,13.8,37.4,53.2,67.8,21.26666667,25.26666667,27.2,46.73333333,14.26666667,44.4,2.2,5.4,5.4,2.4,36.50740741,1707.205333
62.2,87.2,73.3,56.4,14.7,35.1,53.8,66.2,22.23333333,25.9,30.8,44.26666667,13.23333333,44.1,3.3,5.1,5.1,2.1,35.83518519,1655.267259
60.6,83.6,72.4,51.2,15.6,32.8,54.4,64.6,23.2,26.53333333,34.4,41.8,12.2,43.8,4.4,4.8,4.8,1.8,35.16296296,1603.329185
59,80,71.5,46,16.5,30.5,55,63,24.16666667,27.16666667,38,39.33333333,11.16666667,43.5,5.5,4.5,4.5,1.5,34.49074074,1551.391111
57.4,76.4,70.6,40.8,17.4,28.2,55.6,61.4,25.13333333,27.8,41.6,36.86666667,10.13333333,43.2,6.6,4.2,4.2,1.2,33.81851852,1499.453037
55.8,72.8,69.7,35.6,18.3,25.9,56.2,59.8,26.1,28.43333333,45.2,34.4,9.1,42.9,7.7,3.9,3.9,0.9,33.1462963,1447.514963
54.2,69.2,68.8,30.4,19.2,23.6,56.8,58.2,27.06666667,29.06666667,48.8,31.93333333,8.066666667,42.6,8.8,3.6,3.6,0.6,32.47407407,1395.576889
52.6,65.6,67.9,25.2,20.1,21.3,57.4,56.6,28.03333333,29.7,52.4,29.46666667,7.033333333,42.3,9.9,3.3,3.3,0.3,31.80185185,1343.638815
51,62,67,20,21,19,58,55,29,30.33333333,56,27,6,42,11,3,3,0,31.12962963,1291.700741
48.8,56.7,64.1,19.5,19.8,22.7,54.43333333,54.7,28.53333333,28.66666667,56.13333333,26.06666667,7.8,40.7,11,2.7,5.7,0.3,30.46296296,1261.761778
46.6,51.4,61.2,19,18.6,26.4,50.86666667,54.4,28.06666667,27,56.26666667,25.13333333,9.6,39.4,11,2.4,8.4,0.6,29.7962963,1231.822815
44.4,46.1,58.3,18.5,17.4,30.1,47.3,54.1,27.6,25.33333333,56.4,24.2,11.4,38.1,11,2.1,11.1,0.9,29.12962963,1201.883852
42.2,40.8,55.4,18,16.2,33.8,43.73333333,53.8,27.13333333,23.66666667,56.53333333,23.26666667,13.2,36.8,11,1.8,13.8,1.2,28.46296296,1171.944889
40,35.5,52.5,17.5,15,37.5,40.16666667,53.5,26.66666667,22,56.66666667,22.33333333,15,35.5,11,1.5,16.5,1.5,27.7962963,1142.005926
37.8,30.2,49.6,17,13.8,41.2,36.6,53.2,26.2,20.33333333,56.8,21.4,16.8,34.2,11,1.2,19.2,1.8,27.12962963,1112.066963
35.6,24.9,46.7,16.5,12.6,44.9,33.03333333,52.9,25.73333333,18.66666667,56.93333333,20.46666667,18.6,32.9,11,0.9,21.9,2.1,26.46296296,1082.128
33.4,19.6,43.8,16,11.4,48.6,29.46666667,52.6,25.26666667,17,57.06666667,19.53333333,20.4,31.6,11,0.6,24.6,2.4,25.7962963,1052.189037
31.2,14.3,40.9,15.5,10.2,52.3,25.9,52.3,24.8,15.33333333,57.2,18.6,22.2,30.3,11,0.3,27.3,2.7,25.12962963,1022.250074
29,9,38,15,9,56,22.33333333,52,24.33333333,13.66666667,57.33333333,17.66666667,24,29,11,0,30,3,24.46296296,992.3111111
28.4,10,39.4,15.6,8.7,55.1,21.9,52.3,23.83333333,15.13333333,57.5,16.8,24.3,29.3,9.9,0.3,30.3,3.3,24.55925926,1034.333926
27.8,11,40.8,16.2,8.4,54.2,21.46666667,52.6,23.33333333,16.6,57.66666667,15.93333333,24.6,29.6,8.8,0.6,30.6,3.6,24.65555556,1076.356741
27.2,12,42.2,16.8,8.1,53.3,21.03333333,52.9,22.83333333,18.06666667,57.83333333,15.06666667,24.9,29.9,7.7,0.9,30.9,3.9,24.75185185,1118.379556
26.6,13,43.6,17.4,7.8,52.4,20.6,53.2,22.33333333,19.53333333,58,14.2,25.2,30.2,6.6,1.2,31.2,4.2,24.84814815,1160.40237
26,14,45,18,7.5,51.5,20.16666667,53.5,21.83333333,21,58.16666667,13.33333333,25.5,30.5,5.5,1.5,31.5,4.5,24.94444444,1202.425185
25.4,15,46.4,18.6,7.2,50.6,19.73333333,53.8,21.33333333,22.46666667,58.33333333,12.46666667,25.8,30.8,4.4,1.8,31.8,4.8,25.04074074,1244.448
24.8,16,47.8,19.2,6.9,49.7,19.3,54.1,20.83333333,23.93333333,58.5,11.6,26.1,31.1,3.3,2.1,32.1,5.1,25.13703704,1286.470815
24.2,17,49.2,19.8,6.6,48.8,18.86666667,54.4,20.33333333,25.4,58.66666667,10.73333333,26.4,31.4,2.2,2.4,32.4,5.4,25.23333333,1328.49363
23.6,18,50.6,20.4,6.3,47.9,18.43333333,54.7,19.83333333,26.86666667,58.83333333,9.866666667,26.7,31.7,1.1,2.7,32.7,5.7,25.32962963,1370.516444
23,19,52,21,6,47,18,55,19.33333333,28.33333333,59,9,27,32,0,3,33,6,25.42592593,1412.539259
23.6,19.4,48.9,21.4,7.9,45.8,18.13333333,54.4,18,28.56666667,58.13333333,8.7,29.53333333,30.5,0,3,30.7,5.7,25.13148148,1341.184593
24.2,19.8,45.8,21.8,9.8,44.6,18.26666667,53.8,16.66666667,28.8,57.26666667,8.4,32.06666667,29,0,3,28.4,5.4,24.83703704,1269.829926
24.8,20.2,42.7,22.2,11.7,43.4,18.4,53.2,15.33333333,29.03333333,56.4,8.1,34.6,27.5,0,3,26.1,5.1,24.54259259,1198.475259
25.4,20.6,39.6,22.6,13.6,42.2,18.53333333,52.6,14,29.26666667,55.53333333,7.8,37.13333333,26,0,3,23.8,4.8,24.24814815,1127.120593
26,21,36.5,23,15.5,41,18.66666667,52,12.66666667,29.5,54.66666667,7.5,39.66666667,24.5,0,3,21.5,4.5,23.9537037,1055.765926
26.6,21.4,33.4,23.4,17.4,39.8,18.8,51.4,11.33333333,29.73333333,53.8,7.2,42.2,23,0,3,19.2,4.2,23.65925926,984.4112593
27.2,21.8,30.3,23.8,19.3,38.6,18.93333333,50.8,10,29.96666667,52.93333333,6.9,44.73333333,21.5,0,3,16.9,3.9,23.36481481,913.0565926
27.8,22.2,27.2,24.2,21.2,37.4,19.06666667,50.2,8.666666667,30.2,52.06666667,6.6,47.26666667,20,0,3,14.6,3.6,23.07037037,841.7019259
28.4,22.6,24.1,24.6,23.1,36.2,19.2,49.6,7.333333333,30.43333333,51.2,6.3,49.8,18.5,0,3,12.3,3.3,22.77592593,770.3472593
29,23,21,25,25,35,19.33333333,49,6,30.66666667,50.33333333,6,52.33333333,17,0,3,10,3,22.48148148,698.9925926
30.6,21.6,21,23.9,23.8,34.6,19.8,48.9,8.3,33,47.5,5.7,50.3,20,0,4.3,9.7,2.7,22.53888889,729.632
32.2,20.2,21,22.8,22.6,34.2,20.26666667,48.8,10.6,35.33333333,44.66666667,5.4,48.26666667,23,0,5.6,9.4,2.4,22.5962963,760.2714074
33.8,18.8,21,21.7,21.4,33.8,20.73333333,48.7,12.9,37.66666667,41.83333333,5.1,46.23333333,26,0,6.9,9.1,2.1,22.6537037,790.9108148
35.4,17.4,21,20.6,20.2,33.4,21.2,48.6,15.2,40,39,4.8,44.2,29,0,8.2,8.8,1.8,22.71111111,821.5502222
37,16,21,19.5,19,33,21.66666667,48.5,17.5,42.33333333,36.16666667,4.5,42.16666667,32,0,9.5,8.5,1.5,22.76851852,852.1896296
38.6,14.6,21,18.4,17.8,32.6,22.13333333,48.4,19.8,44.66666667,33.33333333,4.2,40.13333333,35,0,10.8,8.2,1.2,22.82592593,882.829037
40.2,13.2,21,17.3,16.6,32.2,22.6,48.3,22.1,47,30.5,3.9,38.1,38,0,12.1,7.9,0.9,22.88333333,913.4684444
41.8,11.8,21,16.2,15.4,31.8,23.06666667,48.2,24.4,49.33333333,27.66666667,3.6,36.06666667,41,0,13.4,7.6,0.6,22.94074074,944.1078519
43.4,10.4,21,15.1,14.2,31.4,23.53333333,48.1,26.7,51.66666667,24.83333333,3.3,34.03333333,44,0,14.7,7.3,0.3,22.99814815,974.7472593
45,9,21,14,13,31,24,48,29,54,22,3,32,47,0,16,7,0,23.05555556,1005.386667
45.9,11.1,21,13.9,15.9,30.1,22.8,51.3,26.7,49.2,23.3,2.833333333,30.96666667,46.7,0,15.7,6.3,0.3,23,1049.534815
46.8,13.2,21,13.8,18.8,29.2,21.6,54.6,24.4,44.4,24.6,2.666666667,29.93333333,46.4,0,15.4,5.6,0.6,22.94444444,1093.682963
47.7,15.3,21,13.7,21.7,28.3,20.4,57.9,22.1,39.6,25.9,2.5,28.9,46.1,0,15.1,4.9,0.9,22.88888889,1137.831111
48.6,17.4,21,13.6,24.6,27.4,19.2,61.2,19.8,34.8,27.2,2.333333333,27.86666667,45.8,0,14.8,4.2,1.2,22.83333333,1181.979259
49.5,19.5,21,13.5,27.5,26.5,18,64.5,17.5,30,28.5,2.166666667,26.83333333,45.5,0,14.5,3.5,1.5,22.77777778,1226.127407
50.4,21.6,21,13.4,30.4,25.6,16.8,67.8,15.2,25.2,29.8,2,25.8,45.2,0,14.2,2.8,1.8,22.72222222,1270.275556
51.3,23.7,21,13.3,33.3,24.7,15.6,71.1,12.9,20.4,31.1,1.833333333,24.76666667,44.9,0,13.9,2.1,2.1,22.66666667,1314.423704
52.2,25.8,21,13.2,36.2,23.8,14.4,74.4,10.6,15.6,32.4,1.666666667,23.73333333,44.6,0,13.6,1.4,2.4,22.61111111,1358.571852
53.1,27.9,21,13.1,39.1,22.9,13.2,77.7,8.3,10.8,33.7,1.5,22.7,44.3,0,13.3,0.7,2.7,22.55555556,1402.72
54,30,21,13,42,22,12,81,6,6,35,1.333333333,21.66666667,44,0,13,0,3,22.5,1446.868148
52.6,29.3,21.7,12,42.6,20.1,12.3,81.7,5.7,6.3,33.9,1.2,20.7,40.2,0,13,0,3,22.01666667,1397.285333
51.2,28.6,22.4,11,43.2,18.2,12.6,82.4,5.4,6.6,32.8,1.066666667,19.73333333,36.4,0,13,0,3,21.53333333,1347.702519
49.8,27.9,23.1,10,43.8,16.3,12.9,83.1,5.1,6.9,31.7,0.933333333,18.76666667,32.6,0,13,0,3,21.05,1298.119704
48.4,27.2,23.8,9,44.4,14.4,13.2,83.8,4.8,7.2,30.6,0.8,17.8,28.8,0,13,0,3,20.56666667,1248.536889
47,26.5,24.5,8,45,12.5,13.5,84.5,4.5,7.5,29.5,0.666666667,16.83333333,25,0,13,0,3,20.08333333,1198.954074
45.6,25.8,25.2,7,45.6,10.6,13.8,85.2,4.2,7.8,28.4,0.533333333,15.86666667,21.2,0,13,0,3,19.6,1149.371259
44.2,25.1,25.9,6,46.2,8.7,14.1,85.9,3.9,8.1,27.3,0.4,14.9,17.4,0,13,0,3,19.11666667,1099.788444
42.8,24.4,26.6,5,46.8,6.8,14.4,86.6,3.6,8.4,26.2,0.266666667,13.93333333,13.6,0,13,0,3,18.63333333,1050.20563
41.4,23.7,27.3,4,47.4,4.9,14.7,87.3,3.3,8.7,25.1,0.133333333,12.96666667,9.8,0,13,0,3,18.15,1000.622815
40,23,28,3,48,3,15,88,3,9,24,0,12,6,0,13,0,3,17.66666667,951.04
36.9,23.3,29.3,2.7,45.4,4,15.93333333,85,3.333333333,9.5,23.2,0.266666667,12.3,5.7,0,13,0.6,2.7,17.3962963,907.8485926
33.8,23.6,30.6,2.4,42.8,5,16.86666667,82,3.666666667,10,22.4,0.533333333,12.6,5.4,0,13,1.2,2.4,17.12592593,864.6571852
30.7,23.9,31.9,2.1,40.2,6,17.8,79,4,10.5,21.6,0.8,12.9,5.1,0,13,1.8,2.1,16.85555556,821.4657778
27.6,24.2,33.2,1.8,37.6,7,18.73333333,76,4.333333333,11,20.8,1.066666667,13.2,4.8,0,13,2.4,1.8,16.58518519,778.2743704
24.5,24.5,34.5,1.5,35,8,19.66666667,73,4.666666667,11.5,20,1.333333333,13.5,4.5,0,13,3,1.5,16.31481482,735.082963
21.4,24.8,35.8,1.2,32.4,9,20.6,70,5,12,19.2,1.6,13.8,4.2,0,13,3.6,1.2,16.04444444,691.8915556
18.3,25.1,37.1,0.9,29.8,10,21.53333333,67,5.333333333,12.5,18.4,1.866666667,14.1,3.9,0,13,4.2,0.9,15.77407407,648.7001481
15.2,25.4,38.4,0.6,27.2,11,22.46666667,64,5.666666667,13,17.6,2.133333333,14.4,3.6,0,13,4.8,0.6,15.5037037,605.5087407
12.1,25.7,39.7,0.3,24.6,12,23.4,61,6,13.5,16.8,2.4,14.7,3.3,0,13,5.4,0.3,15.23333333,562.3173333
9,26,41,0,22,13,24.33333333,58,6.333333333,14,16,2.666666667,15,3,0,13,6,0,14.96296296,519.1259259
9.4,29.7,39.1,0,22.6,13.3,25.6,57.93333333,6.733333333,14,16.8,3,15,3.7,0,11.7,5.7,0,15.23703704,544.6242963
9.8,33.4,37.2,0,23.2,13.6,26.86666667,57.86666667,7.133333333,14,17.6,3.333333333,15,4.4,0,10.4,5.4,0,15.51111111,570.1226667
10.2,37.1,35.3,0,23.8,13.9,28.13333333,57.8,7.533333333,14,18.4,3.666666667,15,5.1,0,9.1,5.1,0,15.78518519,595.621037
10.6,40.8,33.4,0,24.4,14.2,29.4,57.73333333,7.933333333,14,19.2,4,15,5.8,0,7.8,4.8,0,16.05925926,621.1194074
11,44.5,31.5,0,25,14.5,30.66666667,57.66666667,8.333333333,14,20,4.333333333,15,6.5,0,6.5,4.5,0,16.33333333,646.6177778
11.4,48.2,29.6,0,25.6,14.8,31.93333333,57.6,8.733333333,14,20.8,4.666666667,15,7.2,0,5.2,4.2,0,16.60740741,672.1161481
11.8,51.9,27.7,0,26.2,15.1,33.2,57.53333333,9.133333333,14,21.6,5,15,7.9,0,3.9,3.9,0,16.88148148,697.6145185
12.2,55.6,25.8,0,26.8,15.4,34.46666667,57.46666667,9.533333333,14,22.4,5.333333333,15,8.6,0,2.6,3.6,0,17.15555556,723.1128889
12.6,59.3,23.9,0,27.4,15.7,35.73333333,57.4,9.933333333,14,23.2,5.666666667,15,9.3,0,1.3,3.3,0,17.42962963,748.6112593
13,63,22,0,28,16,37,57.33333333,10.33333333,14,24,6,15,10,0,0,3,0,17.7037037,774.1096296
