S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
254.3,229.7,174.8,126.7,178,196.7,107.9333333,269,84.2,136.3,103.1,60.1,150.7,204.3,100.7,50,7,0.9,135.2462963,6991.647407
253.2,226.8,175.2,119.8,175,194.8,110.0666667,264,86.46666667,141.2,104.4,60.4,153.8,202.2,103.8,50,8,0.6,134.9851852,6591.140741
252.1,223.9,175.6,112.9,172,192.9,112.2,259,88.73333333,146.1,105.7,60.7,156.9,200.1,106.9,50,9,0.3,134.7240741,6190.634074
251,221,176,106,169,191,114.3333333,254,91,151,107,61,160,198,110,50,10,0,134.462963,5790.127407
253.6,227.3,178.6,104.7,167.2,193.9,115.3333333,256.8333333,92.73333333,150.5,108.5,65,159.9,200,104.9,50.9,12,1.4,135.7388889,6083.966815
256.2,233.6,181.2,103.4,165.4,196.8,116.3333333,259.6666667,94.46666667,150,110,69,159.8,202,99.8,51.8,14,2.8,137.0148148,6377.806222
258.8,239.9,183.8,102.1,163.6,199.7,117.3333333,262.5,96.2,149.5,111.5,73,159.7,204,94.7,52.7,16,4.2,138.2907407,6671.64563
261.4,246.2,186.4,100.8,161.8,202.6,118.3333333,265.3333333,97.93333333,149,113,77,159.6,206,89.6,53.6,18,5.6,139.5666667,6965.485037
264,252.5,189,99.5,160,205.5,119.3333333,268.1666667,99.66666667,148.5,114.5,81,159.5,208,84.5,54.5,20,7,140.8425926,7259.324444
266.6,258.8,191.6,98.2,158.2,208.4,120.3333333,271,101.4,148,116,85,159.4,210,79.4,55.4,22,8.4,142.1185185,7553.163852
269.2,265.1,194.2,96.9,156.4,211.3,121.3333333,273.8333333,103.1333333,147.5,117.5,89,159.3,212,74.3,56.3,24,9.8,143.3944444,7847.003259
271.8,271.4,196.8,95.6,154.6,214.2,122.3333333,276.6666667,104.8666667,147,119,93,159.2,214,69.2,57.2,26,11.2,144.6703704,8140.842667
274.4,277.7,199.4,94.3,152.8,217.1,123.3333333,279.5,106.6,146.5,120.5,97,159.1,216,64.1,58.1,28,12.6,145.9462963,8434.682074
277,284,202,93,151,220,124.3333333,282.3333333,108.3333333,146,122,101,159,218,59,59,30,14,147.2222222,8728.521481
282.9,282.9,197.1,90,145.7,212.6,125.8,279.7333333,108.4,143.6,121.6,105,155.1,219.1,57,58.5,32,14,146.1685185,9028.543407
288.8,281.8,192.2,87,140.4,205.2,127.2666667,277.1333333,108.4666667,141.2,121.2,109,151.2,220.2,55,58,34,14,145.1148148,9328.565333
294.7,280.7,187.3,84,135.1,197.8,128.7333333,274.5333333,108.5333333,138.8,120.8,113,147.3,221.3,53,57.5,36,14,144.0611111,9628.587259
300.6,279.6,182.4,81,129.8,190.4,130.2,271.9333333,108.6,136.4,120.4,117,143.4,222.4,51,57,38,14,143.0074074,9928.609185
306.5,278.5,177.5,78,124.5,183,131.6666667,269.3333333,108.6666667,134,120,121,139.5,223.5,49,56.5,40,14,141.9537037,10228.63111
312.4,277.4,172.6,75,119.2,175.6,133.1333333,266.7333333,108.7333333,131.6,119.6,125,135.6,224.6,47,56,42,14,140.9,10528.65304
318.3,276.3,167.7,72,113.9,168.2,134.6,264.1333333,108.8,129.2,119.2,129,131.7,225.7,45,55.5,44,14,139.8462963,10828.67496
324.2,275.2,162.8,69,108.6,160.8,136.0666667,261.5333333,108.8666667,126.8,118.8,133,127.8,226.8,43,55,46,14,138.7925926,11128.69689
330.1,274.1,157.9,66,103.3,153.4,137.5333333,258.9333333,108.9333333,124.4,118.4,137,123.9,227.9,41,54.5,48,14,137.7388889,11428.71881
336,273,153,63,98,146,139,256.3333333,109,122,118,141,120,229,39,54,50,14,136.6851852,11728.74074
324.6,267.6,152.9,66.3,105.9,145.7,138.3,250.9333333,108.6333333,119.6,113.9,139.1,115.5333333,232.4,40.2,55.2,50,12.6,135.5222222,11269.05837
313.2,262.2,152.8,69.6,113.8,145.4,137.6,245.5333333,108.2666667,117.2,109.8,137.2,111.0666667,235.8,41.4,56.4,50,11.2,134.3592593,10809.376
301.8,256.8,152.7,72.9,121.7,145.1,136.9,240.1333333,107.9,114.8,105.7,135.3,106.6,239.2,42.6,57.6,50,9.8,133.1962963,10349.69363
290.4,251.4,152.6,76.2,129.6,144.8,136.2,234.7333333,107.5333333,112.4,101.6,133.4,102.1333333,242.6,43.8,58.8,50,8.4,132.0333333,9890.011259
279,246,152.5,79.5,137.5,144.5,135.5,229.3333333,107.1666667,110,97.5,131.5,97.66666667,246,45,60,50,7,130.8703704,9430.328889
267.6,240.6,152.4,82.8,145.4,144.2,134.8,223.9333333,106.8,107.6,93.4,129.6,93.2,249.4,46.2,61.2,50,5.6,129.7074074,8970.646519
256.2,235.2,152.3,86.1,153.3,143.9,134.1,218.5333333,106.4333333,105.2,89.3,127.7,88.73333333,252.8,47.4,62.4,50,4.2,128.5444444,8510.964148
244.8,229.8,152.2,89.4,161.2,143.6,133.4,213.1333333,106.0666667,102.8,85.2,125.8,84.26666667,256.2,48.6,63.6,50,2.8,127.3814815,8051.281778
233.4,224.4,152.1,92.7,169.1,143.3,132.7,207.7333333,105.7,100.4,81.1,123.9,79.8,259.6,49.8,64.8,50,1.4,126.2185185,7591.599407
222,219,152,96,177,143,132,202.3333333,105.3333333,98,77,122,75.33333333,263,51,66,50,0,125.0555556,7131.917037
219.9,226.2,154.1,94.9,171.6,144.9,130.2,195.2,104.6,101.3,76.5,120.1,77.5,259.6,51,60.9,45.3,0.3,124.1166667,7064.514667
217.8,233.4,156.2,93.8,166.2,146.8,128.4,188.0666667,103.8666667,104.6,76,118.2,79.66666667,256.2,51,55.8,40.6,0.6,123.1777778,6997.112296
215.7,240.6,158.3,92.7,160.8,148.7,126.6,180.9333333,103.1333333,107.9,75.5,116.3,81.83333333,252.8,51,50.7,35.9,0.9,122.2388889,6929.709926
213.6,247.8,160.4,91.6,155.4,150.6,124.8,173.8,102.4,111.2,75,114.4,84,249.4,51,45.6,31.2,1.2,121.3,6862.307556
211.5,255,162.5,90.5,150,152.5,123,166.6666667,101.6666667,114.5,74.5,112.5,86.16666667,246,51,40.5,26.5,1.5,120.3611111,6794.905185
209.4,262.2,164.6,89.4,144.6,154.4,121.2,159.5333333,100.9333333,117.8,74,110.6,88.33333333,242.6,51,35.4,21.8,1.8,119.4222222,6727.502815
207.3,269.4,166.7,88.3,139.2,156.3,119.4,152.4,100.2,121.1,73.5,108.7,90.5,239.2,51,30.3,17.1,2.1,118.4833333,6660.100444
205.2,276.6,168.8,87.2,133.8,158.2,117.6,145.2666667,99.46666667,124.4,73,106.8,92.66666667,235.8,51,25.2,12.4,2.4,117.5444444,6592.698074
203.1,283.8,170.9,86.1,128.4,160.1,115.8,138.1333333,98.73333333,127.7,72.5,104.9,94.83333333,232.4,51,20.1,7.7,2.7,116.6055556,6525.295704
201,291,173,85,123,162,114,131,98,131,72,103,97,229,51,15,3,3,115.6666667,6457.893333
203.2,286.1,169.8,82.9,121.8,164.8,112.5,132.3,95.83333333,128.8333333,74.7,102.8333333,97.7,221.5,50.4,16.6,3.6,3,114.9111111,6297.981037
205.4,281.2,166.6,80.8,120.6,167.6,111,133.6,93.66666667,126.6666667,77.4,102.6666667,98.4,214,49.8,18.2,4.2,3,114.1555556,6138.068741
207.6,276.3,163.4,78.7,119.4,170.4,109.5,134.9,91.5,124.5,80.1,102.5,99.1,206.5,49.2,19.8,4.8,3,113.4,5978.156444
209.8,271.4,160.2,76.6,118.2,173.2,108,136.2,89.33333333,122.3333333,82.8,102.3333333,99.8,199,48.6,21.4,5.4,3,112.6444444,5818.244148
212,266.5,157,74.5,117,176,106.5,137.5,87.16666667,120.1666667,85.5,102.1666667,100.5,191.5,48,23,6,3,111.8888889,5658.331852
214.2,261.6,153.8,72.4,115.8,178.8,105,138.8,85,118,88.2,102,101.2,184,47.4,24.6,6.6,3,111.1333333,5498.419556
216.4,256.7,150.6,70.3,114.6,181.6,103.5,140.1,82.83333333,115.8333333,90.9,101.8333333,101.9,176.5,46.8,26.2,7.2,3,110.3777778,5338.507259
218.6,251.8,147.4,68.2,113.4,184.4,102,141.4,80.66666667,113.6666667,93.6,101.6666667,102.6,169,46.2,27.8,7.8,3,109.6222222,5178.594963
220.8,246.9,144.2,66.1,112.2,187.2,100.5,142.7,78.5,111.5,96.3,101.5,103.3,161.5,45.6,29.4,8.4,3,108.8666667,5018.682667
223,242,141,64,111,190,99,144,76.33333333,109.3333333,99,101.3333333,104,154,45,31,9,3,108.1111111,4858.77037
227.6,232.8,140.3,63,108.6,181.2,106.0333333,147.8,78.2,110.9,96.73333333,101.2,102.5,156.3,48.3,31,9.7,3,108.0648148,4900.594963
232.2,223.6,139.6,62,106.2,172.4,113.0666667,151.6,80.06666667,112.4666667,94.46666667,101.0666667,101,158.6,51.6,31,10.4,3,108.0185185,4942.419556
236.8,214.4,138.9,61,103.8,163.6,120.1,155.4,81.93333333,114.0333333,92.2,100.9333333,99.5,160.9,54.9,31,11.1,3,107.9722222,4984.244148
241.4,205.2,138.2,60,101.4,154.8,127.1333333,159.2,83.8,115.6,89.93333333,100.8,98,163.2,58.2,31,11.8,3,107.9259259,5026.068741
246,196,137.5,59,99,146,134.1666667,163,85.66666667,117.1666667,87.66666667,100.6666667,96.5,165.5,61.5,31,12.5,3,107.8796296,5067.893333
250.6,186.8,136.8,58,96.6,137.2,141.2,166.8,87.53333333,118.7333333,85.4,100.5333333,95,167.8,64.8,31,13.2,3,107.8333333,5109.717926
255.2,177.6,136.1,57,94.2,128.4,148.2333333,170.6,89.4,120.3,83.13333333,100.4,93.5,170.1,68.1,31,13.9,3,107.787037,5151.542519
259.8,168.4,135.4,56,91.8,119.6,155.2666667,174.4,91.26666667,121.8666667,80.86666667,100.2666667,92,172.4,71.4,31,14.6,3,107.7407407,5193.367111
264.4,159.2,134.7,55,89.4,110.8,162.3,178.2,93.13333333,123.4333333,78.6,100.1333333,90.5,174.7,74.7,31,15.3,3,107.6944444,5235.191704
269,150,134,54,87,102,169.3333333,182,95,125,76.33333333,100,89,177,78,31,16,3,107.6481481,5277.016296
257.3,149.7,133.1,51.6,94.8,97.4,166.6,178.3333333,94.93333333,122.0333333,75.1,96.5,92.9,176.8,79,30,21,3.3,106.6888889,5120.516148
245.6,149.4,132.2,49.2,102.6,92.8,163.8666667,174.6666667,94.86666667,119.0666667,73.86666667,93,96.8,176.6,80,29,26,3.6,105.7296296,4964.016
233.9,149.1,131.3,46.8,110.4,88.2,161.1333333,171,94.8,116.1,72.63333333,89.5,100.7,176.4,81,28,31,3.9,104.7703704,4807.515852
222.2,148.8,130.4,44.4,118.2,83.6,158.4,167.3333333,94.73333333,113.1333333,71.4,86,104.6,176.2,82,27,36,4.2,103.8111111,4651.015704
210.5,148.5,129.5,42,126,79,155.6666667,163.6666667,94.66666667,110.1666667,70.16666667,82.5,108.5,176,83,26,41,4.5,102.8518519,4494.515556
198.8,148.2,128.6,39.6,133.8,74.4,152.9333333,160,94.6,107.2,68.93333333,79,112.4,175.8,84,25,46,4.8,101.8925926,4338.015407
187.1,147.9,127.7,37.2,141.6,69.8,150.2,156.3333333,94.53333333,104.2333333,67.7,75.5,116.3,175.6,85,24,51,5.1,100.9333333,4181.515259
175.4,147.6,126.8,34.8,149.4,65.2,147.4666667,152.6666667,94.46666667,101.2666667,66.46666667,72,120.2,175.4,86,23,56,5.4,99.97407408,4025.015111
163.7,147.3,125.9,32.4,157.2,60.6,144.7333333,149,94.4,98.3,65.23333333,68.5,124.1,175.2,87,22,61,5.7,99.01481481,3868.514963
152,147,125,30,165,56,142,145.3333333,94.33333333,95.33333333,64,65,128,175,88,21,66,6,98.05555555,3712.014815
148.1,148.6,128.4,30,159.6,59.9,140,143.2,92.03333333,93.1,67.93333333,61.5,128.5,166.1,83.4,19.5,65.6,6,96.74814815,3759.640593
144.2,150.2,131.8,30,154.2,63.8,138,141.0666667,89.73333333,90.86666667,71.86666667,58,129,157.2,78.8,18,65.2,6,95.44074074,3807.26637
140.3,151.8,135.2,30,148.8,67.7,136,138.9333333,87.43333333,88.63333333,75.8,54.5,129.5,148.3,74.2,16.5,64.8,6,94.13333333,3854.892148
136.4,153.4,138.6,30,143.4,71.6,134,136.8,85.13333333,86.4,79.73333333,51,130,139.4,69.6,15,64.4,6,92.82592593,3902.517926
132.5,155,142,30,138,75.5,132,134.6666667,82.83333333,84.16666667,83.66666667,47.5,130.5,130.5,65,13.5,64,6,91.51851852,3950.143704
128.6,156.6,145.4,30,132.6,79.4,130,132.5333333,80.53333333,81.93333333,87.6,44,131,121.6,60.4,12,63.6,6,90.21111111,3997.769481
124.7,158.2,148.8,30,127.2,83.3,128,130.4,78.23333333,79.7,91.53333333,40.5,131.5,112.7,55.8,10.5,63.2,6,88.9037037,4045.395259
120.8,159.8,152.2,30,121.8,87.2,126,128.2666667,75.93333333,77.46666667,95.46666667,37,132,103.8,51.2,9,62.8,6,87.5962963,4093.021037
116.9,161.4,155.6,30,116.4,91.1,124,126.1333333,73.63333333,75.23333333,99.4,33.5,132.5,94.9,46.6,7.5,62.4,6,86.28888889,4140.646815
113,163,159,30,111,95,122,124,71.33333333,73,103.3333333,30,133,86,42,6,62,6,84.98148148,4188.272593
117.5,158,154.2,34.7,109.8,97.6,120.3,123.9,68.73333333,74.8,107.1,30,131.4,96.7,42.4,6.9,56.1,7.1,85.40185185,4302.634963
122,153,149.4,39.4,108.6,100.2,118.6,123.8,66.13333333,76.6,110.8666667,30,129.8,107.4,42.8,7.8,50.2,8.2,85.82222222,4416.997333
126.5,148,144.6,44.1,107.4,102.8,116.9,123.7,63.53333333,78.4,114.6333333,30,128.2,118.1,43.2,8.7,44.3,9.3,86.24259259,4531.359704
131,143,139.8,48.8,106.2,105.4,115.2,123.6,60.93333333,80.2,118.4,30,126.6,128.8,43.6,9.6,38.4,10.4,86.66296296,4645.722074
135.5,138,135,53.5,105,108,113.5,123.5,58.33333333,82,122.1666667,30,125,139.5,44,10.5,32.5,11.5,87.08333334,4760.084444
140,133,130.2,58.2,103.8,110.6,111.8,123.4,55.73333333,83.8,125.9333333,30,123.4,150.2,44.4,11.4,26.6,12.6,87.5037037,4874.446815
144.5,128,125.4,62.9,102.6,113.2,110.1,123.3,53.13333333,85.6,129.7,30,121.8,160.9,44.8,12.3,20.7,13.7,87.92407407,4988.809185
149,123,120.6,67.6,101.4,115.8,108.4,123.2,50.53333333,87.4,133.4666667,30,120.2,171.6,45.2,13.2,14.8,14.8,88.34444445,5103.171556
153.5,118,115.8,72.3,100.2,118.4,106.7,123.1,47.93333333,89.2,137.2333333,30,118.6,182.3,45.6,14.1,8.9,15.9,88.76481481,5217.533926
158,113,111,77,99,121,105,123,45.33333333,91,141,30,117,193,46,15,3,17,89.18518519,5331.896296
157.1,111.4,117.4,78.9,107.9,118.5,106.5,122.7,47.53333333,90.7,138.3,30,118.1,190.8,42.6,19.1,2.7,17,89.8462963,5375.954963
156.2,109.8,123.8,80.8,116.8,116,108,122.4,49.73333333,90.4,135.6,30,119.2,188.6,39.2,23.2,2.4,17,90.50740741,5420.01363
155.3,108.2,130.2,82.7,125.7,113.5,109.5,122.1,51.93333333,90.1,132.9,30,120.3,186.4,35.8,27.3,2.1,17,91.16851852,5464.072296
154.4,106.6,136.6,84.6,134.6,111,111,121.8,54.13333333,89.8,130.2,30,121.4,184.2,32.4,31.4,1.8,17,91.82962963,5508.130963
153.5,105,143,86.5,143.5,108.5,112.5,121.5,56.33333333,89.5,127.5,30,122.5,182,29,35.5,1.5,17,92.49074074,5552.18963
152.6,103.4,149.4,88.4,152.4,106,114,121.2,58.53333333,89.2,124.8,30,123.6,179.8,25.6,39.6,1.2,17,93.15185185,5596.248296
151.7,101.8,155.8,90.3,161.3,103.5,115.5,120.9,60.73333333,88.9,122.1,30,124.7,177.6,22.2,43.7,0.9,17,93.81296296,5640.306963
150.8,100.2,162.2,92.2,170.2,101,117,120.6,62.93333333,88.6,119.4,30,125.8,175.4,18.8,47.8,0.6,17,94.47407407,5684.36563
149.9,98.6,168.6,94.1,179.1,98.5,118.5,120.3,65.13333333,88.3,116.7,30,126.9,173.2,15.4,51.9,0.3,17,95.13518519,5728.424296
149,97,175,96,188,96,120,120,67.33333333,88,114,30,128,171,12,56,0,17,95.7962963,5772.482963
148.2,93.7,177.6,93.4,184.9,91.3,121.6,115.8,67.13333333,84.7,113.9,31.9,124.6,164.3,11.7,53.4,0,15.6,94.0962963,5859.863407
147.4,90.4,180.2,90.8,181.8,86.6,123.2,111.6,66.93333333,81.4,113.8,33.8,121.2,157.6,11.4,50.8,0,14.2,92.3962963,5947.243852
146.6,87.1,182.8,88.2,178.7,81.9,124.8,107.4,66.73333333,78.1,113.7,35.7,117.8,150.9,11.1,48.2,0,12.8,90.6962963,6034.624296
145.8,83.8,185.4,85.6,175.6,77.2,126.4,103.2,66.53333333,74.8,113.6,37.6,114.4,144.2,10.8,45.6,0,11.4,88.9962963,6122.004741
145,80.5,188,83,172.5,72.5,128,99,66.33333333,71.5,113.5,39.5,111,137.5,10.5,43,0,10,87.2962963,6209.385185
144.2,77.2,190.6,80.4,169.4,67.8,129.6,94.8,66.13333333,68.2,113.4,41.4,107.6,130.8,10.2,40.4,0,8.6,85.5962963,6296.76563
143.4,73.9,193.2,77.8,166.3,63.1,131.2,90.6,65.93333333,64.9,113.3,43.3,104.2,124.1,9.9,37.8,0,7.2,83.8962963,6384.146074
142.6,70.6,195.8,75.2,163.2,58.4,132.8,86.4,65.73333333,61.6,113.2,45.2,100.8,117.4,9.6,35.2,0,5.8,82.1962963,6471.526519
141.8,67.3,198.4,72.6,160.1,53.7,134.4,82.2,65.53333333,58.3,113.1,47.1,97.4,110.7,9.3,32.6,0,4.4,80.4962963,6558.906963
141,64,201,70,157,49,136,78,65.33333333,55,113,49,94,104,9,30,0,3,78.7962963,6646.287407
138.1,90.6,193.2,64.3,146.3,49.7,134.5,82.9,63.43333333,54.13333333,112.7,50.9,91.8,104.9,11.2,30.2,0.3,4,79.06481481,6748.060148
135.2,117.2,185.4,58.6,135.6,50.4,133,87.8,61.53333333,53.26666667,112.4,52.8,89.6,105.8,13.4,30.4,0.6,5,79.33333333,6849.832889
132.3,143.8,177.6,52.9,124.9,51.1,131.5,92.7,59.63333333,52.4,112.1,54.7,87.4,106.7,15.6,30.6,0.9,6,79.60185185,6951.60563
129.4,170.4,169.8,47.2,114.2,51.8,130,97.6,57.73333333,51.53333333,111.8,56.6,85.2,107.6,17.8,30.8,1.2,7,79.87037037,7053.37837
126.5,197,162,41.5,103.5,52.5,128.5,102.5,55.83333333,50.66666667,111.5,58.5,83,108.5,20,31,1.5,8,80.13888889,7155.151111
123.6,223.6,154.2,35.8,92.8,53.2,127,107.4,53.93333333,49.8,111.2,60.4,80.8,109.4,22.2,31.2,1.8,9,80.40740741,7256.923852
120.7,250.2,146.4,30.1,82.1,53.9,125.5,112.3,52.03333333,48.93333333,110.9,62.3,78.6,110.3,24.4,31.4,2.1,10,80.67592593,7358.696593
117.8,276.8,138.6,24.4,71.4,54.6,124,117.2,50.13333333,48.06666667,110.6,64.2,76.4,111.2,26.6,31.6,2.4,11,80.94444444,7460.469333
114.9,303.4,130.8,18.7,60.7,55.3,122.5,122.1,48.23333333,47.2,110.3,66.1,74.2,112.1,28.8,31.8,2.7,12,81.21296296,7562.242074
112,330,123,13,50,56,121,127,46.33333333,46.33333333,110,68,72,113,31,32,3,13,81.48148148,7664.014815
111,318.2,116.6,14.4,50,56.8,123.1,127.3,51.6,50.6,107.3,66.26666667,74.5,111.8,30.7,37.5,4.1,12.7,81.35925926,7272.332148
110,306.4,110.2,15.8,50,57.6,125.2,127.6,56.86666667,54.86666667,104.6,64.53333333,77,110.6,30.4,43,5.2,12.4,81.23703704,6880.649481
109,294.6,103.8,17.2,50,58.4,127.3,127.9,62.13333333,59.13333333,101.9,62.8,79.5,109.4,30.1,48.5,6.3,12.1,81.11481481,6488.966815
108,282.8,97.4,18.6,50,59.2,129.4,128.2,67.4,63.4,99.2,61.06666667,82,108.2,29.8,54,7.4,11.8,80.99259259,6097.284148
107,271,91,20,50,60,131.5,128.5,72.66666667,67.66666667,96.5,59.33333333,84.5,107,29.5,59.5,8.5,11.5,80.87037037,5705.601481
106,259.2,84.6,21.4,50,60.8,133.6,128.8,77.93333333,71.93333333,93.8,57.6,87,105.8,29.2,65,9.6,11.2,80.74814815,5313.918815
105,247.4,78.2,22.8,50,61.6,135.7,129.1,83.2,76.2,91.1,55.86666667,89.5,104.6,28.9,70.5,10.7,10.9,80.62592593,4922.236148
104,235.6,71.8,24.2,50,62.4,137.8,129.4,88.46666667,80.46666667,88.4,54.13333333,92,103.4,28.6,76,11.8,10.6,80.5037037,4530.553481
103,223.8,65.4,25.6,50,63.2,139.9,129.7,93.73333333,84.73333333,85.7,52.4,94.5,102.2,28.3,81.5,12.9,10.3,80.38148148,4138.870815
102,212,59,27,50,64,142,130,99,89,83,50.66666667,97,101,28,87,14,10,80.25925926,3747.188148
102.2,202.5,64.2,38.8,52.2,61.3,136.6333333,132.9333333,101.8,86.9,80.33333333,49,97.3,106.4,27.5,85.2,12.9,10,80.45,3799.087704
102.4,193,69.4,50.6,54.4,58.6,131.2666667,135.8666667,104.6,84.8,77.66666667,47.33333333,97.6,111.8,27,83.4,11.8,10,80.64074074,3850.987259
102.6,183.5,74.6,62.4,56.6,55.9,125.9,138.8,107.4,82.7,75,45.66666667,97.9,117.2,26.5,81.6,10.7,10,80.83148148,3902.886815
102.8,174,79.8,74.2,58.8,53.2,120.5333333,141.7333333,110.2,80.6,72.33333333,44,98.2,122.6,26,79.8,9.6,10,81.02222222,3954.78637
103,164.5,85,86,61,50.5,115.1666667,144.6666667,113,78.5,69.66666667,42.33333333,98.5,128,25.5,78,8.5,10,81.21296297,4006.685926
103.2,155,90.2,97.8,63.2,47.8,109.8,147.6,115.8,76.4,67,40.66666667,98.8,133.4,25,76.2,7.4,10,81.4037037,4058.585481
103.4,145.5,95.4,109.6,65.4,45.1,104.4333333,150.5333333,118.6,74.3,64.33333333,39,99.1,138.8,24.5,74.4,6.3,10,81.59444444,4110.485037
103.6,136,100.6,121.4,67.6,42.4,99.06666667,153.4666667,121.4,72.2,61.66666667,37.33333333,99.4,144.2,24,72.6,5.2,10,81.78518519,4162.384593
103.8,126.5,105.8,133.2,69.8,39.7,93.7,156.4,124.2,70.1,59,35.66666667,99.7,149.6,23.5,70.8,4.1,10,81.97592593,4214.284148
104,117,111,145,72,37,88.33333333,159.3333333,127,68,56.33333333,34,100,155,23,69,3,10,82.16666666,4266.183704
106.7,116.5,114.6,136.7,72.9,43.3,89,154.4333333,125.5333333,66.6,54.9,33.43333333,99.6,158,23.4,64.3,3.3,10,81.84444444,4158.392593
109.4,116,118.2,128.4,73.8,49.6,89.66666667,149.5333333,124.0666667,65.2,53.46666667,32.86666667,99.2,161,23.8,59.6,3.6,10,81.52222222,4050.601481
112.1,115.5,121.8,120.1,74.7,55.9,90.33333333,144.6333333,122.6,63.8,52.03333333,32.3,98.8,164,24.2,54.9,3.9,10,81.2,3942.81037
114.8,115,125.4,111.8,75.6,62.2,91,139.7333333,121.1333333,62.4,50.6,31.73333333,98.4,167,24.6,50.2,4.2,10,80.87777777,3835.019259
117.5,114.5,129,103.5,76.5,68.5,91.66666667,134.8333333,119.6666667,61,49.16666667,31.16666667,98,170,25,45.5,4.5,10,80.55555556,3727.228148
120.2,114,132.6,95.2,77.4,74.8,92.33333333,129.9333333,118.2,59.6,47.73333333,30.6,97.6,173,25.4,40.8,4.8,10,80.23333333,3619.437037
122.9,113.5,136.2,86.9,78.3,81.1,93,125.0333333,116.7333333,58.2,46.3,30.03333333,97.2,176,25.8,36.1,5.1,10,79.91111111,3511.645926
125.6,113,139.8,78.6,79.2,87.4,93.66666667,120.1333333,115.2666667,56.8,44.86666667,29.46666667,96.8,179,26.2,31.4,5.4,10,79.58888889,3403.854815
128.3,112.5,143.4,70.3,80.1,93.7,94.33333333,115.2333333,113.8,55.4,43.43333333,28.9,96.4,182,26.6,26.7,5.7,10,79.26666666,3296.063704
131,112,147,62,81,100,95,110.3333333,112.3333333,54,42,28.33333333,96,185,27,22,6,10,78.94444444,3188.272593
131.7,115.2,142.5,60.9,79.1,101,94.7,108.9,110.1,53.1,46.8,27.8,96.5,176.6,27,22.6,6,9.3,78.32222222,3244.466667
132.4,118.4,138,59.8,77.2,102,94.4,107.4666667,107.8666667,52.2,51.6,27.26666667,97,168.2,27,23.2,6,8.6,77.7,3300.660741
133.1,121.6,133.5,58.7,75.3,103,94.1,106.0333333,105.6333333,51.3,56.4,26.73333333,97.5,159.8,27,23.8,6,7.9,77.07777777,3356.854815
133.8,124.8,129,57.6,73.4,104,93.8,104.6,103.4,50.4,61.2,26.2,98,151.4,27,24.4,6,7.2,76.45555556,3413.048889
134.5,128,124.5,56.5,71.5,105,93.5,103.1666667,101.1666667,49.5,66,25.66666667,98.5,143,27,25,6,6.5,75.83333334,3469.242963
135.2,131.2,120,55.4,69.6,106,93.2,101.7333333,98.93333333,48.6,70.8,25.13333333,99,134.6,27,25.6,6,5.8,75.21111111,3525.437037
135.9,134.4,115.5,54.3,67.7,107,92.9,100.3,96.7,47.7,75.6,24.6,99.5,126.2,27,26.2,6,5.1,74.58888889,3581.631111
136.6,137.6,111,53.2,65.8,108,92.6,98.86666667,94.46666667,46.8,80.4,24.06666667,100,117.8,27,26.8,6,4.4,73.96666667,3637.825185
137.3,140.8,106.5,52.1,63.9,109,92.3,97.43333333,92.23333333,45.9,85.2,23.53333333,100.5,109.4,27,27.4,6,3.7,73.34444444,3694.019259
138,144,102,51,62,110,92,96,90,45,90,23,101,101,27,28,6,3,72.72222222,3750.213333
142.9,148.5,101.4,49.8,60,107.7,91.6,98.5,88.3,45.8,88.3,24.13333333,100.4,102.4,29.6,30,6.3,3,73.25740741,3765.649185
147.8,153,100.8,48.6,58,105.4,91.2,101,86.6,46.6,86.6,25.26666667,99.8,103.8,32.2,32,6.6,3,73.79259259,3781.085037
152.7,157.5,100.2,47.4,56,103.1,90.8,103.5,84.9,47.4,84.9,26.4,99.2,105.2,34.8,34,6.9,3,74.32777778,3796.520889
157.6,162,99.6,46.2,54,100.8,90.4,106,83.2,48.2,83.2,27.53333333,98.6,106.6,37.4,36,7.2,3,74.86296296,3811.956741
162.5,166.5,99,45,52,98.5,90,108.5,81.5,49,81.5,28.66666667,98,108,40,38,7.5,3,75.39814815,3827.392593
167.4,171,98.4,43.8,50,96.2,89.6,111,79.8,49.8,79.8,29.8,97.4,109.4,42.6,40,7.8,3,75.93333333,3842.828444
172.3,175.5,97.8,42.6,48,93.9,89.2,113.5,78.1,50.6,78.1,30.93333333,96.8,110.8,45.2,42,8.1,3,76.46851852,3858.264296
177.2,180,97.2,41.4,46,91.6,88.8,116,76.4,51.4,76.4,32.06666667,96.2,112.2,47.8,44,8.4,3,77.0037037,3873.700148
182.1,184.5,96.6,40.2,44,89.3,88.4,118.5,74.7,52.2,74.7,33.2,95.6,113.6,50.4,46,8.7,3,77.53888889,3889.136
187,189,96,39,42,87,88,121,73,53,73,34.33333333,95,115,53,48,9,3,78.07407407,3904.571852
185.7,177.5,93.8,42.1,42,90.7,89.1,118.9,71.03333333,53.53333333,69.2,35.5,95,114.2,52.4,46.7,8.7,3.3,77.18703704,3833.068148
184.4,166,91.6,45.2,42,94.4,90.2,116.8,69.06666667,54.06666667,65.4,36.66666667,95,113.4,51.8,45.4,8.4,3.6,76.3,3761.564444
183.1,154.5,89.4,48.3,42,98.1,91.3,114.7,67.1,54.6,61.6,37.83333333,95,112.6,51.2,44.1,8.1,3.9,75.41296296,3690.060741
