S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
141.6,363.0,82.8,124.8,80.4,91.2,142.2,135.2,54.0,93.0,115.2,72.0,72.0,184.2,9.0,136.8,168.0,120.56923076923077,6329.602366863907,73.92,121.25,178.2,124.5
128.4,340.5,80.7,118.2,78.6,85.8,141.3,135.3,54.0,93.0,111.3,72.0,72.0,178.8,9.0,131.7,168.0,116.23846153846154,5737.622485207103,72.47999999999999,117.0,170.175,121.875
115.2,318.0,78.6,111.6,76.8,80.4,140.4,135.4,54.0,93.0,107.4,72.0,72.0,173.4,9.0,126.6,168.0,111.9076923076923,5145.642603550297,71.03999999999999,112.75,162.15,119.25
102.0,295.5,76.5,105.0,75.0,75.0,139.5,135.5,54.0,93.0,103.5,72.0,72.0,168.0,9.0,121.5,168.0,107.57692307692307,4553.662721893492,69.6,108.5,154.125,116.625
88.80000000000001,273.0,74.4,98.4,73.2,69.6,138.6,135.6,54.0,93.0,99.6,72.0,72.0,162.6,9.0,116.4,168.0,103.24615384615385,3961.6828402366873,68.16,104.25,146.1,114.0
75.60000000000001,250.5,72.3,91.80000000000001,71.4,64.19999999999999,137.7,135.7,54.0,93.0,95.7,72.0,72.0,157.2,9.0,111.30000000000001,168.0,98.91538461538461,3369.7029585798828,66.72,100.0,138.075,111.375
62.400000000000006,228.0,70.2,85.2,69.6,58.8,136.8,135.8,54.0,93.0,91.8,72.0,72.0,151.8,9.0,106.2,168.0,94.58461538461538,2777.7230769230773,65.28,95.75,130.05,108.75
49.2,205.5,68.1,78.6,67.8,53.4,135.9,135.9,54.0,93.0,87.9,72.0,72.0,146.4,9.0,101.1,168.0,90.25384615384615,2185.743195266272,63.839999999999996,91.5,122.02499999999999,106.125
36.0,183.0,66.0,72.0,66.0,48.0,135.0,136.0,54.0,93.0,84.0,72.0,72.0,141.0,9.0,96.0,168.0,85.92307692307692,1593.7633136094673,62.4,87.25,114.0,103.5
37.5,170.4,77.4,72.3,67.8,44.1,135.0,133.2,55.5,89.2,83.7,78.7,76.8,133.5,9.0,99.9,162.6,86.27692307692307,1626.1195266272189,64.58,85.9,113.775,101.25
39.0,157.8,88.8,72.6,69.6,40.2,135.0,130.4,57.0,85.4,83.4,85.4,81.6,126.0,9.0,103.8,157.2,86.63076923076923,1658.4757396449702,66.76,84.55,113.55,99.0
40.5,145.2,100.2,72.9,71.4,36.3,135.0,127.6,58.5,81.6,83.1,92.1,86.4,118.5,9.0,107.7,151.8,86.98461538461538,1690.8319526627217,68.94,83.2,113.325,96.75
42.0,132.6,111.6,73.2,73.2,32.4,135.0,124.8,60.0,77.8,82.8,98.8,91.2,111.0,9.0,111.6,146.4,87.33846153846154,1723.1881656804733,71.12,81.85,113.1,94.5
43.5,120.0,123.0,73.5,75.0,28.5,135.0,122.0,61.5,74.0,82.5,105.5,96.0,103.5,9.0,115.5,141.0,87.6923076923077,1755.5443786982246,73.3,80.5,112.875,92.25
45.0,107.4,134.4,73.8,76.8,24.6,135.0,119.2,63.0,70.2,82.2,112.2,100.8,96.0,9.0,119.4,135.6,88.04615384615384,1787.9005917159761,75.48,79.15,112.65,90.0
46.5,94.8,145.8,74.1,78.6,20.7,135.0,116.4,64.5,66.4,81.9,118.9,105.6,88.5,9.0,123.3,130.2,88.4,1820.2568047337277,77.66,77.8,112.425,87.75
48.0,82.2,157.2,74.4,80.4,16.8,135.0,113.6,66.0,62.6,81.6,125.6,110.4,81.0,9.0,127.2,124.8,88.75384615384615,1852.6130177514792,79.84,76.45,112.2,85.5
49.5,69.60000000000001,168.60000000000002,74.7,82.2,12.899999999999999,135.0,110.8,67.5,58.800000000000004,81.3,132.3,115.19999999999999,73.5,9.0,131.1,119.4,89.10769230769232,1884.9692307692305,82.02000000000001,75.1,111.975,83.25
51.0,57.0,180.0,75.0,84.0,9.0,135.0,108.0,69.0,55.0,81.0,139.0,120.0,66.0,9.0,135.0,114.0,89.46153846153847,1917.325443786982,84.2,73.75,111.75,81.0
57.3,54.0,176.4,72.6,80.1,16.5,135.1,108.0,67.2,59.4,80.7,140.1,123.0,64.5,9.0,127.8,106.5,90.03076923076924,1895.4674556213017,85.38,76.35,109.525,76.95
63.6,51.0,172.8,70.2,76.2,24.0,135.2,108.0,65.4,63.8,80.4,141.2,126.0,63.0,9.0,120.6,99.0,90.60000000000001,1873.6094674556211,86.56,78.95,107.3,72.9
69.9,48.0,169.2,67.8,72.3,31.5,135.3,108.0,63.6,68.2,80.1,142.3,129.0,61.5,9.0,113.4,91.5,91.16923076923078,1851.7514792899406,87.74000000000001,81.55,105.075,68.85
76.2,45.0,165.6,65.4,68.4,39.0,135.4,108.0,61.8,72.6,79.8,143.4,132.0,60.0,9.0,106.2,84.0,91.73846153846155,1829.8934911242602,88.92,84.15,102.85,64.8
82.5,42.0,162.0,63.0,64.5,46.5,135.5,108.0,60.0,77.0,79.5,144.5,135.0,58.5,9.0,99.0,76.5,92.30769230769232,1808.0355029585799,90.1,86.75,100.625,60.75
88.8,39.0,158.4,60.6,60.6,54.0,135.6,108.0,58.2,81.4,79.2,145.6,138.0,57.0,9.0,91.8,69.0,92.87692307692308,1786.1775147928993,91.28,89.35,98.4,56.7
95.1,36.0,154.8,58.2,56.7,61.5,135.7,108.0,56.4,85.80000000000001,78.9,146.7,141.0,55.5,9.0,84.6,61.5,93.44615384615385,1764.3195266272187,92.46000000000001,91.95,96.175,52.650000000000006
101.4,33.0,151.2,55.8,52.8,69.0,135.8,108.0,54.6,90.2,78.6,147.8,144.0,54.0,9.0,77.4,54.0,94.01538461538462,1742.4615384615383,93.64,94.55,93.95,48.6
107.69999999999999,30.0,147.6,53.400000000000006,48.9,76.5,135.9,108.0,52.8,94.6,78.3,148.9,147.0,52.5,9.0,70.2,46.5,94.58461538461539,1720.603550295858,94.82,97.15,91.725,44.550000000000004
114.0,27.0,144.0,51.0,45.0,84.0,136.0,108.0,51.0,99.0,78.0,150.0,150.0,51.0,9.0,63.0,39.0,95.15384615384616,1698.7455621301774,96.0,99.75,89.5,40.5
116.1,25.2,155.4,70.5,60.3,91.2,126.0,108.7,51.0,99.0,78.9,161.4,150.0,53.1,9.0,56.7,40.2,99.51538461538462,2184.8272189349113,102.78,100.675,94.275,39.75
118.2,23.4,166.8,90.0,75.6,98.4,116.0,109.4,51.0,99.0,79.8,172.8,150.0,55.2,9.0,50.4,41.4,103.87692307692308,2670.908875739645,109.56,101.6,99.05,39.0
120.3,21.6,178.2,109.5,90.9,105.6,106.0,110.1,51.0,99.0,80.7,184.2,150.0,57.3,9.0,44.1,42.6,108.23846153846154,3156.9905325443788,116.34,102.525,103.825,38.25
122.4,19.8,189.6,129.0,106.2,112.8,96.0,110.8,51.0,99.0,81.6,195.6,150.0,59.4,9.0,37.8,43.8,112.60000000000001,3643.0721893491127,123.12,103.45,108.6,37.5
124.5,18.0,201.0,148.5,121.5,120.0,86.0,111.5,51.0,99.0,82.5,207.0,150.0,61.5,9.0,31.5,45.0,116.96153846153847,4129.153846153846,129.9,104.375,113.375,36.75
126.6,16.2,212.4,168.0,136.8,127.2,76.0,112.2,51.0,99.0,83.4,218.4,150.0,63.6,9.0,25.200000000000003,46.2,121.32307692307693,4615.23550295858,136.68,105.3,118.15,36.0
128.7,14.4,223.8,187.5,152.10000000000002,134.4,66.0,112.9,51.0,99.0,84.3,229.8,150.0,65.7,9.0,18.9,47.4,125.68461538461538,5101.317159763314,143.46,106.225,122.92500000000001,35.25
130.8,12.6,235.2,207.0,167.4,141.6,56.0,113.6,51.0,99.0,85.2,241.2,150.0,67.8,9.0,12.600000000000001,48.6,130.04615384615386,5587.398816568048,150.24,107.15,127.7,34.5
132.9,10.8,246.60000000000002,226.5,182.70000000000002,148.8,46.0,114.3,51.0,99.0,86.1,252.60000000000002,150.0,69.9,9.0,6.300000000000004,49.8,134.40769230769232,6073.4804733727815,157.02,108.075,132.475,33.75
135.0,9.0,258.0,246.0,198.0,156.0,36.0,115.0,51.0,99.0,87.0,264.0,150.0,72.0,9.0,0.0,51.0,138.76923076923077,6559.5621301775145,163.8,109.0,137.25,33.0
125.7,11.4,255.0,244.8,209.7,148.8,52.5,106.5,57.3,95.4,87.9,272.1,143.4,72.0,9.9,6.3,56.1,139.26923076923077,6986.162130177515,166.26000000000002,103.875,140.925,36.075
116.4,13.8,252.0,243.6,221.4,141.6,69.0,98.0,63.6,91.8,88.8,280.2,136.8,72.0,10.8,12.6,61.2,139.76923076923077,7412.762130177514,168.72,98.75,144.6,39.15
107.1,16.2,249.0,242.4,233.1,134.4,85.5,89.5,69.9,88.2,89.7,288.3,130.2,72.0,11.7,18.9,66.3,140.26923076923077,7839.362130177515,171.18,93.625,148.275,42.225
97.8,18.6,246.0,241.2,244.8,127.2,102.0,81.0,76.2,84.6,90.6,296.4,123.6,72.0,12.6,25.2,71.4,140.76923076923077,8265.962130177515,173.64000000000001,88.5,151.95,45.3
88.5,21.0,243.0,240.0,256.5,120.0,118.5,72.5,82.5,81.0,91.5,304.5,117.0,72.0,13.5,31.5,76.5,141.26923076923077,8692.562130177515,176.10000000000002,83.375,155.625,48.375
79.19999999999999,23.4,240.0,238.8,268.2,112.8,135.0,64.0,88.8,77.4,92.4,312.6,110.4,72.0,14.4,37.8,81.6,141.76923076923077,9119.162130177516,178.56,78.25,159.3,51.45
69.89999999999999,25.8,237.0,237.6,279.9,105.6,151.5,55.5,95.1,73.8,93.3,320.7,103.80000000000001,72.0,15.3,44.1,86.69999999999999,142.26923076923077,9545.762130177514,181.02,73.125,162.975,54.525000000000006
60.599999999999994,28.2,234.0,236.4,291.6,98.4,168.0,47.0,101.4,70.2,94.2,328.8,97.2,72.0,16.2,50.4,91.8,142.76923076923077,9972.362130177515,183.48000000000002,68.0,166.65,57.6
51.3,30.599999999999998,231.0,235.2,303.3,91.2,184.5,38.5,107.69999999999999,66.6,95.1,336.9,90.6,72.0,17.1,56.699999999999996,96.9,143.26923076923077,10398.962130177515,185.94,62.875,170.325,60.675
42.0,33.0,228.0,234.0,315.0,84.0,201.0,30.0,114.0,63.0,96.0,345.0,84.0,72.0,18.0,63.0,102.0,143.76923076923077,10825.562130177515,188.4,57.75,174.0,63.75
45.9,36.3,211.5,217.2,299.7,78.3,192.6,30.0,112.2,99.9,95.1,329.4,80.1,74.7,18.9,64.2,96.6,140.63076923076923,10802.73727810651,179.94,67.725,164.4,63.6
49.8,39.6,195.0,200.4,284.4,72.6,184.2,30.0,110.4,136.8,94.2,313.8,76.2,77.4,19.8,65.4,91.2,137.4923076923077,10779.912426035504,171.48000000000002,77.7,154.8,63.45
53.7,42.9,178.5,183.6,269.1,66.9,175.8,30.0,108.6,173.7,93.3,298.2,72.3,80.1,20.7,66.6,85.8,134.35384615384615,10757.087573964498,163.02,87.675,145.2,63.3
57.6,46.2,162.0,166.8,253.8,61.2,167.4,30.0,106.8,210.6,92.4,282.6,68.4,82.8,21.6,67.8,80.4,131.2153846153846,10734.262721893492,154.56,97.65,135.6,63.15
61.5,49.5,145.5,150.0,238.5,55.5,159.0,30.0,105.0,247.5,91.5,267.0,64.5,85.5,22.5,69.0,75.0,128.0769230769231,10711.437869822486,146.1,107.625,126.0,63.0
65.4,52.8,129.0,133.2,223.2,49.8,150.6,30.0,103.2,284.4,90.6,251.4,60.6,88.2,23.4,70.2,69.6,124.93846153846154,10688.61301775148,137.64,117.6,116.4,62.85
69.3,56.099999999999994,112.5,116.39999999999999,207.89999999999998,44.1,142.2,30.0,101.4,321.3,89.7,235.8,56.7,90.9,24.3,71.4,64.19999999999999,121.8,10665.788165680475,129.18,127.575,106.8,62.7
73.2,59.4,96.0,99.6,192.6,38.4,133.8,30.0,99.6,358.2,88.8,220.2,52.8,93.6,25.2,72.6,58.8,118.66153846153847,10642.963313609469,120.72,137.55,97.2,62.55
77.1,62.7,79.5,82.79999999999998,177.29999999999998,32.699999999999996,125.39999999999999,30.0,97.8,395.09999999999997,87.9,204.6,48.9,96.3,26.1,73.8,53.4,115.52307692307693,10620.138461538463,112.25999999999999,147.52499999999998,87.60000000000001,62.4
81.0,66.0,63.0,66.0,162.0,27.0,117.0,30.0,96.0,432.0,87.0,189.0,45.0,99.0,27.0,75.0,48.0,112.38461538461539,10597.313609467457,103.8,157.5,78.0,62.25
76.8,76.5,62.1,65.4,154.5,26.1,117.9,33.9,96.0,432.0,86.1,189.0,45.0,98.7,27.0,73.8,48.0,112.40769230769232,10619.19053254438,102.12,157.2,80.475,61.875
72.6,87.0,61.2,64.8,147.0,25.2,118.8,37.8,96.0,432.0,85.2,189.0,45.0,98.4,27.0,72.6,48.0,112.43076923076923,10641.067455621303,100.44,156.9,82.95,61.5
68.4,97.5,60.3,64.2,139.5,24.3,119.7,41.7,96.0,432.0,84.3,189.0,45.0,98.1,27.0,71.4,48.0,112.45384615384616,10662.944378698227,98.75999999999999,156.6,85.425,61.125
64.2,108.0,59.4,63.6,132.0,23.4,120.6,45.6,96.0,432.0,83.4,189.0,45.0,97.8,27.0,70.2,48.0,112.47692307692307,10684.82130177515,97.08,156.3,87.9,60.75
60.0,118.5,58.5,63.0,124.5,22.5,121.5,49.5,96.0,432.0,82.5,189.0,45.0,97.5,27.0,69.0,48.0,112.5,10706.698224852073,95.4,156.0,90.375,60.375
55.8,129.0,57.6,62.4,117.0,21.6,122.4,53.4,96.0,432.0,81.6,189.0,45.0,97.2,27.0,67.8,48.0,112.52307692307693,10728.575147928996,93.72,155.7,92.85,60.0
51.599999999999994,139.5,56.7,61.8,109.5,20.7,123.3,57.3,96.0,432.0,80.7,189.0,45.0,96.9,27.0,66.6,48.0,112.54615384615384,10750.452071005919,92.03999999999999,155.4,95.325,59.625
47.4,150.0,55.8,61.2,102.0,19.8,124.2,61.2,96.0,432.0,79.8,189.0,45.0,96.6,27.0,65.4,48.0,112.56923076923077,10772.328994082842,90.36,155.1,97.8,59.25
43.199999999999996,160.5,54.9,60.6,94.5,18.9,125.1,65.1,96.0,432.0,78.9,189.0,45.0,96.3,27.0,64.2,48.0,112.59230769230768,10794.205917159765,88.68,154.8,100.275,58.875
39.0,171.0,54.0,60.0,87.0,18.0,126.0,69.0,96.0,432.0,78.0,189.0,45.0,96.0,27.0,63.0,48.0,112.61538461538461,10816.082840236688,87.0,154.5,102.75,58.5
42.3,171.9,57.3,59.1,79.2,18.0,126.0,72.9,93.9,411.3,81.4,183.1,45.0,91.2,28.2,70.5,45.3,110.87692307692308,10084.646153846155,83.84,151.975,103.575,58.8
45.6,172.8,60.6,58.2,71.4,18.0,126.0,76.8,91.8,390.6,84.8,177.2,45.0,86.4,29.4,78.0,42.6,109.13846153846154,9353.209467455623,80.68,149.45,104.4,59.1
48.9,173.7,63.9,57.3,63.6,18.0,126.0,80.7,89.7,369.9,88.2,171.3,45.0,81.6,30.6,85.5,39.9,107.39999999999999,8621.77278106509,77.52,146.925,105.225,59.4
52.2,174.6,67.2,56.4,55.8,18.0,126.0,84.6,87.6,349.2,91.6,165.4,45.0,76.8,31.8,93.0,37.2,105.66153846153846,7890.336094674557,74.36,144.4,106.05,59.7
55.5,175.5,70.5,55.5,48.0,18.0,126.0,88.5,85.5,328.5,95.0,159.5,45.0,72.0,33.0,100.5,34.5,103.92307692307692,7158.8994082840245,71.2,141.875,106.875,60.0
58.8,176.4,73.8,54.6,40.2,18.0,126.0,92.4,83.4,307.8,98.4,153.6,45.0,67.2,34.2,108.0,31.799999999999997,102.18461538461538,6427.462721893491,68.03999999999999,139.35,107.7,60.3
62.099999999999994,177.3,77.1,53.7,32.4,18.0,126.0,96.3,81.3,287.1,101.8,147.7,45.0,62.4,35.4,115.5,29.099999999999998,100.44615384615385,5696.026035502959,64.88,136.825,108.525,60.6
65.4,178.2,80.4,52.8,24.6,18.0,126.0,100.2,79.2,266.4,105.2,141.8,45.0,57.6,36.6,123.0,26.4,98.7076923076923,4964.589349112426,61.72,134.3,109.35,60.9
68.7,179.1,83.7,51.9,16.799999999999997,18.0,126.0,104.1,77.1,245.70000000000002,108.6,135.9,45.0,52.800000000000004,37.8,130.5,23.7,96.96923076923076,4233.152662721894,58.56,131.775,110.175,61.2
72.0,180.0,87.0,51.0,9.0,18.0,126.0,108.0,75.0,225.0,112.0,130.0,45.0,48.0,39.0,138.0,21.0,95.23076923076923,3501.715976331361,55.4,129.25,111.0,61.5
69.6,165.3,84.0,51.3,13.8,20.4,123.3,108.0,74.7,204.3,115.5,125.1,42.3,45.3,38.1,134.7,21.0,92.12307692307692,3278.726627218935,55.26,124.35,105.975,59.775
67.2,150.6,81.0,51.6,18.6,22.8,120.6,108.0,74.4,183.6,119.0,120.2,39.6,42.6,37.2,131.4,21.0,89.01538461538462,3055.737278106509,55.12,119.45,100.95,58.05
64.8,135.9,78.0,51.9,23.4,25.2,117.9,108.0,74.1,162.9,122.5,115.3,36.9,39.9,36.3,128.1,21.0,85.90769230769232,2832.747928994083,54.98,114.55,95.925,56.325
62.4,121.2,75.0,52.2,28.2,27.6,115.2,108.0,73.8,142.2,126.0,110.4,34.2,37.2,35.4,124.8,21.0,82.8,2609.758579881657,54.839999999999996,109.65,90.9,54.6
60.0,106.5,72.0,52.5,33.0,30.0,112.5,108.0,73.5,121.5,129.5,105.5,31.5,34.5,34.5,121.5,21.0,79.6923076923077,2386.769230769231,54.7,104.75,85.875,52.875
57.6,91.80000000000001,69.0,52.8,37.8,32.4,109.8,108.0,73.2,100.80000000000001,133.0,100.6,28.799999999999997,31.799999999999997,33.6,118.2,21.0,76.58461538461539,2163.7798816568047,54.56,99.85,80.85,51.15
55.2,77.10000000000001,66.0,53.1,42.6,34.8,107.1,108.0,72.9,80.1,136.5,95.69999999999999,26.099999999999998,29.099999999999998,32.7,114.9,21.0,73.47692307692309,1940.7905325443787,54.42,94.94999999999999,75.82499999999999,49.425
52.8,62.400000000000006,63.0,53.4,47.4,37.2,104.4,108.0,72.6,59.400000000000006,140.0,90.8,23.4,26.4,31.8,111.6,21.0,70.36923076923077,1717.8011834319527,54.28,90.05,70.8,47.7
50.400000000000006,47.70000000000002,60.0,53.7,52.199999999999996,39.599999999999994,101.7,108.0,72.3,38.70000000000002,143.5,85.9,20.7,23.7,30.9,108.3,21.0,67.26153846153846,1494.8118343195267,54.14,85.15,65.775,45.975
48.0,33.0,57.0,54.0,57.0,42.0,99.0,108.0,72.0,18.0,147.0,81.0,18.0,21.0,30.0,105.0,21.0,64.15384615384616,1271.8224852071005,54.0,80.25,60.75,44.25
45.0,33.9,54.0,59.1,54.0,46.5,90.9,108.6,72.0,18.0,150.1,80.1,18.0,33.3,29.7,98.4,21.6,63.861538461538466,1370.950295857988,54.12,80.425,59.475,45.75
42.0,34.8,51.0,64.2,51.0,51.0,82.8,109.2,72.0,18.0,153.2,79.2,18.0,45.6,29.4,91.8,22.2,63.56923076923078,1470.0781065088759,54.24,80.6,58.2,47.25
39.0,35.7,48.0,69.3,48.0,55.5,74.7,109.8,72.0,18.0,156.3,78.3,18.0,57.900000000000006,29.1,85.2,22.8,63.27692307692308,1569.2059171597634,54.36,80.775,56.925,48.75
36.0,36.6,45.0,74.4,45.0,60.0,66.6,110.4,72.0,18.0,159.4,77.4,18.0,70.2,28.8,78.6,23.4,62.98461538461539,1668.333727810651,54.480000000000004,80.95,55.65,50.25
33.0,37.5,42.0,79.5,42.0,64.5,58.5,111.0,72.0,18.0,162.5,76.5,18.0,82.5,28.5,72.0,24.0,62.69230769230769,1767.4615384615386,54.6,81.125,54.375,51.75
30.0,38.4,39.0,84.6,39.0,69.0,50.400000000000006,111.6,72.0,18.0,165.6,75.6,18.0,94.80000000000001,28.2,65.4,24.6,62.400000000000006,1866.5893491124264,54.72,81.3,53.1,53.25
27.0,39.3,36.0,89.69999999999999,36.0,73.5,42.300000000000004,112.2,72.0,18.0,168.7,74.7,18.0,107.10000000000001,27.9,58.800000000000004,25.2,62.10769230769231,1965.717159763314,54.84,81.475,51.825,54.75
24.0,40.2,33.0,94.8,33.0,78.0,34.2,112.8,72.0,18.0,171.8,73.8,18.0,119.4,27.6,52.2,25.8,61.815384615384616,2064.8449704142017,54.96,81.65,50.55,56.25
21.0,41.1,30.0,99.9,30.0,82.5,26.10000000000001,113.4,72.0,18.0,174.9,72.9,18.0,131.7,27.3,45.6,26.4,61.52307692307693,2163.9727810650893,55.080000000000005,81.825,49.275,57.75
18.0,42.0,27.0,105.0,27.0,87.0,18.0,114.0,72.0,18.0,178.0,72.0,18.0,144.0,27.0,39.0,27.0,61.23076923076923,2263.100591715977,55.2,82.0,48.0,59.25
23.4,39.6,26.1,102.0,30.0,88.5,18.0,115.8,68.8,19.6,181.2,66.6,19.3,139.8,28.2,39.0,29.1,61.45384615384616,2334.046153846154,54.64,85.0,46.425,59.025
28.8,37.2,25.2,99.0,33.0,90.0,18.0,117.6,65.6,21.2,184.4,61.2,20.6,135.6,29.4,39.0,31.2,61.67692307692308,2404.9917159763318,54.080000000000005,88.0,44.85,58.8
34.2,34.8,24.3,96.0,36.0,91.5,18.0,119.4,62.4,22.8,187.6,55.8,21.9,131.4,30.6,39.0,33.3,61.9,2475.9372781065094,53.52,91.0,43.275,58.575
39.6,32.4,23.4,93.0,39.0,93.0,18.0,121.2,59.2,24.4,190.8,50.4,23.2,127.2,31.8,39.0,35.4,62.12307692307692,2546.8828402366867,52.96,94.0,41.7,58.35
45.0,30.0,22.5,90.0,42.0,94.5,18.0,123.0,56.0,26.0,194.0,45.0,24.5,123.0,33.0,39.0,37.5,62.34615384615385,2617.828402366864,52.400000000000006,97.0,40.125,58.125
50.400000000000006,27.6,21.6,87.0,45.0,96.0,18.0,124.8,52.8,27.6,197.2,39.599999999999994,25.8,118.8,34.2,39.0,39.6,62.56923076923077,2688.7739644970416,51.84,100.0,38.55,57.9
55.800000000000004,25.2,20.7,84.0,48.0,97.5,18.0,126.6,49.599999999999994,29.200000000000003,200.4,34.199999999999996,27.1,114.6,35.4,39.0,41.7,62.792307692307695,2759.7195266272192,51.28,103.0,36.975,57.675
61.2,22.8,19.8,81.0,51.0,99.0,18.0,128.4,46.4,30.8,203.6,28.799999999999997,28.4,110.4,36.6,39.0,43.8,63.01538461538461,2830.6650887573965,50.72,106.0,35.4,57.45
66.6,20.400000000000002,18.9,78.0,54.0,100.5,18.0,130.2,43.2,32.4,206.8,23.4,29.700000000000003,106.19999999999999,37.8,39.0,45.900000000000006,63.238461538461536,2901.6106508875737,50.160000000000004,109.0,33.825,57.225
72.0,18.0,18.0,75.0,57.0,102.0,18.0,132.0,40.0,34.0,210.0,18.0,31.0,102.0,39.0,39.0,48.0,63.46153846153846,2972.5562130177514,49.6,112.0,32.25,57.0
67.5,18.0,22.2,80.1,56.1,102.6,19.8,132.0,38.7,35.7,202.6,18.9,38.4,92.7,36.0,42.9,48.3,64.04615384615384,2862.6142011834318,50.94,109.45,35.025,54.975
63.0,18.0,26.4,85.2,55.2,103.2,21.6,132.0,37.4,37.4,195.2,19.8,45.8,83.4,33.0,46.8,48.6,64.63076923076923,2752.672189349112,52.28,106.9,37.8,52.95
58.5,18.0,30.6,90.3,54.3,103.8,23.4,132.0,36.1,39.1,187.8,20.7,53.2,74.1,30.0,50.7,48.9,65.21538461538461,2642.7301775147926,53.620000000000005,104.35,40.575,50.925
54.0,18.0,34.8,95.4,53.4,104.4,25.2,132.0,34.8,40.8,180.4,21.6,60.6,64.8,27.0,54.6,49.2,65.8,2532.7881656804734,54.96,101.8,43.35,48.9
49.5,18.0,39.0,100.5,52.5,105.0,27.0,132.0,33.5,42.5,173.0,22.5,68.0,55.5,24.0,58.5,49.5,66.38461538461539,2422.846153846154,56.3,99.25,46.125,46.875
45.0,18.0,43.2,105.6,51.6,105.6,28.8,132.0,32.2,44.2,165.6,23.4,75.4,46.199999999999996,21.0,62.4,49.8,66.96923076923076,2312.904142011834,57.64,96.7,48.9,44.85
40.5,18.0,47.400000000000006,110.69999999999999,50.7,106.2,30.6,132.0,30.9,45.9,158.2,24.3,82.80000000000001,36.89999999999999,18.0,66.3,50.1,67.55384615384615,2202.9621301775146,58.980000000000004,94.15,51.675,42.825
36.0,18.0,51.6,115.8,49.8,106.8,32.4,132.0,29.6,47.6,150.8,25.2,90.2,27.599999999999994,15.0,70.2,50.4,68.13846153846154,2093.0201183431955,60.32,91.6,54.45,40.8
31.5,18.0,55.800000000000004,120.9,48.9,107.4,34.2,132.0,28.299999999999997,49.3,143.39999999999998,26.1,97.60000000000001,18.299999999999997,12.0,74.1,50.7,68.72307692307692,1983.0781065088759,61.66,89.05,57.224999999999994,38.775000000000006
27.0,18.0,60.0,126.0,48.0,108.0,36.0,132.0,27.0,51.0,136.0,27.0,105.0,9.0,9.0,78.0,51.0,69.3076923076923,1873.1360946745563,63.0,86.5,60.0,36.75
29.1,17.1,62.7,128.1,51.0,102.3,36.0,125.8,27.0,51.0,128.7,27.0,105.0,10.8,12.3,82.5,50.1,68.52307692307693,1811.8934911242604,62.46,83.65,60.975,38.925
31.2,16.2,65.4,130.2,54.0,96.6,36.0,119.6,27.0,51.0,121.4,27.0,105.0,12.6,15.6,87.0,49.2,67.73846153846154,1750.6508875739646,61.92,80.8,61.95,41.1
33.3,15.3,68.1,132.3,57.0,90.9,36.0,113.4,27.0,51.0,114.1,27.0,105.0,14.4,18.9,91.5,48.3,66.95384615384616,1689.4082840236688,61.38,77.95,62.925,43.275
35.4,14.4,70.8,134.4,60.0,85.2,36.0,107.2,27.0,51.0,106.8,27.0,105.0,16.2,22.2,96.0,47.4,66.16923076923077,1628.1656804733727,60.84,75.1,63.9,45.45
37.5,13.5,73.5,136.5,63.0,79.5,36.0,101.0,27.0,51.0,99.5,27.0,105.0,18.0,25.5,100.5,46.5,65.38461538461539,1566.923076923077,60.3,72.25,64.875,47.625
39.6,12.6,76.2,138.6,66.0,73.8,36.0,94.8,27.0,51.0,92.2,27.0,105.0,19.8,28.799999999999997,105.0,45.6,64.6,1505.680473372781,59.76,69.4,65.85,49.8
41.7,11.7,78.9,140.7,69.0,68.1,36.0,88.6,27.0,51.0,84.9,27.0,105.0,21.6,32.099999999999994,109.5,44.7,63.815384615384616,1444.4378698224853,59.22,66.55,66.825,51.974999999999994
43.8,10.8,81.6,142.8,72.0,62.4,36.0,82.4,27.0,51.0,77.6,27.0,105.0,23.4,35.4,114.0,43.8,63.03076923076923,1383.1952662721892,58.68,63.7,67.8,54.15
45.900000000000006,9.9,84.3,144.9,75.0,56.699999999999996,36.0,76.19999999999999,27.0,51.0,70.3,27.0,105.0,25.2,38.7,118.5,42.9,62.246153846153845,1321.9526627218934,58.14,60.849999999999994,68.775,56.325
48.0,9.0,87.0,147.0,78.0,51.0,36.0,70.0,27.0,51.0,63.0,27.0,105.0,27.0,42.0,123.0,42.0,61.46153846153846,1260.7100591715975,57.6,58.0,69.75,58.5
49.2,9.0,81.0,134.4,84.0,47.7,36.0,63.9,26.1,49.9,61.3,27.4,102.9,26.1,59.1,118.5,37.8,59.44615384615385,1253.6449704142012,57.620000000000005,56.075,65.1,60.375
50.4,9.0,75.0,121.8,90.0,44.4,36.0,57.8,25.2,48.8,59.6,27.8,100.8,25.2,76.2,114.0,33.6,57.43076923076923,1246.5798816568047,57.64,54.15,60.45,62.25
51.6,9.0,69.0,109.2,96.0,41.1,36.0,51.7,24.3,47.7,57.9,28.2,98.7,24.3,93.30000000000001,109.5,29.4,55.41538461538461,1239.5147928994083,57.66,52.225,55.8,64.125
52.8,9.0,63.0,96.6,102.0,37.8,36.0,45.6,23.4,46.6,56.2,28.6,96.6,23.4,110.4,105.0,25.2,53.4,1232.4497041420118,57.68,50.3,51.15,66.0
