S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
106.2,172.2,57,64.8,75,53.1,186.6,185.3,55.7,68.1,31.5,59.3,59.1,87,19.8,27.9,0,6,73.03333333,5044.310222,65.1,109.22,115.65,13.425
108.15,186.15,53.25,59.85,78.75,50.7,186.45,170.1,54.15,64.95,29.25,61.1,58.2,87.75,20.85,29.55,0,4.5,72.42777778,5106.153778,63.55714286,105.54,122.175,13.725
110.1,200.1,49.5,54.9,82.5,48.3,186.3,154.9,52.6,61.8,27,62.9,57.3,88.5,21.9,31.2,0,3,71.82222222,5167.997333,62.01428571,101.86,128.7,14.025
112.05,214.05,45.75,49.95,86.25,45.9,186.15,139.7,51.05,58.65,24.75,64.7,56.4,89.25,22.95,32.85,0,1.5,71.21666667,5229.840889,60.47142857,98.18,135.225,14.325
114,228,42,45,90,43.5,186,124.5,49.5,55.5,22.5,66.5,55.5,90,24,34.5,0,0,70.61111111,5291.684444,58.92857143,94.5,141.75,14.625
114.3,229.05,41.55,45.45,84.75,43.8,183.9,124.95,49.5,56.4,22.95,65.3,54,97.2,23.55,34.95,0,0,70.64444444,5425.407111,58.45714286,95.7,141.525,14.625
114.6,230.1,41.1,45.9,79.5,44.1,181.8,125.4,49.5,57.3,23.4,64.1,52.5,104.4,23.1,35.4,0,0,70.67777778,5559.129778,57.98571429,96.9,141.3,14.625
114.9,231.15,40.65,46.35,74.25,44.4,179.7,125.85,49.5,58.2,23.85,62.9,51,111.6,22.65,35.85,0,0,70.71111111,5692.852444,57.51428571,98.1,141.075,14.625
115.2,232.2,40.2,46.8,69,44.7,177.6,126.3,49.5,59.1,24.3,61.7,49.5,118.8,22.2,36.3,0,0,70.74444444,5826.575111,57.04285714,99.3,140.85,14.625
115.5,233.25,39.75,47.25,63.75,45,175.5,126.75,49.5,60,24.75,60.5,48,126,21.75,36.75,0,0,70.77777778,5960.297778,56.57142857,100.5,140.625,14.625
115.8,234.3,39.3,47.7,58.5,45.3,173.4,127.2,49.5,60.9,25.2,59.3,46.5,133.2,21.3,37.2,0,0,70.81111111,6094.020444,56.1,101.7,140.4,14.625
116.1,235.35,38.85,48.15,53.25,45.6,171.3,127.65,49.5,61.8,25.65,58.1,45,140.4,20.85,37.65,0,0,70.84444444,6227.743111,55.62857143,102.9,140.175,14.625
116.4,236.4,38.4,48.6,48,45.9,169.2,128.1,49.5,62.7,26.1,56.9,43.5,147.6,20.4,38.1,0,0,70.87777778,6361.465778,55.15714286,104.1,139.95,14.625
116.7,237.45,37.95,49.05,42.75,46.2,167.1,128.55,49.5,63.6,26.55,55.7,42,154.8,19.95,38.55,0,0,70.91111111,6495.188444,54.68571429,105.3,139.725,14.625
117,238.5,37.5,49.5,37.5,46.5,165,129,49.5,64.5,27,54.5,40.5,162,19.5,39,0,0,70.94444444,6628.911111,54.21428571,106.5,139.5,14.625
116.1,222.15,43.35,48,43.05,50.1,161.55,133.7,48.2,60.15,27.3,52.95,41.85,156.6,18.45,38.85,0,0,70.13055556,6294.036444,55.43571429,105.47,132,14.325
115.2,205.8,49.2,46.5,48.6,53.7,158.1,138.4,46.9,55.8,27.6,51.4,43.2,151.2,17.4,38.7,0,0,69.31666667,5959.161778,56.65714286,104.44,124.5,14.025
114.3,189.45,55.05,45,54.15,57.3,154.65,143.1,45.6,51.45,27.9,49.85,44.55,145.8,16.35,38.55,0,0,68.50277778,5624.287111,57.87857143,103.41,117,13.725
113.4,173.1,60.9,43.5,59.7,60.9,151.2,147.8,44.3,47.1,28.2,48.3,45.9,140.4,15.3,38.4,0,0,67.68888889,5289.412444,59.1,102.38,109.5,13.425
112.5,156.75,66.75,42,65.25,64.5,147.75,152.5,43,42.75,28.5,46.75,47.25,135,14.25,38.25,0,0,66.875,4954.537778,60.32142857,101.35,102,13.125
111.6,140.4,72.6,40.5,70.8,68.1,144.3,157.2,41.7,38.4,28.8,45.2,48.6,129.6,13.2,38.1,0,0,66.06111111,4619.663111,61.54285714,100.32,94.5,12.825
110.7,124.05,78.45,39,76.35,71.7,140.85,161.9,40.4,34.05,29.1,43.65,49.95,124.2,12.15,37.95,0,0,65.24722222,4284.788444,62.76428571,99.29,87,12.525
109.8,107.7,84.3,37.5,81.9,75.3,137.4,166.6,39.1,29.7,29.4,42.1,51.3,118.8,11.1,37.8,0,0,64.43333333,3949.913778,63.98571429,98.26,79.5,12.225
108.9,91.35,90.15,36,87.45,78.9,133.95,171.3,37.8,25.35,29.7,40.55,52.65,113.4,10.05,37.65,0,0,63.61944444,3615.039111,65.20714286,97.23,72,11.925
108,75,96,34.5,93,82.5,130.5,176,36.5,21,30,39,54,108,9,37.5,0,0,62.80555556,3280.164444,66.42857143,96.2,64.5,11.625
106.65,80.7,102.6,33.6,93.6,79.5,132.75,178.5,41.7,24.9,28.95,37.25,58.55,104.1,8.55,37.5,0,0,63.85555556,3403.999556,67.11428571,97.2,69.625,11.5125
105.3,86.4,109.2,32.7,94.2,76.5,135,181,46.9,28.8,27.9,35.5,63.1,100.2,8.1,37.5,0,0,64.90555556,3527.834667,67.8,98.2,74.75,11.4
103.95,92.1,115.8,31.8,94.8,73.5,137.25,183.5,52.1,32.7,26.85,33.75,67.65,96.3,7.65,37.5,0,0,65.95555556,3651.669778,68.48571429,99.2,79.875,11.2875
102.6,97.8,122.4,30.9,95.4,70.5,139.5,186,57.3,36.6,25.8,32,72.2,92.4,7.2,37.5,0,0,67.00555556,3775.504889,69.17142857,100.2,85,11.175
101.25,103.5,129,30,96,67.5,141.75,188.5,62.5,40.5,24.75,30.25,76.75,88.5,6.75,37.5,0,0,68.05555556,3899.34,69.85714286,101.2,90.125,11.0625
99.9,109.2,135.6,29.1,96.6,64.5,144,191,67.7,44.4,23.7,28.5,81.3,84.6,6.3,37.5,0,0,69.10555556,4023.175111,70.54285714,102.2,95.25,10.95
98.55,114.9,142.2,28.2,97.2,61.5,146.25,193.5,72.9,48.3,22.65,26.75,85.85,80.7,5.85,37.5,0,0,70.15555556,4147.010222,71.22857143,103.2,100.375,10.8375
97.2,120.6,148.8,27.3,97.8,58.5,148.5,196,78.1,52.2,21.6,25,90.4,76.8,5.4,37.5,0,0,71.20555556,4270.845333,71.91428571,104.2,105.5,10.725
95.85,126.3,155.4,26.4,98.4,55.5,150.75,198.5,83.3,56.1,20.55,23.25,94.95,72.9,4.95,37.5,0,0,72.25555556,4394.680444,72.6,105.2,110.625,10.6125
94.5,132,162,25.5,99,52.5,153,201,88.5,60,19.5,21.5,99.5,69,4.5,37.5,0,0,73.30555556,4518.515556,73.28571429,106.2,115.75,10.5
93,137.85,154.2,32.4,93.3,53.1,151.5,202.05,88.5,60.9,25.4,20.25,98.4,70.65,9.15,36.9,0,0,73.75277778,4442.335111,73.18571429,107.62,118.125,11.5125
91.5,143.7,146.4,39.3,87.6,53.7,150,203.1,88.5,61.8,31.3,19,97.3,72.3,13.8,36.3,0,0,74.2,4366.154667,73.08571429,109.04,120.5,12.525
90,149.55,138.6,46.2,81.9,54.3,148.5,204.15,88.5,62.7,37.2,17.75,96.2,73.95,18.45,35.7,0,0,74.64722222,4289.974222,72.98571429,110.46,122.875,13.5375
88.5,155.4,130.8,53.1,76.2,54.9,147,205.2,88.5,63.6,43.1,16.5,95.1,75.6,23.1,35.1,0,0,75.09444444,4213.793778,72.88571429,111.88,125.25,14.55
87,161.25,123,60,70.5,55.5,145.5,206.25,88.5,64.5,49,15.25,94,77.25,27.75,34.5,0,0,75.54166667,4137.613333,72.78571429,113.3,127.625,15.5625
85.5,167.1,115.2,66.9,64.8,56.1,144,207.3,88.5,65.4,54.9,14,92.9,78.9,32.4,33.9,0,0,75.98888889,4061.432889,72.68571429,114.72,130,16.575
84,172.95,107.4,73.8,59.1,56.7,142.5,208.35,88.5,66.3,60.8,12.75,91.8,80.55,37.05,33.3,0,0,76.43611111,3985.252444,72.58571429,116.14,132.375,17.5875
82.5,178.8,99.6,80.7,53.4,57.3,141,209.4,88.5,67.2,66.7,11.5,90.7,82.2,41.7,32.7,0,0,76.88333333,3909.072,72.48571429,117.56,134.75,18.6
81,184.65,91.8,87.6,47.7,57.9,139.5,210.45,88.5,68.1,72.6,10.25,89.6,83.85,46.35,32.1,0,0,77.33055556,3832.891556,72.38571429,118.98,137.125,19.6125
79.5,190.5,84,94.5,42,58.5,138,211.5,88.5,69,78.5,9,88.5,85.5,51,31.5,0,0,77.77777778,3756.711111,72.28571429,120.4,139.5,20.625
79.2,194.25,82.35,93.3,46.35,57.6,135.6,203.75,86,67.65,78.3,10.65,88.5,90.9,46.35,35.7,0,0,77.58055556,3759.559556,72.10714286,118.91,141.375,20.5125
78.9,198,80.7,92.1,50.7,56.7,133.2,196,83.5,66.3,78.1,12.3,88.5,96.3,41.7,39.9,0,0,77.38333333,3762.408,71.92857143,117.42,143.25,20.4
78.6,201.75,79.05,90.9,55.05,55.8,130.8,188.25,81,64.95,77.9,13.95,88.5,101.7,37.05,44.1,0,0,77.18611111,3765.256444,71.75,115.93,145.125,20.2875
78.3,205.5,77.4,89.7,59.4,54.9,128.4,180.5,78.5,63.6,77.7,15.6,88.5,107.1,32.4,48.3,0,0,76.98888889,3768.104889,71.57142857,114.44,147,20.175
78,209.25,75.75,88.5,63.75,54,126,172.75,76,62.25,77.5,17.25,88.5,112.5,27.75,52.5,0,0,76.79166667,3770.953333,71.39285714,112.95,148.875,20.0625
77.7,213,74.1,87.3,68.1,53.1,123.6,165,73.5,60.9,77.3,18.9,88.5,117.9,23.1,56.7,0,0,76.59444444,3773.801778,71.21428571,111.46,150.75,19.95
77.4,216.75,72.45,86.1,72.45,52.2,121.2,157.25,71,59.55,77.1,20.55,88.5,123.3,18.45,60.9,0,0,76.39722222,3776.650222,71.03571429,109.97,152.625,19.8375
77.1,220.5,70.8,84.9,76.8,51.3,118.8,149.5,68.5,58.2,76.9,22.2,88.5,128.7,13.8,65.1,0,0,76.2,3779.498667,70.85714286,108.48,154.5,19.725
76.8,224.25,69.15,83.7,81.15,50.4,116.4,141.75,66,56.85,76.7,23.85,88.5,134.1,9.15,69.3,0,0,76.00277778,3782.347111,70.67857143,106.99,156.375,19.6125
76.5,228,67.5,82.5,85.5,49.5,114,134,63.5,55.5,76.5,25.5,88.5,139.5,4.5,73.5,0,0,75.80555556,3785.195556,70.5,105.5,158.25,19.5
77.4,217.05,74.85,93.15,92.7,50.1,107.55,129,60.9,56.55,76.05,27.75,85.65,132.3,4.95,72.6,0,0,75.475,3867.348,74.4,101.16,151.35,19.3875
78.3,206.1,82.2,103.8,99.9,50.7,101.1,124,58.3,57.6,75.6,30,82.8,125.1,5.4,71.7,0,0,75.14444444,3949.500444,78.3,96.82,144.45,19.275
79.2,195.15,89.55,114.45,107.1,51.3,94.65,119,55.7,58.65,75.15,32.25,79.95,117.9,5.85,70.8,0,0,74.81388889,4031.652889,82.2,92.48,137.55,19.1625
80.1,184.2,96.9,125.1,114.3,51.9,88.2,114,53.1,59.7,74.7,34.5,77.1,110.7,6.3,69.9,0,0,74.48333333,4113.805333,86.1,88.14,130.65,19.05
81,173.25,104.25,135.75,121.5,52.5,81.75,109,50.5,60.75,74.25,36.75,74.25,103.5,6.75,69,0,0,74.15277778,4195.957778,90,83.8,123.75,18.9375
81.9,162.3,111.6,146.4,128.7,53.1,75.3,104,47.9,61.8,73.8,39,71.4,96.3,7.2,68.1,0,0,73.82222222,4278.110222,93.9,79.46,116.85,18.825
82.8,151.35,118.95,157.05,135.9,53.7,68.85,99,45.3,62.85,73.35,41.25,68.55,89.1,7.65,67.2,0,0,73.49166667,4360.262667,97.8,75.12,109.95,18.7125
83.7,140.4,126.3,167.7,143.1,54.3,62.4,94,42.7,63.9,72.9,43.5,65.7,81.9,8.1,66.3,0,0,73.16111111,4442.415111,101.7,70.78,103.05,18.6
84.6,129.45,133.65,178.35,150.3,54.9,55.95,89,40.1,64.95,72.45,45.75,62.85,74.7,8.55,65.4,0,0,72.83055556,4524.567556,105.6,66.44,96.15,18.4875
85.5,118.5,141,189,157.5,55.5,49.5,84,37.5,66,72,48,60,67.5,9,64.5,0,0,72.5,4606.72,109.5,62.1,89.25,18.375
84.6,112.95,141,176.25,145.8,60.15,55.25,82.05,37.5,61.2,71.25,47.15,56.7,65.85,10.5,58.95,0,1.05,70.45555556,4323.227556,105.75,62.38,84.825,17.625
83.7,107.4,141,163.5,134.1,64.8,61,80.1,37.5,56.4,70.5,46.3,53.4,64.2,12,53.4,0,2.1,68.41111111,4039.735111,102,62.66,80.4,16.875
82.8,101.85,141,150.75,122.4,69.45,66.75,78.15,37.5,51.6,69.75,45.45,50.1,62.55,13.5,47.85,0,3.15,66.36666667,3756.242667,98.25,62.94,75.975,16.125
81.9,96.3,141,138,110.7,74.1,72.5,76.2,37.5,46.8,69,44.6,46.8,60.9,15,42.3,0,4.2,64.32222222,3472.750222,94.5,63.22,71.55,15.375
81,90.75,141,125.25,99,78.75,78.25,74.25,37.5,42,68.25,43.75,43.5,59.25,16.5,36.75,0,5.25,62.27777778,3189.257778,90.75,63.5,67.125,14.625
80.1,85.2,141,112.5,87.3,83.4,84,72.3,37.5,37.2,67.5,42.9,40.2,57.6,18,31.2,0,6.3,60.23333333,2905.765333,87,63.78,62.7,13.875
79.2,79.65,141,99.75,75.6,88.05,89.75,70.35,37.5,32.4,66.75,42.05,36.9,55.95,19.5,25.65,0,7.35,58.18888889,2622.272889,83.25,64.06,58.275,13.125
78.3,74.1,141,87,63.9,92.7,95.5,68.4,37.5,27.6,66,41.2,33.6,54.3,21,20.1,0,8.4,56.14444444,2338.780444,79.5,64.34,53.85,12.375
77.4,68.55,141,74.25,52.2,97.35,101.25,66.45,37.5,22.8,65.25,40.35,30.3,52.65,22.5,14.55,0,9.45,54.1,2055.288,75.75,64.62,49.425,11.625
76.5,63,141,61.5,40.5,102,107,64.5,37.5,18,64.5,39.5,27,51,24,9,0,10.5,52.05555556,1771.795556,72,64.9,45,10.875
78.6,65.4,132.9,59.4,43.2,100.05,107.7,68.4,38.9,18,61.5,38.55,29.25,49.35,23.55,9.9,0,9.45,51.89444444,1731.387111,70.52142857,65.17,47.325,10.725
80.7,67.8,124.8,57.3,45.9,98.1,108.4,72.3,40.3,18,58.5,37.6,31.5,47.7,23.1,10.8,0,8.4,51.73333333,1690.978667,69.04285714,65.44,49.65,10.575
82.8,70.2,116.7,55.2,48.6,96.15,109.1,76.2,41.7,18,55.5,36.65,33.75,46.05,22.65,11.7,0,7.35,51.57222222,1650.570222,67.56428571,65.71,51.975,10.425
84.9,72.6,108.6,53.1,51.3,94.2,109.8,80.1,43.1,18,52.5,35.7,36,44.4,22.2,12.6,0,6.3,51.41111111,1610.161778,66.08571429,65.98,54.3,10.275
87,75,100.5,51,54,92.25,110.5,84,44.5,18,49.5,34.75,38.25,42.75,21.75,13.5,0,5.25,51.25,1569.753333,64.60714286,66.25,56.625,10.125
89.1,77.4,92.4,48.9,56.7,90.3,111.2,87.9,45.9,18,46.5,33.8,40.5,41.1,21.3,14.4,0,4.2,51.08888889,1529.344889,63.12857143,66.52,58.95,9.975
91.2,79.8,84.3,46.8,59.4,88.35,111.9,91.8,47.3,18,43.5,32.85,42.75,39.45,20.85,15.3,0,3.15,50.92777778,1488.936444,61.65,66.79,61.275,9.825
93.3,82.2,76.2,44.7,62.1,86.4,112.6,95.7,48.7,18,40.5,31.9,45,37.8,20.4,16.2,0,2.1,50.76666667,1448.528,60.17142857,67.06,63.6,9.675
95.4,84.6,68.1,42.6,64.8,84.45,113.3,99.6,50.1,18,37.5,30.95,47.25,36.15,19.95,17.1,0,1.05,50.60555556,1408.119556,58.69285714,67.33,65.925,9.525
97.5,87,60,40.5,67.5,82.5,114,103.5,51.5,18,34.5,30,49.5,34.5,19.5,18,0,0,50.44444444,1367.711111,57.21428571,67.6,68.25,9.375
100.2,101.55,61.2,38.55,64.5,78.75,112.65,103.65,50.85,18.95,34.05,30.45,47.25,35.85,20.25,17.55,0,0,50.90277778,1621.423111,56.6,67.41,74.4,9.45
102.9,116.1,62.4,36.6,61.5,75,111.3,103.8,50.2,19.9,33.6,30.9,45,37.2,21,17.1,0,0,51.36111111,1875.135111,55.98571429,67.22,80.55,9.525
105.6,130.65,63.6,34.65,58.5,71.25,109.95,103.95,49.55,20.85,33.15,31.35,42.75,38.55,21.75,16.65,0,0,51.81944444,2128.847111,55.37142857,67.03,86.7,9.6
108.3,145.2,64.8,32.7,55.5,67.5,108.6,104.1,48.9,21.8,32.7,31.8,40.5,39.9,22.5,16.2,0,0,52.27777778,2382.559111,54.75714286,66.84,92.85,9.675
111,159.75,66,30.75,52.5,63.75,107.25,104.25,48.25,22.75,32.25,32.25,38.25,41.25,23.25,15.75,0,0,52.73611111,2636.271111,54.14285714,66.65,99,9.75
113.7,174.3,67.2,28.8,49.5,60,105.9,104.4,47.6,23.7,31.8,32.7,36,42.6,24,15.3,0,0,53.19444444,2889.983111,53.52857143,66.46,105.15,9.825
116.4,188.85,68.4,26.85,46.5,56.25,104.55,104.55,46.95,24.65,31.35,33.15,33.75,43.95,24.75,14.85,0,0,53.65277778,3143.695111,52.91428571,66.27,111.3,9.9
119.1,203.4,69.6,24.9,43.5,52.5,103.2,104.7,46.3,25.6,30.9,33.6,31.5,45.3,25.5,14.4,0,0,54.11111111,3397.407111,52.3,66.08,117.45,9.975
121.8,217.95,70.8,22.95,40.5,48.75,101.85,104.85,45.65,26.55,30.45,34.05,29.25,46.65,26.25,13.95,0,0,54.56944444,3651.119111,51.68571429,65.89,123.6,10.05
124.5,232.5,72,21,37.5,45,100.5,105,45,27.5,30,34.5,27,48,27,13.5,0,0,55.02777778,3904.831111,51.07142857,65.7,129.75,10.125
122.85,251.4,69.15,21.9,36.45,43.5,96.35,105.45,45,31.05,28.95,33.9,32.4,52.8,26.4,14.4,0,0,56.21944444,4587.565778,50.55,65.71,141.9,10.2
121.2,270.3,66.3,22.8,35.4,42,92.2,105.9,45,34.6,27.9,33.3,37.8,57.6,25.8,15.3,0,0,57.41111111,5270.300444,50.02857143,65.72,154.05,10.275
119.55,289.2,63.45,23.7,34.35,40.5,88.05,106.35,45,38.15,26.85,32.7,43.2,62.4,25.2,16.2,0,0,58.60277778,5953.035111,49.50714286,65.73,166.2,10.35
117.9,308.1,60.6,24.6,33.3,39,83.9,106.8,45,41.7,25.8,32.1,48.6,67.2,24.6,17.1,0,0,59.79444444,6635.769778,48.98571429,65.74,178.35,10.425
116.25,327,57.75,25.5,32.25,37.5,79.75,107.25,45,45.25,24.75,31.5,54,72,24,18,0,0,60.98611111,7318.504444,48.46428571,65.75,190.5,10.5
114.6,345.9,54.9,26.4,31.2,36,75.6,107.7,45,48.8,23.7,30.9,59.4,76.8,23.4,18.9,0,0,62.17777778,8001.239111,47.94285714,65.76,202.65,10.575
112.95,364.8,52.05,27.3,30.15,34.5,71.45,108.15,45,52.35,22.65,30.3,64.8,81.6,22.8,19.8,0,0,63.36944444,8683.973778,47.42142857,65.77,214.8,10.65
111.3,383.7,49.2,28.2,29.1,33,67.3,108.6,45,55.9,21.6,29.7,70.2,86.4,22.2,20.7,0,0,64.56111111,9366.708444,46.9,65.78,226.95,10.725
109.65,402.6,46.35,29.1,28.05,31.5,63.15,109.05,45,59.45,20.55,29.1,75.6,91.2,21.6,21.6,0,0,65.75277778,10049.44311,46.37857143,65.79,239.1,10.8
108,421.5,43.5,30,27,30,59,109.5,45,63,19.5,28.5,81,96,21,22.5,0,0,66.94444444,10732.17778,45.85714286,65.8,251.25,10.875
105.15,389.85,41.4,33.45,25.2,34.2,55.8,108,44.45,61.65,18,27.45,77.55,96.45,19.35,21.6,0,0,64.41944444,9807.476444,45.57857143,64.54,233.7,10.2375
102.3,358.2,39.3,36.9,23.4,38.4,52.6,106.5,43.9,60.3,16.5,26.4,74.1,96.9,17.7,20.7,0,0,61.89444444,8882.775111,45.3,63.28,216.15,9.6
99.45,326.55,37.2,40.35,21.6,42.6,49.4,105,43.35,58.95,15,25.35,70.65,97.35,16.05,19.8,0,0,59.36944444,7958.073778,45.02142857,62.02,198.6,8.9625
96.6,294.9,35.1,43.8,19.8,46.8,46.2,103.5,42.8,57.6,13.5,24.3,67.2,97.8,14.4,18.9,0,0,56.84444444,7033.372444,44.74285714,60.76,181.05,8.325
93.75,263.25,33,47.25,18,51,43,102,42.25,56.25,12,23.25,63.75,98.25,12.75,18,0,0,54.31944444,6108.671111,44.46428571,59.5,163.5,7.6875
90.9,231.6,30.9,50.7,16.2,55.2,39.8,100.5,41.7,54.9,10.5,22.2,60.3,98.7,11.1,17.1,0,0,51.79444444,5183.969778,44.18571429,58.24,145.95,7.05
88.05,199.95,28.8,54.15,14.4,59.4,36.6,99,41.15,53.55,9,21.15,56.85,99.15,9.45,16.2,0,0,49.26944444,4259.268444,43.90714286,56.98,128.4,6.4125
85.2,168.3,26.7,57.6,12.6,63.6,33.4,97.5,40.6,52.2,7.5,20.1,53.4,99.6,7.8,15.3,0,0,46.74444444,3334.567111,43.62857143,55.72,110.85,5.775
82.35,136.65,24.6,61.05,10.8,67.8,30.2,96,40.05,50.85,6,19.05,49.95,100.05,6.15,14.4,0,0,44.21944444,2409.865778,43.35,54.46,93.3,5.1375
79.5,105,22.5,64.5,9,72,27,94.5,39.5,49.5,4.5,18,46.5,100.5,4.5,13.5,0,0,41.69444444,1485.164444,43.07142857,53.2,75.75,4.5
77.1,102.9,26.25,59.1,10.35,71.4,28.35,95.1,47.85,47.1,4.95,18.05,43.2,95.25,4.95,13.65,0,0,41.41944444,1538.873778,42.32142857,54.3,73.05,4.65
74.7,100.8,30,53.7,11.7,70.8,29.7,95.7,56.2,44.7,5.4,18.1,39.9,90,5.4,13.8,0,0,41.14444444,1592.583111,41.57142857,55.4,70.35,4.8
72.3,98.7,33.75,48.3,13.05,70.2,31.05,96.3,64.55,42.3,5.85,18.15,36.6,84.75,5.85,13.95,0,0,40.86944444,1646.292444,40.82142857,56.5,67.65,4.95
69.9,96.6,37.5,42.9,14.4,69.6,32.4,96.9,72.9,39.9,6.3,18.2,33.3,79.5,6.3,14.1,0,0,40.59444444,1700.001778,40.07142857,57.6,64.95,5.1
67.5,94.5,41.25,37.5,15.75,69,33.75,97.5,81.25,37.5,6.75,18.25,30,74.25,6.75,14.25,0,0,40.31944444,1753.711111,39.32142857,58.7,62.25,5.25
65.1,92.4,45,32.1,17.1,68.4,35.1,98.1,89.6,35.1,7.2,18.3,26.7,69,7.2,14.4,0,0,40.04444444,1807.420444,38.57142857,59.8,59.55,5.4
62.7,90.3,48.75,26.7,18.45,67.8,36.45,98.7,97.95,32.7,7.65,18.35,23.4,63.75,7.65,14.55,0,0,39.76944444,1861.129778,37.82142857,60.9,56.85,5.55
60.3,88.2,52.5,21.3,19.8,67.2,37.8,99.3,106.3,30.3,8.1,18.4,20.1,58.5,8.1,14.7,0,0,39.49444444,1914.839111,37.07142857,62,54.15,5.7
57.9,86.1,56.25,15.9,21.15,66.6,39.15,99.9,114.65,27.9,8.55,18.45,16.8,53.25,8.55,14.85,0,0,39.21944444,1968.548444,36.32142857,63.1,51.45,5.85
55.5,84,60,10.5,22.5,66,40.5,100.5,123,25.5,9,18.5,13.5,48,9,15,0,0,38.94444444,2022.257778,35.57142857,64.2,48.75,6
51.3,78.45,61.5,11.1,21.6,60.3,45.75,101.4,123,25.8,12.5,20.55,17.55,47.4,9,13.5,0,0,38.92777778,2085.859111,34.87142857,66.01,48,5.625
47.1,72.9,63,11.7,20.7,54.6,51,102.3,123,26.1,16,22.6,21.6,46.8,9,12,0,0,38.91111111,2149.460444,34.17142857,67.82,47.25,5.25
42.9,67.35,64.5,12.3,19.8,48.9,56.25,103.2,123,26.4,19.5,24.65,25.65,46.2,9,10.5,0,0,38.89444444,2213.061778,33.47142857,69.63,46.5,4.875
38.7,61.8,66,12.9,18.9,43.2,61.5,104.1,123,26.7,23,26.7,29.7,45.6,9,9,0,0,38.87777778,2276.663111,32.77142857,71.44,45.75,4.5
34.5,56.25,67.5,13.5,18,37.5,66.75,105,123,27,26.5,28.75,33.75,45,9,7.5,0,0,38.86111111,2340.264444,32.07142857,73.25,45,4.125
30.3,50.7,69,14.1,17.1,31.8,72,105.9,123,27.3,30,30.8,37.8,44.4,9,6,0,0,38.84444444,2403.865778,31.37142857,75.06,44.25,3.75
26.1,45.15,70.5,14.7,16.2,26.1,77.25,106.8,123,27.6,33.5,32.85,41.85,43.8,9,4.5,0,0,38.82777778,2467.467111,30.67142857,76.87,43.5,3.375
21.9,39.6,72,15.3,15.3,20.4,82.5,107.7,123,27.9,37,34.9,45.9,43.2,9,3,0,0,38.81111111,2531.068444,29.97142857,78.68,42.75,3
17.7,34.05,73.5,15.9,14.4,14.7,87.75,108.6,123,28.2,40.5,36.95,49.95,42.6,9,1.5,0,0,38.79444444,2594.669778,29.27142857,80.49,42,2.625
13.5,28.5,75,16.5,13.5,9,93,109.5,123,28.5,44,39,54,42,9,0,0,0,38.77777778,2658.271111,28.57142857,82.3,41.25,2.25
14.1,32.7,72.3,16.95,15.45,13.95,93.9,107.7,118.85,30.6,41.1,47.15,54,42.6,10.8,0,0,0,39.56388889,2612.784889,29.20714286,80.83,43.35,2.7
14.7,36.9,69.6,17.4,17.4,18.9,94.8,105.9,114.7,32.7,38.2,55.3,54,43.2,12.6,0,0,0,40.35,2567.298667,29.84285714,79.36,45.45,3.15
15.3,41.1,66.9,17.85,19.35,23.85,95.7,104.1,110.55,34.8,35.3,63.45,54,43.8,14.4,0,0,0,41.13611111,2521.812444,30.47857143,77.89,47.55,3.6
15.9,45.3,64.2,18.3,21.3,28.8,96.6,102.3,106.4,36.9,32.4,71.6,54,44.4,16.2,0,0,0,41.92222222,2476.326222,31.11428571,76.42,49.65,4.05
16.5,49.5,61.5,18.75,23.25,33.75,97.5,100.5,102.25,39,29.5,79.75,54,45,18,0,0,0,42.70833333,2430.84,31.75,74.95,51.75,4.5
17.1,53.7,58.8,19.2,25.2,38.7,98.4,98.7,98.1,41.1,26.6,87.9,54,45.6,19.8,0,0,0,43.49444444,2385.353778,32.38571429,73.48,53.85,4.95
17.7,57.9,56.1,19.65,27.15,43.65,99.3,96.9,93.95,43.2,23.7,96.05,54,46.2,21.6,0,0,0,44.28055556,2339.867556,33.02142857,72.01,55.95,5.4
18.3,62.1,53.4,20.1,29.1,48.6,100.2,95.1,89.8,45.3,20.8,104.2,54,46.8,23.4,0,0,0,45.06666667,2294.381333,33.65714286,70.54,58.05,5.85
18.9,66.3,50.7,20.55,31.05,53.55,101.1,93.3,85.65,47.4,17.9,112.35,54,47.4,25.2,0,0,0,45.85277778,2248.895111,34.29285714,69.07,60.15,6.3
19.5,70.5,48,21,33,58.5,102,91.5,81.5,49.5,15,120.5,54,48,27,0,0,0,46.63888889,2203.408889,34.92857143,67.6,62.25,6.75
21.15,80.85,49.65,23.55,31.95,63.75,104.7,90.45,79.05,48.6,15,125.9,51.75,50.1,28.65,0.45,0,0.45,48.11111111,2498.051111,36.23571429,67.86,66.3,7.3875
22.8,91.2,51.3,26.1,30.9,69,107.4,89.4,76.6,47.7,15,131.3,49.5,52.2,30.3,0.9,0,0.9,49.58333333,2792.693333,37.54285714,68.12,70.35,8.025
24.45,101.55,52.95,28.65,29.85,74.25,110.1,88.35,74.15,46.8,15,136.7,47.25,54.3,31.95,1.35,0,1.35,51.05555556,3087.335556,38.85,68.38,74.4,8.6625
26.1,111.9,54.6,31.2,28.8,79.5,112.8,87.3,71.7,45.9,15,142.1,45,56.4,33.6,1.8,0,1.8,52.52777778,3381.977778,40.15714286,68.64,78.45,9.3
