S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
698.1,511.8,422.7,279.6,219,639.9,499.5,516.6,270,383.4,386.8,223.2,527.1,411,20.4,72.9,0,0,337.8888889,48724.81689,432.7857143,416.78,519.45,23.325
713.4,536.7,437.55,273.15,205.5,635.85,494.25,510.9,270,382.35,382.95,219.3,536.4,416.25,23.1,71.1,0,0,339.375,51430.14533,432.9642857,414.87,536.55,23.55
728.7,561.6,452.4,266.7,192,631.8,489,505.2,270,381.3,379.1,215.4,545.7,421.5,25.8,69.3,0,0,340.8611111,54135.47378,433.1428571,412.96,553.65,23.775
744,586.5,467.25,260.25,178.5,627.75,483.75,499.5,270,380.25,375.25,211.5,555,426.75,28.5,67.5,0,0,342.3472222,56840.80222,433.3214286,411.05,570.75,24
759.3,611.4,482.1,253.8,165,623.7,478.5,493.8,270,379.2,371.4,207.6,564.3,432,31.2,65.7,0,0,343.8333333,59546.13067,433.5,409.14,587.85,24.225
774.6,636.3,496.95,247.35,151.5,619.65,473.25,488.1,270,378.15,367.55,203.7,573.6,437.25,33.9,63.9,0,0,345.3194444,62251.45911,433.6785714,407.23,604.95,24.45
789.9,661.2,511.8,240.9,138,615.6,468,482.4,270,377.1,363.7,199.8,582.9,442.5,36.6,62.1,0,0,346.8055556,64956.78756,433.8571429,405.32,622.05,24.675
805.2,686.1,526.65,234.45,124.5,611.55,462.75,476.7,270,376.05,359.85,195.9,592.2,447.75,39.3,60.3,0,0,348.2916667,67662.116,434.0357143,403.41,639.15,24.9
820.5,711,541.5,228,111,607.5,457.5,471,270,375,356,192,601.5,453,42,58.5,0,0,349.7777778,70367.44444,434.2142857,401.5,656.25,25.125
793.8,712.8,531.6,244.8,120,595.05,465.45,462,271.95,378.15,353.1,188.75,585,448.5,44.55,53.55,0,0,347.1694444,67719.54044,430.9285714,400.2,648.9,24.525
767.1,714.6,521.7,261.6,129,582.6,473.4,453,273.9,381.3,350.2,185.5,568.5,444,47.1,48.6,0,0,344.5611111,65071.63644,427.6428571,398.9,641.55,23.925
740.4,716.4,511.8,278.4,138,570.15,481.35,444,275.85,384.45,347.3,182.25,552,439.5,49.65,43.65,0,0,341.9527778,62423.73244,424.3571429,397.6,634.2,23.325
713.7,718.2,501.9,295.2,147,557.7,489.3,435,277.8,387.6,344.4,179,535.5,435,52.2,38.7,0,0,339.3444444,59775.82844,421.0714286,396.3,626.85,22.725
687,720,492,312,156,545.25,497.25,426,279.75,390.75,341.5,175.75,519,430.5,54.75,33.75,0,0,336.7361111,57127.92444,417.7857143,395,619.5,22.125
660.3,721.8,482.1,328.8,165,532.8,505.2,417,281.7,393.9,338.6,172.5,502.5,426,57.3,28.8,0,0,334.1277778,54480.02044,414.5,393.7,612.15,21.525
633.6,723.6,472.2,345.6,174,520.35,513.15,408,283.65,397.05,335.7,169.25,486,421.5,59.85,23.85,0,0,331.5194444,51832.11644,411.2142857,392.4,604.8,20.925
606.9,725.4,462.3,362.4,183,507.9,521.1,399,285.6,400.2,332.8,166,469.5,417,62.4,18.9,0,0,328.9111111,49184.21244,407.9285714,391.1,597.45,20.325
580.2,727.2,452.4,379.2,192,495.45,529.05,390,287.55,403.35,329.9,162.75,453,412.5,64.95,13.95,0,0,326.3027778,46536.30844,404.6428571,389.8,590.1,19.725
553.5,729,442.5,396,201,483,537,381,289.5,406.5,327,159.5,436.5,408,67.5,9,0,0,323.6944444,43888.40444,401.3571429,388.5,582.75,19.125
560.1,704.25,444.9,383.4,205.5,469.05,523.8,385.5,283.2,399.75,326.4,162.05,433.4,395.1,69.6,15.75,0,0,320.0972222,42336.82356,398.4428571,382.8,568.825,21.3375
566.7,679.5,447.3,370.8,210,455.1,510.6,390,276.9,393,325.8,164.6,430.3,382.2,71.7,22.5,0,0,316.5,40785.24267,395.5285714,377.1,554.9,23.55
573.3,654.75,449.7,358.2,214.5,441.15,497.4,394.5,270.6,386.25,325.2,167.15,427.2,369.3,73.8,29.25,0,0,312.9027778,39233.66178,392.6142857,371.4,540.975,25.7625
579.9,630,452.1,345.6,219,427.2,484.2,399,264.3,379.5,324.6,169.7,424.1,356.4,75.9,36,0,0,309.3055556,37682.08089,389.7,365.7,527.05,27.975
586.5,605.25,454.5,333,223.5,413.25,471,403.5,258,372.75,324,172.25,421,343.5,78,42.75,0,0,305.7083333,36130.5,386.7857143,360,513.125,30.1875
593.1,580.5,456.9,320.4,228,399.3,457.8,408,251.7,366,323.4,174.8,417.9,330.6,80.1,49.5,0,0,302.1111111,34578.91911,383.8714286,354.3,499.2,32.4
599.7,555.75,459.3,307.8,232.5,385.35,444.6,412.5,245.4,359.25,322.8,177.35,414.8,317.7,82.2,56.25,0,0,298.5138889,33027.33822,380.9571429,348.6,485.275,34.6125
606.3,531,461.7,295.2,237,371.4,431.4,417,239.1,352.5,322.2,179.9,411.7,304.8,84.3,63,0,0,294.9166667,31475.75733,378.0428571,342.9,471.35,36.825
612.9,506.25,464.1,282.6,241.5,357.45,418.2,421.5,232.8,345.75,321.6,182.45,408.6,291.9,86.4,69.75,0,0,291.3194444,29924.17644,375.1285714,337.2,457.425,39.0375
619.5,481.5,466.5,270,246,343.5,405,426,226.5,339,321,185,405.5,279,88.5,76.5,0,0,287.7222222,28372.59556,372.2142857,331.5,443.5,41.25
614.4,478.65,462.3,257.7,232.05,334.95,404.25,435.3,226.5,335.25,315,186.5,396.75,287.25,84.15,77.4,0,0,284.9111111,28951.21111,364.5214286,333.66,437.7,40.3875
609.3,475.8,458.1,245.4,218.1,326.4,403.5,444.6,226.5,331.5,309,188,388,295.5,79.8,78.3,0,0,282.1,29529.82667,356.8285714,335.82,431.9,39.525
604.2,472.95,453.9,233.1,204.15,317.85,402.75,453.9,226.5,327.75,303,189.5,379.25,303.75,75.45,79.2,0,0,279.2888889,30108.44222,349.1357143,337.98,426.1,38.6625
599.1,470.1,449.7,220.8,190.2,309.3,402,463.2,226.5,324,297,191,370.5,312,71.1,80.1,0,0,276.4777778,30687.05778,341.4428571,340.14,420.3,37.8
594,467.25,445.5,208.5,176.25,300.75,401.25,472.5,226.5,320.25,291,192.5,361.75,320.25,66.75,81,0,0,273.6666667,31265.67333,333.75,342.3,414.5,36.9375
588.9,464.4,441.3,196.2,162.3,292.2,400.5,481.8,226.5,316.5,285,194,353,328.5,62.4,81.9,0,0,270.8555556,31844.28889,326.0571429,344.46,408.7,36.075
583.8,461.55,437.1,183.9,148.35,283.65,399.75,491.1,226.5,312.75,279,195.5,344.25,336.75,58.05,82.8,0,0,268.0444444,32422.90444,318.3642857,346.62,402.9,35.2125
578.7,458.7,432.9,171.6,134.4,275.1,399,500.4,226.5,309,273,197,335.5,345,53.7,83.7,0,0,265.2333333,33001.52,310.6714286,348.78,397.1,34.35
573.6,455.85,428.7,159.3,120.45,266.55,398.25,509.7,226.5,305.25,267,198.5,326.75,353.25,49.35,84.6,0,0,262.4222222,33580.13556,302.9785714,350.94,391.3,33.4875
568.5,453,424.5,147,106.5,258,397.5,519,226.5,301.5,261,200,318,361.5,45,85.5,0,0,259.6111111,34158.75111,295.2857143,353.1,385.5,32.625
565.35,464.7,419.7,152.4,115.05,262.8,396.6,513.05,231.65,296.4,261.15,197.75,318.15,356.7,44.25,81,0,0,259.8166667,33748.616,296.1214286,351.83,391.425,31.3125
562.2,476.4,414.9,157.8,123.6,267.6,395.7,507.1,236.8,291.3,261.3,195.5,318.3,351.9,43.5,76.5,0,0,260.0222222,33338.48089,296.9571429,350.56,397.35,30
559.05,488.1,410.1,163.2,132.15,272.4,394.8,501.15,241.95,286.2,261.45,193.25,318.45,347.1,42.75,72,0,0,260.2277778,32928.34578,297.7928571,349.29,403.275,28.6875
555.9,499.8,405.3,168.6,140.7,277.2,393.9,495.2,247.1,281.1,261.6,191,318.6,342.3,42,67.5,0,0,260.4333333,32518.21067,298.6285714,348.02,409.2,27.375
552.75,511.5,400.5,174,149.25,282,393,489.25,252.25,276,261.75,188.75,318.75,337.5,41.25,63,0,0,260.6388889,32108.07556,299.4642857,346.75,415.125,26.0625
549.6,523.2,395.7,179.4,157.8,286.8,392.1,483.3,257.4,270.9,261.9,186.5,318.9,332.7,40.5,58.5,0,0,260.8444444,31697.94044,300.3,345.48,421.05,24.75
546.45,534.9,390.9,184.8,166.35,291.6,391.2,477.35,262.55,265.8,262.05,184.25,319.05,327.9,39.75,54,0,0,261.05,31287.80533,301.1357143,344.21,426.975,23.4375
543.3,546.6,386.1,190.2,174.9,296.4,390.3,471.4,267.7,260.7,262.2,182,319.2,323.1,39,49.5,0,0,261.2555556,30877.67022,301.9714286,342.94,432.9,22.125
540.15,558.3,381.3,195.6,183.45,301.2,389.4,465.45,272.85,255.6,262.35,179.75,319.35,318.3,38.25,45,0,0,261.4611111,30467.53511,302.8071429,341.67,438.825,20.8125
537,570,376.5,201,192,306,388.5,459.5,278,250.5,262.5,177.5,319.5,313.5,37.5,40.5,0,0,261.6666667,30057.4,303.6428571,340.4,444.75,19.5
543.15,570.15,381.9,205.65,196.35,312.9,382.5,463.5,277.95,245.25,256.2,174.8,317.9,322.2,36.9,39.15,0,0.45,262.6055556,30209.07822,305.9142857,340.47,444.025,19.125
549.3,570.3,387.3,210.3,200.7,319.8,376.5,467.5,277.9,240,249.9,172.1,316.3,330.9,36.3,37.8,0,0.9,263.5444444,30360.75644,308.1857143,340.54,443.3,18.75
555.45,570.45,392.7,214.95,205.05,326.7,370.5,471.5,277.85,234.75,243.6,169.4,314.7,339.6,35.7,36.45,0,1.35,264.4833333,30512.43467,310.4571429,340.61,442.575,18.375
561.6,570.6,398.1,219.6,209.4,333.6,364.5,475.5,277.8,229.5,237.3,166.7,313.1,348.3,35.1,35.1,0,1.8,265.4222222,30664.11289,312.7285714,340.68,441.85,18
567.75,570.75,403.5,224.25,213.75,340.5,358.5,479.5,277.75,224.25,231,164,311.5,357,34.5,33.75,0,2.25,266.3611111,30815.79111,315,340.75,441.125,17.625
573.9,570.9,408.9,228.9,218.1,347.4,352.5,483.5,277.7,219,224.7,161.3,309.9,365.7,33.9,32.4,0,2.7,267.3,30967.46933,317.2714286,340.82,440.4,17.25
580.05,571.05,414.3,233.55,222.45,354.3,346.5,487.5,277.65,213.75,218.4,158.6,308.3,374.4,33.3,31.05,0,3.15,268.2388889,31119.14756,319.5428571,340.89,439.675,16.875
586.2,571.2,419.7,238.2,226.8,361.2,340.5,491.5,277.6,208.5,212.1,155.9,306.7,383.1,32.7,29.7,0,3.6,269.1777778,31270.82578,321.8142857,340.96,438.95,16.5
592.35,571.35,425.1,242.85,231.15,368.1,334.5,495.5,277.55,203.25,205.8,153.2,305.1,391.8,32.1,28.35,0,4.05,270.1166667,31422.504,324.0857143,341.03,438.225,16.125
598.5,571.5,430.5,247.5,235.5,375,328.5,499.5,277.5,198,199.5,150.5,303.5,400.5,31.5,27,0,4.5,271.0555556,31574.18222,326.3571429,341.1,437.5,15.75
581.1,559.35,430.35,240.3,228.3,367.05,327.35,495.15,277.5,201,197.75,147.6,302.55,400.5,33.75,33.45,0,4.5,268.1972222,30681.43511,320.8357143,339.65,430.95,17.925
563.7,547.2,430.2,233.1,221.1,359.1,326.2,490.8,277.5,204,196,144.7,301.6,400.5,36,39.9,0,4.5,265.3388889,29788.688,315.3142857,338.2,424.4,20.1
546.3,535.05,430.05,225.9,213.9,351.15,325.05,486.45,277.5,207,194.25,141.8,300.65,400.5,38.25,46.35,0,4.5,262.4805556,28895.94089,309.7928571,336.75,417.85,22.275
528.9,522.9,429.9,218.7,206.7,343.2,323.9,482.1,277.5,210,192.5,138.9,299.7,400.5,40.5,52.8,0,4.5,259.6222222,28003.19378,304.2714286,335.3,411.3,24.45
511.5,510.75,429.75,211.5,199.5,335.25,322.75,477.75,277.5,213,190.75,136,298.75,400.5,42.75,59.25,0,4.5,256.7638889,27110.44667,298.75,333.85,404.75,26.625
494.1,498.6,429.6,204.3,192.3,327.3,321.6,473.4,277.5,216,189,133.1,297.8,400.5,45,65.7,0,4.5,253.9055556,26217.69956,293.2285714,332.4,398.2,28.8
476.7,486.45,429.45,197.1,185.1,319.35,320.45,469.05,277.5,219,187.25,130.2,296.85,400.5,47.25,72.15,0,4.5,251.0472222,25324.95244,287.7071429,330.95,391.65,30.975
459.3,474.3,429.3,189.9,177.9,311.4,319.3,464.7,277.5,222,185.5,127.3,295.9,400.5,49.5,78.6,0,4.5,248.1888889,24432.20533,282.1857143,329.5,385.1,33.15
441.9,462.15,429.15,182.7,170.7,303.45,318.15,460.35,277.5,225,183.75,124.4,294.95,400.5,51.75,85.05,0,4.5,245.3305556,23539.45822,276.6642857,328.05,378.55,35.325
424.5,450,429,175.5,163.5,295.5,317,456,277.5,228,182,121.5,294,400.5,54,91.5,0,4.5,242.4722222,22646.71111,271.1428571,326.6,372,37.5
443.1,426.75,435.75,165.6,157.95,296.85,327.15,462.5,277.6,237,186,119.55,293.1,399.9,65.85,94.95,0,4.05,244.0916667,23977.39822,274.6071429,330.63,359.925,41.2125
461.7,403.5,442.5,155.7,152.4,298.2,337.3,469,277.7,246,190,117.6,292.2,399.3,77.7,98.4,0,3.6,245.7111111,25308.08533,278.0714286,334.66,347.85,44.925
480.3,380.25,449.25,145.8,146.85,299.55,347.45,475.5,277.8,255,194,115.65,291.3,398.7,89.55,101.85,0,3.15,247.3305556,26638.77244,281.5357143,338.69,335.775,48.6375
498.9,357,456,135.9,141.3,300.9,357.6,482,277.9,264,198,113.7,290.4,398.1,101.4,105.3,0,2.7,248.95,27969.45956,285,342.72,323.7,52.35
517.5,333.75,462.75,126,135.75,302.25,367.75,488.5,278,273,202,111.75,289.5,397.5,113.25,108.75,0,2.25,250.5694444,29300.14667,288.4642857,346.75,311.625,56.0625
536.1,310.5,469.5,116.1,130.2,303.6,377.9,495,278.1,282,206,109.8,288.6,396.9,125.1,112.2,0,1.8,252.1888889,30630.83378,291.9285714,350.78,299.55,59.775
554.7,287.25,476.25,106.2,124.65,304.95,388.05,501.5,278.2,291,210,107.85,287.7,396.3,136.95,115.65,0,1.35,253.8083333,31961.52089,295.3928571,354.81,287.475,63.4875
573.3,264,483,96.3,119.1,306.3,398.2,508,278.3,300,214,105.9,286.8,395.7,148.8,119.1,0,0.9,255.4277778,33292.208,298.8571429,358.84,275.4,67.2
591.9,240.75,489.75,86.4,113.55,307.65,408.35,514.5,278.4,309,218,103.95,285.9,395.1,160.65,122.55,0,0.45,257.0472222,34622.89511,302.3214286,362.87,263.325,70.9125
610.5,217.5,496.5,76.5,108,309,418.5,521,278.5,318,222,102,285,394.5,172.5,126,0,0,258.6666667,35953.58222,305.7857143,366.9,251.25,74.625
602.7,223.5,489.45,76.65,106.65,325.2,418.65,512.25,270.9,313.5,214.5,103.65,284.15,393.9,163.05,119.7,0,0,256.5777778,35614.12178,304.0928571,362.04,253.825,70.6875
594.9,229.5,482.4,76.8,105.3,341.4,418.8,503.5,263.3,309,207,105.3,283.3,393.3,153.6,113.4,0,0,254.4888889,35274.66133,302.4,357.18,256.4,66.75
587.1,235.5,475.35,76.95,103.95,357.6,418.95,494.75,255.7,304.5,199.5,106.95,282.45,392.7,144.15,107.1,0,0,252.4,34935.20089,300.7071429,352.32,258.975,62.8125
579.3,241.5,468.3,77.1,102.6,373.8,419.1,486,248.1,300,192,108.6,281.6,392.1,134.7,100.8,0,0,250.3111111,34595.74044,299.0142857,347.46,261.55,58.875
571.5,247.5,461.25,77.25,101.25,390,419.25,477.25,240.5,295.5,184.5,110.25,280.75,391.5,125.25,94.5,0,0,248.2222222,34256.28,297.3214286,342.6,264.125,54.9375
563.7,253.5,454.2,77.4,99.9,406.2,419.4,468.5,232.9,291,177,111.9,279.9,390.9,115.8,88.2,0,0,246.1333333,33916.81956,295.6285714,337.74,266.7,51
555.9,259.5,447.15,77.55,98.55,422.4,419.55,459.75,225.3,286.5,169.5,113.55,279.05,390.3,106.35,81.9,0,0,244.0444444,33577.35911,293.9357143,332.88,269.275,47.0625
548.1,265.5,440.1,77.7,97.2,438.6,419.7,451,217.7,282,162,115.2,278.2,389.7,96.9,75.6,0,0,241.9555556,33237.89867,292.2428571,328.02,271.85,43.125
540.3,271.5,433.05,77.85,95.85,454.8,419.85,442.25,210.1,277.5,154.5,116.85,277.35,389.1,87.45,69.3,0,0,239.8666667,32898.43822,290.55,323.16,274.425,39.1875
532.5,277.5,426,78,94.5,471,420,433.5,202.5,273,147,118.5,276.5,388.5,78,63,0,0,237.7777778,32558.97778,288.8571429,318.3,277,35.25
524.4,295.5,413.7,81.75,91.05,469.65,419.25,432.9,202.5,276.6,145.5,123.9,270.75,379.65,75.3,59.55,0,0,236.775,32092.764,286.0928571,315.96,283.125,33.7125
516.3,313.5,401.4,85.5,87.6,468.3,418.5,432.3,202.5,280.2,144,129.3,265,370.8,72.6,56.1,0,0,235.7722222,31626.55022,283.3285714,313.62,289.25,32.175
508.2,331.5,389.1,89.25,84.15,466.95,417.75,431.7,202.5,283.8,142.5,134.7,259.25,361.95,69.9,52.65,0,0,234.7694444,31160.33644,280.5642857,311.28,295.375,30.6375
500.1,349.5,376.8,93,80.7,465.6,417,431.1,202.5,287.4,141,140.1,253.5,353.1,67.2,49.2,0,0,233.7666667,30694.12267,277.8,308.94,301.5,29.1
492,367.5,364.5,96.75,77.25,464.25,416.25,430.5,202.5,291,139.5,145.5,247.75,344.25,64.5,45.75,0,0,232.7638889,30227.90889,275.0357143,306.6,307.625,27.5625
483.9,385.5,352.2,100.5,73.8,462.9,415.5,429.9,202.5,294.6,138,150.9,242,335.4,61.8,42.3,0,0,231.7611111,29761.69511,272.2714286,304.26,313.75,26.025
475.8,403.5,339.9,104.25,70.35,461.55,414.75,429.3,202.5,298.2,136.5,156.3,236.25,326.55,59.1,38.85,0,0,230.7583333,29295.48133,269.5071429,301.92,319.875,24.4875
467.7,421.5,327.6,108,66.9,460.2,414,428.7,202.5,301.8,135,161.7,230.5,317.7,56.4,35.4,0,0,229.7555556,28829.26756,266.7428571,299.58,326,22.95
459.6,439.5,315.3,111.75,63.45,458.85,413.25,428.1,202.5,305.4,133.5,167.1,224.75,308.85,53.7,31.95,0,0,228.7527778,28363.05378,263.9785714,297.24,332.125,21.4125
451.5,457.5,303,115.5,60,457.5,412.5,427.5,202.5,309,132,172.5,219,300,51,28.5,0,0,227.75,27896.84,261.2142857,294.9,338.25,19.875
447.15,452.1,299.7,119.7,69.3,437.25,400.95,422.7,203.75,305.25,129.15,177.3,222.9,294.3,49.35,30.45,0,1.05,225.6861111,26664.67244,258.2142857,290.17,337.5,20.2125
442.8,446.7,296.4,123.9,78.6,417,389.4,417.9,205,301.5,126.3,182.1,226.8,288.6,47.7,32.4,0,2.1,223.6222222,25432.50489,255.2142857,285.44,336.75,20.55
438.45,441.3,293.1,128.1,87.9,396.75,377.85,413.1,206.25,297.75,123.45,186.9,230.7,282.9,46.05,34.35,0,3.15,221.5583333,24200.33733,252.2142857,280.71,336,20.8875
434.1,435.9,289.8,132.3,97.2,376.5,366.3,408.3,207.5,294,120.6,191.7,234.6,277.2,44.4,36.3,0,4.2,219.4944444,22968.16978,249.2142857,275.98,335.25,21.225
429.75,430.5,286.5,136.5,106.5,356.25,354.75,403.5,208.75,290.25,117.75,196.5,238.5,271.5,42.75,38.25,0,5.25,217.4305556,21736.00222,246.2142857,271.25,334.5,21.5625
425.4,425.1,283.2,140.7,115.8,336,343.2,398.7,210,286.5,114.9,201.3,242.4,265.8,41.1,40.2,0,6.3,215.3666667,20503.83467,243.2142857,266.52,333.75,21.9
421.05,419.7,279.9,144.9,125.1,315.75,331.65,393.9,211.25,282.75,112.05,206.1,246.3,260.1,39.45,42.15,0,7.35,213.3027778,19271.66711,240.2142857,261.79,333,22.2375
416.7,414.3,276.6,149.1,134.4,295.5,320.1,389.1,212.5,279,109.2,210.9,250.2,254.4,37.8,44.1,0,8.4,211.2388889,18039.49956,237.2142857,257.06,332.25,22.575
412.35,408.9,273.3,153.3,143.7,275.25,308.55,384.3,213.75,275.25,106.35,215.7,254.1,248.7,36.15,46.05,0,9.45,209.175,16807.332,234.2142857,252.33,331.5,22.9125
408,403.5,270,157.5,153,255,297,379.5,215,271.5,103.5,220.5,258,243,34.5,48,0,10.5,207.1111111,15575.16444,231.2142857,247.6,330.75,23.25
408.9,406.8,267.15,154.95,149.25,266.4,294.6,387.3,221.7,271.5,104.85,218.7,257.3,247.8,34.35,47.1,0,9.45,208.2277778,15944.23644,231.8571429,251.25,332.05,22.725
409.8,410.1,264.3,152.4,145.5,277.8,292.2,395.1,228.4,271.5,106.2,216.9,256.6,252.6,34.2,46.2,0,8.4,209.3444444,16313.30844,232.5,254.9,333.35,22.2
410.7,413.4,261.45,149.85,141.75,289.2,289.8,402.9,235.1,271.5,107.55,215.1,255.9,257.4,34.05,45.3,0,7.35,210.4611111,16682.38044,233.1428571,258.55,334.65,21.675
411.6,416.7,258.6,147.3,138,300.6,287.4,410.7,241.8,271.5,108.9,213.3,255.2,262.2,33.9,44.4,0,6.3,211.5777778,17051.45244,233.7857143,262.2,335.95,21.15
412.5,420,255.75,144.75,134.25,312,285,418.5,248.5,271.5,110.25,211.5,254.5,267,33.75,43.5,0,5.25,212.6944444,17420.52444,234.4285714,265.85,337.25,20.625
413.4,423.3,252.9,142.2,130.5,323.4,282.6,426.3,255.2,271.5,111.6,209.7,253.8,271.8,33.6,42.6,0,4.2,213.8111111,17789.59644,235.0714286,269.5,338.55,20.1
414.3,426.6,250.05,139.65,126.75,334.8,280.2,434.1,261.9,271.5,112.95,207.9,253.1,276.6,33.45,41.7,0,3.15,214.9277778,18158.66844,235.7142857,273.15,339.85,19.575
415.2,429.9,247.2,137.1,123,346.2,277.8,441.9,268.6,271.5,114.3,206.1,252.4,281.4,33.3,40.8,0,2.1,216.0444444,18527.74044,236.3571429,276.8,341.15,19.05
416.1,433.2,244.35,134.55,119.25,357.6,275.4,449.7,275.3,271.5,115.65,204.3,251.7,286.2,33.15,39.9,0,1.05,217.1611111,18896.81244,237,280.45,342.45,18.525
417,436.5,241.5,132,115.5,369,273,457.5,282,271.5,117,202.5,251,291,33,39,0,0,218.2777778,19265.88444,237.6428571,284.1,343.75,18
419.55,436.35,238.05,124.95,118.35,360,280.4,448.65,282,285.45,124.35,195.8,258.3,296.1,31.5,39.45,0,0,218.8472222,19515.65022,238.6714286,286.3,347.325,17.7375
422.1,436.2,234.6,117.9,121.2,351,287.8,439.8,282,299.4,131.7,189.1,265.6,301.2,30,39.9,0,0,219.4166667,19765.416,239.7,288.5,350.9,17.475
424.65,436.05,231.15,110.85,124.05,342,295.2,430.95,282,313.35,139.05,182.4,272.9,306.3,28.5,40.35,0,0,219.9861111,20015.18178,240.7285714,290.7,354.475,17.2125
427.2,435.9,227.7,103.8,126.9,333,302.6,422.1,282,327.3,146.4,175.7,280.2,311.4,27,40.8,0,0,220.5555556,20264.94756,241.7571429,292.9,358.05,16.95
429.75,435.75,224.25,96.75,129.75,324,310,413.25,282,341.25,153.75,169,287.5,316.5,25.5,41.25,0,0,221.125,20514.71333,242.7857143,295.1,361.625,16.6875
432.3,435.6,220.8,89.7,132.6,315,317.4,404.4,282,355.2,161.1,162.3,294.8,321.6,24,41.7,0,0,221.6944444,20764.47911,243.8142857,297.3,365.2,16.425
434.85,435.45,217.35,82.65,135.45,306,324.8,395.55,282,369.15,168.45,155.6,302.1,326.7,22.5,42.15,0,0,222.2638889,21014.24489,244.8428571,299.5,368.775,16.1625
437.4,435.3,213.9,75.6,138.3,297,332.2,386.7,282,383.1,175.8,148.9,309.4,331.8,21,42.6,0,0,222.8333333,21264.01067,245.8714286,301.7,372.35,15.9
439.95,435.15,210.45,68.55,141.15,288,339.6,377.85,282,397.05,183.15,142.2,316.7,336.9,19.5,43.05,0,0,223.4027778,21513.77644,246.9,303.9,375.925,15.6375
442.5,435,207,61.5,144,279,347,369,282,411,190.5,135.5,324,342,18,43.5,0,0,223.9722222,21763.54222,247.9285714,306.1,379.5,15.375
439.2,419.1,208.2,69.6,139.35,265.35,345.6,371.25,274.55,405.6,188.4,133.7,321.45,339,21.15,43.8,0,0,221.4055556,21088.46356,245.1,303.76,370.275,16.2375
435.9,403.2,209.4,77.7,134.7,251.7,344.2,373.5,267.1,400.2,186.3,131.9,318.9,336,24.3,44.1,0,0,218.8388889,20413.38489,242.2714286,301.42,361.05,17.1
432.6,387.3,210.6,85.8,130.05,238.05,342.8,375.75,259.65,394.8,184.2,130.1,316.35,333,27.45,44.4,0,0,216.2722222,19738.30622,239.4428571,299.08,351.825,17.9625
429.3,371.4,211.8,93.9,125.4,224.4,341.4,378,252.2,389.4,182.1,128.3,313.8,330,30.6,44.7,0,0,213.7055556,19063.22756,236.6142857,296.74,342.6,18.825
426,355.5,213,102,120.75,210.75,340,380.25,244.75,384,180,126.5,311.25,327,33.75,45,0,0,211.1388889,18388.14889,233.7857143,294.4,333.375,19.6875
422.7,339.6,214.2,110.1,116.1,197.1,338.6,382.5,237.3,378.6,177.9,124.7,308.7,324,36.9,45.3,0,0,208.5722222,17713.07022,230.9571429,292.06,324.15,20.55
419.4,323.7,215.4,118.2,111.45,183.45,337.2,384.75,229.85,373.2,175.8,122.9,306.15,321,40.05,45.6,0,0,206.0055556,17037.99156,228.1285714,289.72,314.925,21.4125
416.1,307.8,216.6,126.3,106.8,169.8,335.8,387,222.4,367.8,173.7,121.1,303.6,318,43.2,45.9,0,0,203.4388889,16362.91289,225.3,287.38,305.7,22.275
412.8,291.9,217.8,134.4,102.15,156.15,334.4,389.25,214.95,362.4,171.6,119.3,301.05,315,46.35,46.2,0,0,200.8722222,15687.83422,222.4714286,285.04,296.475,23.1375
409.5,276,219,142.5,97.5,142.5,333,391.5,207.5,357,169.5,117.5,298.5,312,49.5,46.5,0,0,198.3055556,15012.75556,219.6428571,282.7,287.25,24
412.5,276.9,225,146.7,101.1,141.6,333.15,382.05,204.9,343.1,166.05,118.55,288.15,309.9,49.95,47.85,0,0,197.0805556,14805.51778,219.4357143,279.21,282.525,24.45
415.5,277.8,231,150.9,104.7,140.7,333.3,372.6,202.3,329.2,162.6,119.6,277.8,307.8,50.4,49.2,0,0,195.8555556,14598.28,219.2285714,275.72,277.8,24.9
418.5,278.7,237,155.1,108.3,139.8,333.45,363.15,199.7,315.3,159.15,120.65,267.45,305.7,50.85,50.55,0,0,194.6305556,14391.04222,219.0214286,272.23,273.075,25.35
421.5,279.6,243,159.3,111.9,138.9,333.6,353.7,197.1,301.4,155.7,121.7,257.1,303.6,51.3,51.9,0,0,193.4055556,14183.80444,218.8142857,268.74,268.35,25.8
424.5,280.5,249,163.5,115.5,138,333.75,344.25,194.5,287.5,152.25,122.75,246.75,301.5,51.75,53.25,0,0,192.1805556,13976.56667,218.6071429,265.25,263.625,26.25
427.5,281.4,255,167.7,119.1,137.1,333.9,334.8,191.9,273.6,148.8,123.8,236.4,299.4,52.2,54.6,0,0,190.9555556,13769.32889,218.4,261.76,258.9,26.7
430.5,282.3,261,171.9,122.7,136.2,334.05,325.35,189.3,259.7,145.35,124.85,226.05,297.3,52.65,55.95,0,0,189.7305556,13562.09111,218.1928571,258.27,254.175,27.15
433.5,283.2,267,176.1,126.3,135.3,334.2,315.9,186.7,245.8,141.9,125.9,215.7,295.2,53.1,57.3,0,0,188.5055556,13354.85333,217.9857143,254.78,249.45,27.6
436.5,284.1,273,180.3,129.9,134.4,334.35,306.45,184.1,231.9,138.45,126.95,205.35,293.1,53.55,58.65,0,0,187.2805556,13147.61556,217.7785714,251.29,244.725,28.05
