S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,Time,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,
3666,453,489,345,216,0,94,208,9,19,0,75,66,60,135,111,117,433.8461538,897322.8994,2005.5,289.5,67.28571429,85.5,126,,20,1.018333333,0.125833333,0.135833333,0.095833333,0.06,0,0.026111111,0.057777778,0.0025,0.005277778,0,0.020833333,0.018333333,0.016666667,
2034,762,360,486,1035,18,330,318,19,18,61,81,66,9,51,171,138,429.8461538,306039.3609,1260,543.75,127.5714286,90,94.5,,30,0.565,0.211666667,0.1,0.135,0.2875,0.005,0.091666667,0.088333333,0.005277778,0.005,0.016944444,0.0225,0.018333333,0.0025,
2331,1458,414,1602,1422,147,441,318,60,18,123,132,69,45,84,183,141,656.5384615,544161.9408,1966.5,860.25,165.8571429,114,112.5,,40,0.6475,0.405,0.115,0.445,0.395,0.040833333,0.1225,0.088333333,0.016666667,0.005,0.034166667,0.036666667,0.019166667,0.0125,
1824,2454,738,1182,1563,171,360,475,60,51,112,258,90,48,81,213,189,718.3076923,577242.0592,1503,1231.5,200.8571429,130.5,135,,50,0.506666667,0.681666667,0.205,0.328333333,0.434166667,0.0475,0.1,0.131944444,0.016666667,0.014166667,0.031111111,0.071666667,0.025,0.013333333,
1758,1062,618,393,1734,150,576,540,94,75,102,258,90,72,72,165,156,573.0769231,325962.9941,1075.5,891,247.8571429,118.5,114,,60,0.488333333,0.295,0.171666667,0.109166667,0.481666667,0.041666667,0.16,0.15,0.026111111,0.020833333,0.028333333,0.071666667,0.025,0.02,
1431,1050,462,381,1764,216,576,540,180,75,127,207,94,27,51,84,57,546.3846154,270420.2367,906,873,257,55.5,54,,70,0.3975,0.291666667,0.128333333,0.105833333,0.49,0.06,0.16,0.15,0.05,0.020833333,0.035277778,0.0575,0.026111111,0.0075,0.141468254
645,594,495,321,1344,168,649,483,180,144,153,204,99,9,69,150,153,421.4615385,109596.2485,483,650.25,273.1428571,79.5,111,,80,0.179166667,0.165,0.1375,0.089166667,0.373333333,0.046666667,0.180277778,0.134166667,0.05,0.04,0.0425,0.056666667,0.0275,0.0025,0.108888889
702,462,429,414,1353,180,579,516,127,162,223,318,206,87,45,222,198,436.2307692,99076.02367,558,606,304.4285714,154.5,121.5,,90,0.195,0.128333333,0.119166667,0.115,0.375833333,0.05,0.160833333,0.143333333,0.035277778,0.045,0.061944444,0.088333333,0.057222222,0.024166667,0.114246032
504,429,351,438,735,117,627,516,114,162,294,348,313,93,66,189,123,380.6153846,32912.69822,471,408,339.1428571,141,94.5,,100,0.14,0.119166667,0.0975,0.121666667,0.204166667,0.0325,0.174166667,0.143333333,0.031666667,0.045,0.081666667,0.096666667,0.086944444,0.025833333,0.100019841
471,396,324,486,579,237,579,505,114,235,301,420,0,90,51,135,114,357.4615385,28892.55621,478.5,384,307.7142857,112.5,82.5,,110,0.130833333,0.11,0.09,0.135,0.160833333,0.065833333,0.160833333,0.140277778,0.031666667,0.065277778,0.083611111,0.116666667,0,0.025,0.093988095
495,204,324,258,429,249,531,468,247,348,309,420,0,66,99,234,123,329.3846154,19136.69822,376.5,301.5,331.8571429,150,111,,120,0.1375,0.056666667,0.09,0.071666667,0.119166667,0.069166667,0.1475,0.13,0.068611111,0.096666667,0.085833333,0.116666667,0,0.018333333,0.086269841
615,300,429,567,594,240,531,468,321,348,270,336,0,171,66,207,102,386.0769231,27492.07101,591,390.75,324.8571429,189,84,,130,0.170833333,0.083333333,0.119166667,0.1575,0.165,0.066666667,0.1475,0.13,0.089166667,0.096666667,0.075,0.093333333,0,0.0475,0.10297619
567,255,369,591,732,108,525,355,321,318,231,315,0,105,36,171,60,360.5384615,37538.55621,579,366,295,138,48,,140,0.1575,0.070833333,0.1025,0.164166667,0.203333333,0.03,0.145833333,0.098611111,0.089166667,0.088333333,0.064166667,0.0875,0,0.029166667,0.095079365
558,294,555,444,471,147,489,474,376,435,199,180,0,102,66,222,81,355.5384615,28423.94083,501,366.75,307.5714286,162,73.5,,150,0.155,0.081666667,0.154166667,0.123333333,0.130833333,0.040833333,0.135833333,0.131666667,0.104444444,0.120833333,0.055277778,0.05,0,0.028333333,0.093730159
444,327,441,144,390,303,402,474,324,435,168,186,0,123,114,351,81,310.6153846,19402.08284,294,365.25,284.1428571,237,97.5,,160,0.123333333,0.090833333,0.1225,0.04,0.108333333,0.084166667,0.111666667,0.131666667,0.09,0.120833333,0.046666667,0.051666667,0,0.034166667,0.082559524
312,360,204,267,288,315,279,486,324,423,126,174,0,78,108,549,105,273.6923077,14793.44379,289.5,291.75,258.8571429,313.5,106.5,,170,0.086666667,0.1,0.056666667,0.074166667,0.08,0.0875,0.0775,0.135,0.09,0.1175,0.035,0.048333333,0,0.021666667,0.072142857
420,291,237,405,309,165,306,522,288,285,84,174,0,36,132,426,87,268.1538462,18216.74556,412.5,250.5,237,231,109.5,,180,0.116666667,0.080833333,0.065833333,0.1125,0.085833333,0.045833333,0.085,0.145,0.08,0.079166667,0.023333333,0.048333333,0,0.01,0.069880952
396,291,219,258,318,138,306,522,360,285,172,219,0,72,162,303,129,268,15151.38462,327,241.5,266.2857143,187.5,145.5,,190,0.11,0.080833333,0.060833333,0.071666667,0.088333333,0.038333333,0.085,0.145,0.1,0.079166667,0.047777778,0.060833333,0,0.02,0.070555556
324,318,144,153,174,165,312,430,360,273,261,180,0,276,60,270,51,238,12174.46154,238.5,200.25,259.4285714,273,55.5,,200,0.09,0.088333333,0.04,0.0425,0.048333333,0.045833333,0.086666667,0.119444444,0.1,0.075833333,0.0725,0.05,0,0.076666667,0.066865079
327,162,162,177,201,546,216,225,286,249,244,132,0,219,48,303,144,225.1538462,14482.74556,252,267.75,193.1428571,261,96,,210,0.090833333,0.045,0.045,0.049166667,0.055833333,0.151666667,0.06,0.0625,0.079444444,0.069166667,0.067777778,0.036666667,0,0.060833333,0.062420635
279,174,225,123,345,294,282,225,213,249,228,246,0,180,102,219,120,221.7692308,6922.331361,201,259.5,206.1428571,199.5,111,,220,0.0775,0.048333333,0.0625,0.034166667,0.095833333,0.081666667,0.078333333,0.0625,0.059166667,0.069166667,0.063333333,0.068333333,0,0.05,0.06077381
309,360,207,153,147,309,246,220,213,301,190,216,0,165,114,276,48,220.8461538,7847.822485,231,255.75,198,220.5,81,,230,0.085833333,0.1,0.0575,0.0425,0.040833333,0.085833333,0.068333333,0.061111111,0.059166667,0.083611111,0.052777778,0.06,0,0.045833333,0.060238095
150,324,213,270,153,345,216,180,319,204,153,216,0,117,93,264,90,211,7838.769231,210,258.75,184,190.5,91.5,,240,0.041666667,0.09,0.059166667,0.075,0.0425,0.095833333,0.06,0.05,0.088611111,0.056666667,0.0425,0.06,0,0.0325,0.056746032
111,189,138,234,207,135,216,180,378,204,171,201,0,39,60,276,183,181.8461538,6633.053254,172.5,167.25,192.8571429,157.5,121.5,,250,0.030833333,0.0525,0.038333333,0.065,0.0575,0.0375,0.06,0.05,0.105,0.056666667,0.0475,0.055833333,0,0.010833333,0.047678571
141,261,162,270,231,147,240,216,378,250,189,321,0,69,36,300,105,215.8461538,8065.668639,205.5,200.25,227.7142857,184.5,70.5,,260,0.039166667,0.0725,0.045,0.075,0.064166667,0.040833333,0.066666667,0.06,0.105,0.069444444,0.0525,0.089166667,0,0.019166667,0.057043651
192,264,204,171,201,180,261,351,304,300,183,315,0,51,36,276,111,225.0769231,7545.763314,181.5,212.25,244.8571429,163.5,73.5,,270,0.053333333,0.073333333,0.056666667,0.0475,0.055833333,0.05,0.0725,0.0975,0.084444444,0.083333333,0.050833333,0.0875,0,0.014166667,0.05906746
93,279,246,114,186,213,252,351,297,300,177,225,0,84,51,381,120,210.2307692,8636.485207,103.5,231,228.8571429,232.5,85.5,,280,0.025833333,0.0775,0.068333333,0.031666667,0.051666667,0.059166667,0.07,0.0975,0.0825,0.083333333,0.049166667,0.0625,0,0.023333333,0.055892857
210,114,525,189,102,306,228,250,297,250,234,168,0,105,63,309,183,221,14286.30769,199.5,261.75,203.8571429,207,123,,290,0.058333333,0.031666667,0.145833333,0.0525,0.028333333,0.085,0.063333333,0.069444444,0.0825,0.069444444,0.065,0.046666667,0,0.029166667,0.059087302
339,69,183,267,153,252,207,183,301,147,291,168,0,99,63,174,144,196.9230769,8361.763314,303,164.25,185.2857143,136.5,103.5,,300,0.094166667,0.019166667,0.050833333,0.074166667,0.0425,0.07,0.0575,0.050833333,0.083611111,0.040833333,0.080833333,0.046666667,0,0.0275,0.052757937
198,117,189,171,228,180,207,183,240,147,264,192,0,120,81,153,27,178.1538462,3980.130178,184.5,178.5,176.1428571,136.5,54,,310,0.055,0.0325,0.0525,0.0475,0.063333333,0.05,0.0575,0.050833333,0.066666667,0.040833333,0.073333333,0.053333333,0,0.033333333,0.048333333
252,186,162,228,195,138,180,193,240,204,237,243,0,189,81,240,75,189.0769231,4056.071006,240,170.25,185.2857143,214.5,78,,320,0.07,0.051666667,0.045,0.063333333,0.054166667,0.038333333,0.05,0.053611111,0.066666667,0.056666667,0.065833333,0.0675,0,0.0525,0.052519841
270,105,147,219,354,123,99,186,228,231,136,159,0,96,69,147,60,173.6153846,7354.544379,244.5,182.25,148.4285714,121.5,64.5,,330,0.075,0.029166667,0.040833333,0.060833333,0.098333333,0.034166667,0.0275,0.051666667,0.063333333,0.064166667,0.037777778,0.044166667,0,0.026666667,0.046686508
195,126,147,147,132,186,207,186,237,231,36,186,0,117,90,135,144,155.0769231,4566.994083,171,147.75,154.7142857,126,117,,340,0.054166667,0.035,0.040833333,0.040833333,0.036666667,0.051666667,0.0575,0.051666667,0.065833333,0.064166667,0.01,0.051666667,0,0.0325,0.042321429
183,126,237,18,270,150,207,235,237,241,177,99,0,174,39,177,99,167.6923077,6857.136095,100.5,195.75,170.8571429,175.5,69,,350,0.050833333,0.035,0.065833333,0.005,0.075,0.041666667,0.0575,0.065277778,0.065833333,0.066944444,0.049166667,0.0275,0,0.048333333,0.046706349
129,66,225,39,294,177,126,315,265,135,318,99,0,96,96,93,81,168.3076923,10548.21302,84,190.5,179.7142857,94.5,88.5,,360,0.035833333,0.018333333,0.0625,0.010833333,0.081666667,0.049166667,0.035,0.0875,0.073611111,0.0375,0.088333333,0.0275,0,0.026666667,0.04531746
69,159,153,174,195,168,126,315,276,135,201,100,0,117,147,60,90,159.3076923,6150.213018,121.5,168.75,164.7142857,88.5,118.5,,370,0.019166667,0.044166667,0.0425,0.048333333,0.054166667,0.046666667,0.035,0.0875,0.076666667,0.0375,0.055833333,0.027777778,0,0.0325,0.043412698
174,147,153,291,126,69,126,241,276,129,84,138,0,108,111,93,111,150.3076923,6137.289941,232.5,123.75,142,100.5,111,,380,0.048333333,0.040833333,0.0425,0.080833333,0.035,0.019166667,0.035,0.066944444,0.076666667,0.035833333,0.023333333,0.038333333,0,0.03,0.040912698
132,159,162,258,96,93,171,162,285,81,120,186,0,9,150,51,132,146.5384615,5114.556213,195,127.5,143.5714286,30,141,,390,0.036666667,0.044166667,0.045,0.071666667,0.026666667,0.025833333,0.0475,0.045,0.079166667,0.0225,0.033333333,0.051666667,0,0.0025,0.03797619
120,159,117,138,183,102,207,162,372,81,156,216,0,165,126,51,144,154.8461538,6894.745562,129,140.25,170.5714286,108,135,,400,0.033333333,0.044166667,0.0325,0.038333333,0.050833333,0.028333333,0.0575,0.045,0.103333333,0.0225,0.043333333,0.06,0,0.045833333,0.043214286
144,93,105,231,123,156,207,145,372,111,160,204,0,90,93,60,153,157.7692308,7034.331361,187.5,119.25,171.2857143,75,123,,410,0.04,0.025833333,0.029166667,0.064166667,0.034166667,0.043333333,0.0575,0.040277778,0.103333333,0.030833333,0.044444444,0.056666667,0,0.025,0.042480159
165,126,126,180,99,93,171,144,237,204,165,204,0,39,105,72,90,147.2307692,3433.100592,172.5,111,160.7142857,55.5,97.5,,420,0.045833333,0.035,0.035,0.05,0.0275,0.025833333,0.0475,0.04,0.065833333,0.056666667,0.045833333,0.056666667,0,0.010833333,0.03875
174,72,102,165,141,48,171,144,150,204,111,162,0,96,126,180,99,126.4615385,3079.171598,169.5,90.75,134.5714286,138,112.5,,430,0.048333333,0.02,0.028333333,0.045833333,0.039166667,0.013333333,0.0475,0.04,0.041666667,0.056666667,0.030833333,0.045,0,0.026666667,0.03452381
120,189,177,105,123,144,237,138,150,166,57,156,0,108,105,132,120,135.5384615,3259.633136,112.5,158.25,129.1428571,120,112.5,,440,0.033333333,0.0525,0.049166667,0.029166667,0.034166667,0.04,0.065833333,0.038333333,0.041666667,0.046111111,0.015833333,0.043333333,0,0.03,0.037103175
51,228,255,63,66,135,240,60,180,159,42,63,0,39,42,87,60,118.6153846,6759.159763,57,171,106.2857143,63,51,,450,0.014166667,0.063333333,0.070833333,0.0175,0.018333333,0.0375,0.066666667,0.016666667,0.05,0.044166667,0.011666667,0.0175,0,0.010833333,0.031369048
42,60,123,153,189,180,162,60,150,159,27,63,0,27,54,105,51,105.2307692,3876.177515,97.5,138,88.71428571,66,52.5,,460,0.011666667,0.016666667,0.034166667,0.0425,0.0525,0.05,0.045,0.016666667,0.041666667,0.044166667,0.0075,0.0175,0,0.0075,0.027678571
69,39,45,144,264,162,189,90,150,150,126,147,0,81,69,150,120,121.1538462,4651.668639,106.5,127.5,121.7142857,115.5,94.5,,470,0.019166667,0.010833333,0.0125,0.04,0.073333333,0.045,0.0525,0.025,0.041666667,0.041666667,0.035,0.040833333,0,0.0225,0.032857143
153,69,66,129,141,81,153,129,115,60,225,147,0,93,69,156,117,112.9230769,2995.91716,141,89.25,118.4285714,124.5,93,,480,0.0425,0.019166667,0.018333333,0.035833333,0.039166667,0.0225,0.0425,0.035833333,0.031944444,0.016666667,0.0625,0.040833333,0,0.025833333,0.030972222
201,69,162,90,111,39,153,129,114,60,175,121,0,90,54,147,150,109.5384615,3021.325444,145.5,95.25,107.4285714,118.5,102,,490,0.055833333,0.019166667,0.045,0.025,0.030833333,0.010833333,0.0425,0.035833333,0.031666667,0.016666667,0.048611111,0.033611111,0,0.025,0.030039683
225,96,126,138,72,96,153,135,114,117,126,132,0,195,48,138,240,117.6923077,2362.366864,181.5,97.5,111,166.5,144,,500,0.0625,0.026666667,0.035,0.038333333,0.02,0.026666667,0.0425,0.0375,0.031666667,0.0325,0.035,0.036666667,0,0.054166667,0.03422619
150,144,135,90,81,48,162,66,132,108,87,111,0,204,39,216,207,101.0769231,1937.609467,120,102,95.14285714,210,123,,510,0.041666667,0.04,0.0375,0.025,0.0225,0.013333333,0.045,0.018333333,0.036666667,0.03,0.024166667,0.030833333,0,0.056666667,0.030119048
108,93,111,201,93,105,63,66,48,108,48,93,0,99,39,123,129,87.46153846,2039.325444,154.5,100.5,60.85714286,111,84,,520,0.03,0.025833333,0.030833333,0.055833333,0.025833333,0.029166667,0.0175,0.018333333,0.013333333,0.03,0.013333333,0.025833333,0,0.0275,0.02452381
153,180,183,213,54,159,54,183,48,118,33,72,0,57,114,105,120,111.5384615,4618.402367,183,144,72.57142857,81,117,,530,0.0425,0.05,0.050833333,0.059166667,0.015,0.044166667,0.015,0.050833333,0.013333333,0.032777778,0.009166667,0.02,0,0.015833333,0.029900794
177,90,153,153,45,141,36,240,90,168,18,72,0,60,102,102,39,106.3846154,4750.08284,165,107.25,89.14285714,81,70.5,,540,0.049166667,0.025,0.0425,0.0425,0.0125,0.039166667,0.01,0.066666667,0.025,0.046666667,0.005,0.02,0,0.016666667,0.028630952
240,93,105,186,36,93,36,240,81,168,72,63,0,117,57,159,120,108.6923077,5466.674556,213,81.75,94.28571429,138,88.5,,550,0.066666667,0.025833333,0.029166667,0.051666667,0.01,0.025833333,0.01,0.066666667,0.0225,0.046666667,0.02,0.0175,0,0.0325,0.030357143
327,63,75,93,78,105,58,180,81,109,126,129,0,48,72,99,192,109.5384615,5617.017751,210,80.25,97.57142857,73.5,132,,560,0.090833333,0.0175,0.020833333,0.025833333,0.021666667,0.029166667,0.016111111,0.05,0.0225,0.030277778,0.035,0.035833333,0,0.013333333,0.029206349
186,54,81,48,126,174,81,120,60,108,93,150,99,57,75,54,162,106.1538462,1785.514793,117,108.75,101.5714286,55.5,118.5,,570,0.051666667,0.015,0.0225,0.013333333,0.035,0.048333333,0.0225,0.033333333,0.016666667,0.03,0.025833333,0.041666667,0.0275,0.015833333,0.028511905
69,129,93,39,102,138,81,120,27,108,60,111,85,57,72,120,111,89.38461538,1050.390533,54,115.5,84.57142857,88.5,91.5,,580,0.019166667,0.035833333,0.025833333,0.010833333,0.028333333,0.038333333,0.0225,0.033333333,0.0075,0.03,0.016666667,0.030833333,0.023611111,0.015833333,0.024186508
153,108,102,63,96,39,147,90,27,138,181,72,99,39,36,159,54,101.1538462,1876.43787,108,86.25,107.7142857,99,45,,590,0.0425,0.03,0.028333333,0.0175,0.026666667,0.010833333,0.040833333,0.025,0.0075,0.038333333,0.050277778,0.02,0.0275,0.010833333,0.026865079
183,60,156,99,75,54,111,102,72,105,303,72,99,51,90,90,123,114.6923077,4191.443787,141,86.25,123.4285714,70.5,106.5,,600,0.050833333,0.016666667,0.043333333,0.0275,0.020833333,0.015,0.030833333,0.028333333,0.02,0.029166667,0.084166667,0.02,0.0275,0.014166667,0.030595238
96,96,123,51,138,51,111,102,96,105,172,82,108,63,51,66,138,102.3846154,959.3136095,73.5,102,110.8571429,64.5,94.5,,610,0.026666667,0.026666667,0.034166667,0.014166667,0.038333333,0.014166667,0.030833333,0.028333333,0.026666667,0.029166667,0.047777778,0.022777778,0.03,0.0175,0.02765873
57,108,114,105,147,9,118,96,96,112,42,102,108,84,39,120,126,93.38461538,1229.775148,81,94.5,96.28571429,102,82.5,,620,0.015833333,0.03,0.031666667,0.029166667,0.040833333,0.0025,0.032777778,0.026666667,0.026666667,0.031111111,0.011666667,0.028333333,0.03,0.023333333,0.025753968
48,69,90,102,84,39,108,48,105,186,52,93,108,135,60,171,144,87.07692308,1398.532544,75,70.5,100,153,102,,630,0.013333333,0.019166667,0.025,0.028333333,0.023333333,0.010833333,0.03,0.013333333,0.029166667,0.051666667,0.014444444,0.025833333,0.03,0.0375,0.025138889
78,30,96,60,54,57,63,48,144,186,63,72,90,114,96,162,87,80.07692308,1650.994083,69,59.25,95.14285714,138,91.5,,640,0.021666667,0.008333333,0.026666667,0.016666667,0.015,0.015833333,0.0175,0.013333333,0.04,0.051666667,0.0175,0.02,0.025,0.031666667,0.022916667
81,18,84,150,75,39,72,72,144,174,79,63,36,105,129,120,162,83.61538462,1967.928994,115.5,54,91.42857143,112.5,145.5,,650,0.0225,0.005,0.023333333,0.041666667,0.020833333,0.010833333,0.02,0.02,0.04,0.048333333,0.021944444,0.0175,0.01,0.029166667,0.023650794
48,198,45,60,57,51,135,99,85,93,96,63,36,144,54,72,144,82,1842.461538,54,87.75,86.71428571,108,99,,660,0.013333333,0.055,0.0125,0.016666667,0.015833333,0.014166667,0.0375,0.0275,0.023611111,0.025833333,0.026666667,0.0175,0.01,0.04,0.024007937
51,201,66,51,18,60,135,99,18,93,88,78,63,48,63,84,72,78.53846154,2191.633136,51,86.25,82,66,67.5,,670,0.014166667,0.055833333,0.018333333,0.014166667,0.005,0.016666667,0.0375,0.0275,0.005,0.025833333,0.024444444,0.021666667,0.0175,0.013333333,0.021210317
78,27,114,51,36,39,112,78,18,84,81,129,45,63,30,51,51,68.61538462,1173.621302,64.5,54,78.14285714,57,40.5,,680,0.021666667,0.0075,0.031666667,0.014166667,0.01,0.010833333,0.031111111,0.021666667,0.005,0.023333333,0.0225,0.035833333,0.0125,0.0175,0.018948413
108,63,150,30,81,72,90,78,63,63,60,117,45,72,42,180,105,78.46153846,937.1715976,69,91.5,73.71428571,126,73.5,,690,0.03,0.0175,0.041666667,0.008333333,0.0225,0.02,0.025,0.021666667,0.0175,0.0175,0.016666667,0.0325,0.0125,0.02,0.021666667
129,75,129,57,102,21,99,78,138,63,39,72,40,84,69,159,111,80.15384615,1283.360947,93,81.75,75.57142857,121.5,90,,700,0.035833333,0.020833333,0.035833333,0.015833333,0.028333333,0.005833333,0.0275,0.021666667,0.038333333,0.0175,0.010833333,0.02,0.011111111,0.023333333,0.02234127
69,90,114,39,84,51,117,79,138,153,88,75,54,114,39,108,141,88.53846154,1061.171598,54,84.75,100.5714286,111,90,,710,0.019166667,0.025,0.031666667,0.010833333,0.023333333,0.014166667,0.0325,0.021944444,0.038333333,0.0425,0.024444444,0.020833333,0.015,0.031666667,0.025099206
39,90,162,180,180,102,126,39,138,276,138,75,54,51,27,114,123,123,4199.538462,109.5,133.5,120.8571429,82.5,75,,720,0.010833333,0.025,0.045,0.05,0.05,0.028333333,0.035,0.010833333,0.038333333,0.076666667,0.038333333,0.020833333,0.015,0.014166667,0.032738095
81,78,195,57,180,78,126,39,186,276,106,69,67,60,69,72,111,118.3076923,4546.213018,69,132.75,124.1428571,66,90,,730,0.0225,0.021666667,0.054166667,0.015833333,0.05,0.021666667,0.035,0.010833333,0.051666667,0.076666667,0.029444444,0.019166667,0.018611111,0.016666667,0.031706349
102,36,156,102,75,57,108,55,186,162,75,99,99,63,93,60,57,100.9230769,1819.91716,102,81,112,61.5,75,,740,0.028333333,0.01,0.043333333,0.028333333,0.020833333,0.015833333,0.03,0.015277778,0.051666667,0.045,0.020833333,0.0275,0.0275,0.0175,0.027281746
132,18,96,96,93,84,126,363,139,57,96,75,99,63,126,72,27,113.3846154,6124.08284,114,72.75,136.4285714,67.5,76.5,,750,0.036666667,0.005,0.026666667,0.026666667,0.025833333,0.023333333,0.035,0.100833333,0.038611111,0.015833333,0.026666667,0.020833333,0.0275,0.0175,0.030496032
78,39,27,63,102,105,126,363,69,57,117,54,63,42,174,72,36,97.15384615,6711.976331,70.5,68.25,121.2857143,57,105,,760,0.021666667,0.010833333,0.0075,0.0175,0.028333333,0.029166667,0.035,0.100833333,0.019166667,0.015833333,0.0325,0.015,0.0175,0.011666667,0.025892857
51,84,153,51,18,96,45,214,69,69,79,27,63,102,201,51,63,78.38461538,2585.775148,51,87.75,80.85714286,76.5,132,,770,0.014166667,0.023333333,0.0425,0.014166667,0.005,0.026666667,0.0125,0.059444444,0.019166667,0.019166667,0.021944444,0.0075,0.0175,0.028333333,0.022242063
51,114,213,51,66,66,36,30,58,45,42,27,63,111,96,63,114,66.30769231,2243.751479,51,114.75,43,87,105,,780,0.014166667,0.031666667,0.059166667,0.014166667,0.018333333,0.018333333,0.01,0.008333333,0.016111111,0.0125,0.011666667,0.0075,0.0175,0.030833333,0.019305556
57,81,108,18,87,45,36,30,18,45,111,27,90,105,153,39,99,57.92307692,1036.224852,37.5,80.25,51,72,126,,790,0.015833333,0.0225,0.03,0.005,0.024166667,0.0125,0.01,0.008333333,0.005,0.0125,0.030833333,0.0075,0.025,0.029166667,0.01702381
87,51,78,30,57,54,54,61,18,58,180,18,45,69,186,18,78,60.84615385,1558.745562,58.5,60,62,43.5,132,,800,0.024166667,0.014166667,0.021666667,0.008333333,0.015833333,0.015,0.015,0.016944444,0.005,0.016111111,0.05,0.005,0.0125,0.019166667,0.017063492
69,42,27,18,156,18,63,81,19,84,105,57,45,27,117,60,48,60.30769231,1477.136095,43.5,60.75,64.85714286,43.5,82.5,,810,0.019166667,0.011666667,0.0075,0.005,0.043333333,0.005,0.0175,0.0225,0.005277778,0.023333333,0.029166667,0.015833333,0.0125,0.0075,0.01609127
30,42,63,18,93,30,72,81,63,84,30,93,45,48,114,93,48,57.23076923,636.1775148,24,57,66.85714286,70.5,81,,820,0.008333333,0.011666667,0.0175,0.005,0.025833333,0.008333333,0.02,0.0225,0.0175,0.023333333,0.008333333,0.025833333,0.0125,0.013333333,0.015714286
90,39,186,30,63,57,36,69,63,105,40,93,54,57,81,45,81,71.15384615,1594.899408,60,86.25,65.71428571,51,81,,830,0.025,0.010833333,0.051666667,0.008333333,0.0175,0.015833333,0.01,0.019166667,0.0175,0.029166667,0.011111111,0.025833333,0.015,0.015833333,0.019484127
111,69,177,48,27,27,195,39,94,60,51,93,54,60,96,18,48,80.38461538,2639.928994,79.5,75,83.71428571,39,72,,840,0.030833333,0.019166667,0.049166667,0.013333333,0.0075,0.0075,0.054166667,0.010833333,0.026111111,0.016666667,0.014166667,0.025833333,0.015,0.016666667,0.021924603
87,48,18,45,27,27,195,39,72,60,55,79,54,66,111,18,54,62,1863.076923,66,30,79.14285714,42,82.5,,850,0.024166667,0.013333333,0.005,0.0125,0.0075,0.0075,0.054166667,0.010833333,0.02,0.016666667,0.015277778,0.021944444,0.015,0.018333333,0.017301587
