S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,Time,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,
546,411,87,159,93,8022,198,199,105,30,0,63,102,108,18,84,114,770.3846154,4403901.621,352.5,2153.25,99.57142857,96,66,,20,0.0312,0.023485714,0.004971429,0.009085714,0.005314286,0.4584,0.011314286,0.011371429,0.006,0.001714286,0,0.0036,0.005828571,0.006171429,
846,630,309,342,264,408,198,1044,84,45,0,114,250,72,0,30,60,348.7692308,91816.7929,594,402.75,247.8571429,51,30,,30,0.048342857,0.036,0.017657143,0.019542857,0.015085714,0.023314286,0.011314286,0.059657143,0.0048,0.002571429,0,0.006514286,0.014285714,0.004114286,
885,930,795,438,705,8208,378,1044,99,96,0,933,894,21,0,42,69,1185,4231301.538,661.5,2659.5,492,31.5,34.5,,40,0.050571429,0.053142857,0.045428571,0.025028571,0.040285714,0.469028571,0.0216,0.059657143,0.005657143,0.005485714,0,0.053314286,0.051085714,0.0012,
1200,1278,975,1254,792,17502,678,784,99,96,0,1821,894,69,30,60,48,2105.615385,20008870.54,1227,5136.75,624.5714286,64.5,39,,50,0.068571429,0.073028571,0.055714286,0.071657143,0.045257143,1.000114286,0.038742857,0.0448,0.005657143,0.005485714,0,0.104057143,0.051085714,0.003942857,
1371,882,1872,1617,663,2694,990,978,123,222,0,1419,1170,99,30,60,48,1077,521401.8462,1494,1527.75,700.2857143,79.5,39,,60,0.078342857,0.0504,0.106971429,0.0924,0.037885714,0.153942857,0.056571429,0.055885714,0.007028571,0.012685714,0,0.081085714,0.066857143,0.005657143,
2085,1302,1377,2493,1380,1866,1275,978,45,1977,0,1233,879,42,42,18,48,1299.230769,490888.3314,2289,1481.25,912.4285714,30,45,,70,0.119142857,0.0744,0.078685714,0.142457143,0.078857143,0.106628571,0.072857143,0.055885714,0.002571429,0.112971429,0,0.070457143,0.050228571,0.0024,
1896,1362,1263,1122,1437,714,1308,1623,45,1977,0,1233,879,75,42,39,48,1143,341793.6923,1509,1194,1009.285714,57,45,,80,0.108342857,0.077828571,0.072171429,0.064114286,0.082114286,0.0408,0.074742857,0.092742857,0.002571429,0.112971429,0,0.070457143,0.050228571,0.004285714,0.060955102
1278,1158,1011,759,1128,786,1308,1230,918,1483,0,1053,900,84,9,51,60,1000.923077,124861.9172,1018.5,1020.75,984.5714286,67.5,34.5,,90,0.073028571,0.066171429,0.057771429,0.043371429,0.064457143,0.044914286,0.074742857,0.070285714,0.052457143,0.084742857,0,0.060171429,0.051428571,0.0048,0.053453061
936,1014,630,825,975,1122,1138,1230,1608,909,0,705,786,63,69,84,90,913.6923077,128707.5976,880.5,935.25,910.8571429,73.5,79.5,,100,0.053485714,0.057942857,0.036,0.047142857,0.055714286,0.064114286,0.065028571,0.070285714,0.091885714,0.051942857,0,0.040285714,0.044914286,0.0036,0.048738776
852,798,753,1170,840,966,891,1032,1608,909,0,759,786,63,63,72,60,874.1538462,112939.6686,1011,839.25,855,67.5,61.5,,110,0.048685714,0.0456,0.043028571,0.066857143,0.048,0.0552,0.050914286,0.058971429,0.091885714,0.051942857,0,0.043371429,0.044914286,0.0036,0.046640816
792,810,1029,873,714,990,645,726,1254,1093,0,654,819,18,9,9,99,799.9230769,83428.68639,832.5,885.75,741.5714286,13.5,54,,120,0.045257143,0.046285714,0.0588,0.049885714,0.0408,0.056571429,0.036857143,0.041485714,0.071657143,0.062457143,0,0.037371429,0.0468,0.001028571,0.042518367
1026,690,837,924,1053,930,372,726,1290,1023,0,567,906,303,174,60,60,795.6923077,103430.9822,975,877.5,697.7142857,181.5,117,,130,0.058628571,0.039428571,0.047828571,0.0528,0.060171429,0.053142857,0.021257143,0.041485714,0.073714286,0.058457143,0,0.0324,0.051771429,0.017314286,0.043457143
711,561,408,831,852,822,612,961,1290,1023,0,567,906,57,18,72,9,734.1538462,94085.36095,771,660.75,765.5714286,64.5,13.5,,140,0.040628571,0.032057143,0.023314286,0.047485714,0.048685714,0.046971429,0.034971429,0.054914286,0.073714286,0.058457143,0,0.0324,0.051771429,0.003257143,0.039187755
558,348,546,522,555,1149,612,816,954,978,0,537,829,102,27,36,60,646.4615385,83157.01775,540,649.5,675.1428571,69,43.5,,150,0.031885714,0.019885714,0.0312,0.029828571,0.031714286,0.065657143,0.034971429,0.046628571,0.054514286,0.055885714,0,0.030685714,0.047371429,0.005828571,0.034718367
702,582,651,759,576,654,552,816,402,1074,0,459,543,147,36,36,45,597.6923077,56769.44379,730.5,615.75,549.4285714,91.5,40.5,,160,0.040114286,0.033257143,0.0372,0.043371429,0.032914286,0.037371429,0.031542857,0.046628571,0.022971429,0.061371429,0,0.026228571,0.031028571,0.0084,0.032314286
516,345,597,771,732,702,525,666,402,1074,0,609,543,114,57,51,66,575.5384615,58351.63314,643.5,594,545.5714286,82.5,61.5,,170,0.029485714,0.019714286,0.034114286,0.044057143,0.041828571,0.040114286,0.03,0.038057143,0.022971429,0.061371429,0,0.0348,0.031028571,0.006514286,0.031004082
330,384,534,501,540,621,447,657,492,792,0,516,603,117,60,39,108,493.6153846,33298.08284,415.5,519.75,501,78,84,,180,0.018857143,0.021942857,0.030514286,0.028628571,0.030857143,0.035485714,0.025542857,0.037542857,0.028114286,0.045257143,0,0.029485714,0.034457143,0.006685714,0.026669388
465,312,390,429,483,501,441,657,441,468,0,495,810,51,84,30,93,453.2307692,31101.86982,447,421.5,473.1428571,40.5,88.5,,190,0.026571429,0.017828571,0.022285714,0.024514286,0.0276,0.028628571,0.0252,0.037542857,0.0252,0.026742857,0,0.028285714,0.046285714,0.002914286,0.024257143
399,264,330,639,480,525,522,511,441,468,0,495,810,42,42,21,78,452.6153846,33629.92899,519,399.75,463.8571429,31.5,60,,200,0.0228,0.015085714,0.018857143,0.036514286,0.027428571,0.03,0.029828571,0.0292,0.0252,0.026742857,0,0.028285714,0.046285714,0.0024,0.024187755
483,219,423,453,288,417,522,513,385,531,0,384,630,84,18,69,57,403.6923077,24141.44379,468,336.75,423.5714286,76.5,37.5,,210,0.0276,0.012514286,0.024171429,0.025885714,0.016457143,0.023828571,0.029828571,0.029314286,0.022,0.030342857,0,0.021942857,0.036,0.0048,0.021763265
570,267,243,288,399,378,405,513,261,537,0,660,315,123,30,90,51,372,27675.69231,429,321.75,384.4285714,106.5,40.5,,220,0.032571429,0.015257143,0.013885714,0.016457143,0.0228,0.0216,0.023142857,0.029314286,0.014914286,0.030685714,0,0.037714286,0.018,0.007028571,0.020240816
378,282,183,222,270,522,384,391,261,537,0,417,315,87,63,30,78,320.1538462,19078.89941,300,314.25,329.2857143,58.5,70.5,,230,0.0216,0.016114286,0.010457143,0.012685714,0.015428571,0.029828571,0.021942857,0.022342857,0.014914286,0.030685714,0,0.023828571,0.018,0.004971429,0.017342857
216,219,306,267,216,465,429,432,289,378,0,252,349,72,84,0,9,293.6923077,14113.90533,241.5,301.5,304.1428571,36,46.5,,240,0.012342857,0.012514286,0.017485714,0.015257143,0.012342857,0.026571429,0.024514286,0.024685714,0.016514286,0.0216,0,0.0144,0.019942857,0.004114286,0.015877551
180,372,396,174,264,297,372,432,390,171,0,324,279,51,81,54,48,280.8461538,13813.66864,177,332.25,281.1428571,52.5,64.5,,250,0.010285714,0.021257143,0.022628571,0.009942857,0.015085714,0.016971429,0.021257143,0.024685714,0.022285714,0.009771429,0,0.018514286,0.015942857,0.002914286,0.015110204
270,516,441,177,351,228,264,381,390,171,0,324,279,9,39,42,69,291.6923077,16389.90533,223.5,384,258.4285714,25.5,54,,260,0.015428571,0.029485714,0.0252,0.010114286,0.020057143,0.013028571,0.015085714,0.021771429,0.022285714,0.009771429,0,0.018514286,0.015942857,0.000514286,0.015514286
462,489,483,330,684,327,264,375,339,297,0,310,268,84,18,9,90,356,23334.30769,396,495.75,264.7142857,46.5,54,,270,0.0264,0.027942857,0.0276,0.018857143,0.039085714,0.018685714,0.015085714,0.021428571,0.019371429,0.016971429,0,0.017714286,0.015314286,0.0048,0.019232653
300,324,297,429,486,201,255,375,156,408,0,192,156,72,18,48,99,275.3076923,16626.67456,364.5,327,220.2857143,60,58.5,,280,0.017142857,0.018514286,0.016971429,0.024514286,0.027771429,0.011485714,0.014571429,0.021428571,0.008914286,0.023314286,0,0.010971429,0.008914286,0.004114286,0.014902041
213,312,393,369,252,288,198,288,156,408,0,162,156,27,60,138,78,245.7692308,12158.94675,291,311.25,195.4285714,82.5,69,,290,0.012171429,0.017828571,0.022457143,0.021085714,0.0144,0.016457143,0.011314286,0.016457143,0.008914286,0.023314286,0,0.009257143,0.008914286,0.001542857,0.01315102
330,333,339,402,234,309,261,351,273,343,0,300,361,78,51,72,48,295.0769231,9112.071006,366,303.75,269.8571429,75,49.5,,300,0.018857143,0.019028571,0.019371429,0.022971429,0.013371429,0.017657143,0.014914286,0.020057143,0.0156,0.0196,0,0.017142857,0.020628571,0.004457143,0.01597551
255,210,273,237,135,303,366,351,288,327,0,270,432,78,30,60,60,265.1538462,10955.82249,246,230.25,290.5714286,69,45,,310,0.014571429,0.012,0.0156,0.013542857,0.007714286,0.017314286,0.020914286,0.020057143,0.016457143,0.018685714,0,0.015428571,0.024685714,0.004457143,0.014387755
228,105,192,168,0,288,264,330,288,327,0,270,432,0,39,108,141,222.4615385,15051.94083,198,146.25,273,54,90,,320,0.013028571,0.006,0.010971429,0.0096,0,0.016457143,0.015085714,0.018857143,0.016457143,0.018685714,0,0.015428571,0.024685714,0,0.011804082
315,138,54,213,0,225,264,237,184,324,0,225,346,0,57,120,141,194.2307692,12444.94675,264,104.25,225.7142857,60,99,,330,0.018,0.007885714,0.003085714,0.012171429,0,0.012857143,0.015085714,0.013542857,0.010514286,0.018514286,0,0.012857143,0.019771429,0,0.010306122
279,87,165,285,0,135,223,237,180,234,0,225,258,30,102,51,120,177.5384615,8659.171598,282,96.75,193.8571429,40.5,111,,340,0.015942857,0.004971429,0.009428571,0.016285714,0,0.007714286,0.012742857,0.013542857,0.010285714,0.013371429,0,0.012857143,0.014742857,0.001714286,0.009542857
150,150,225,474,0,183,267,214,180,234,0,237,258,51,81,21,69,197.8461538,13223.36095,312,139.5,198.5714286,36,75,,350,0.008571429,0.008571429,0.012857143,0.027085714,0,0.010457143,0.015257143,0.012228571,0.010285714,0.013371429,0,0.013542857,0.014742857,0.002914286,0.010706122
144,237,96,201,0,174,234,138,217,196,0,165,184,60,36,186,78,152.7692308,5675.715976,172.5,126.75,162,123,57,,360,0.008228571,0.013542857,0.005485714,0.011485714,0,0.009942857,0.013371429,0.007885714,0.0124,0.0112,0,0.009428571,0.010514286,0.003428571,0.00835102
210,147,102,201,0,168,207,138,93,165,0,72,126,48,96,174,78,125.3076923,4572.213018,205.5,104.25,114.4285714,111,87,,370,0.012,0.0084,0.005828571,0.011485714,0,0.0096,0.011828571,0.007885714,0.005314286,0.009428571,0,0.004114286,0.0072,0.002742857,0.006844898
207,258,120,93,0,231,153,196,93,165,0,72,126,27,75,57,69,131.8461538,6045.976331,150,152.25,115,42,72,,380,0.011828571,0.014742857,0.006857143,0.005314286,0,0.0132,0.008742857,0.0112,0.005314286,0.009428571,0,0.004114286,0.0072,0.001542857,0.007106122
144,108,72,102,0,192,153,225,135,162,0,84,154,18,72,78,60,117.7692308,4140.177515,123,93,130.4285714,48,66,,390,0.008228571,0.006171429,0.004114286,0.005828571,0,0.010971429,0.008742857,0.012857143,0.007714286,0.009257143,0,0.0048,0.0088,0.001028571,0.006322449
156,222,111,144,0,120,171,225,300,168,0,45,81,27,72,90,60,134.0769231,7235.147929,150,113.25,141.4285714,58.5,66,,400,0.008914286,0.012685714,0.006342857,0.008228571,0,0.006857143,0.009771429,0.012857143,0.017142857,0.0096,0,0.002571429,0.004628571,0.001542857,0.00722449
111,69,123,144,0,66,108,193,300,168,0,81,81,36,39,39,69,111.0769231,5935.91716,127.5,64.5,133,37.5,54,,410,0.006342857,0.003942857,0.007028571,0.008228571,0,0.003771429,0.006171429,0.011028571,0.017142857,0.0096,0,0.004628571,0.004628571,0.002057143,0.006040816
162,27,279,138,0,132,135,204,246,199,0,129,90,69,48,18,90,133.9230769,7140.071006,150,109.5,143.2857143,43.5,69,,420,0.009257143,0.001542857,0.015942857,0.007885714,0,0.007542857,0.007714286,0.011657143,0.014057143,0.011371429,0,0.007371429,0.005142857,0.003942857,0.007387755
195,39,264,108,0,153,246,204,309,111,0,129,135,51,84,51,171,145.6153846,8728.08284,151.5,114,162,51,127.5,,430,0.011142857,0.002228571,0.015085714,0.006171429,0,0.008742857,0.014057143,0.011657143,0.017657143,0.006342857,0,0.007371429,0.007714286,0.002914286,0.007934694
123,57,153,93,0,204,246,159,309,111,0,129,135,48,39,96,159,132.2307692,7170.177515,108,103.5,155.5714286,72,99,,440,0.007028571,0.003257143,0.008742857,0.005314286,0,0.011657143,0.014057143,0.009085714,0.017657143,0.006342857,0,0.007371429,0.007714286,0.002742857,0.007212245
51,57,177,48,0,132,246,99,310,136,0,127,178,39,48,147,69,120.0769231,7860.994083,49.5,91.5,156.5714286,93,58.5,,450,0.002914286,0.003257143,0.010114286,0.002742857,0,0.007542857,0.014057143,0.005657143,0.017714286,0.007771429,0,0.007257143,0.010171429,0.002228571,0.006530612
144,126,120,57,0,144,150,99,444,84,0,138,99,93,78,114,69,123.4615385,10936.86391,100.5,97.5,144.8571429,103.5,73.5,,460,0.008228571,0.0072,0.006857143,0.003257143,0,0.008228571,0.008571429,0.005657143,0.025371429,0.0048,0,0.007885714,0.005657143,0.005314286,0.006930612
252,81,150,60,0,150,45,105,444,84,0,138,99,117,105,60,99,123.6923077,12758.05917,156,95.25,130.7142857,88.5,102,,470,0.0144,0.004628571,0.008571429,0.003428571,0,0.008571429,0.002571429,0.006,0.025371429,0.0048,0,0.007885714,0.005657143,0.006685714,0.007040816
231,135,162,63,0,123,36,141,345,99,0,138,132,42,84,129,66,123.4615385,8095.633136,147,105,127.2857143,85.5,75,,480,0.0132,0.007714286,0.009257143,0.0036,0,0.007028571,0.002057143,0.008057143,0.019714286,0.005657143,0,0.007885714,0.007542857,0.0024,0.006722449
141,99,111,39,0,75,153,141,369,135,0,168,156,51,39,120,66,122.0769231,8126.840237,90,71.25,160.2857143,85.5,52.5,,490,0.008057143,0.005657143,0.006342857,0.002228571,0,0.004285714,0.008742857,0.008057143,0.021085714,0.007714286,0,0.0096,0.008914286,0.002914286,0.006685714
81,102,105,48,0,18,171,150,369,135,0,168,156,69,48,48,78,115.6153846,8887.313609,64.5,56.25,164.1428571,58.5,63,,500,0.004628571,0.005828571,0.006,0.002742857,0,0.001028571,0.009771429,0.008571429,0.021085714,0.007714286,0,0.0096,0.008914286,0.003942857,0.006416327
90,123,78,60,0,96,171,147,291,108,0,135,118,75,87,120,96,109,5155.384615,75,74.25,138.5714286,97.5,91.5,,510,0.005142857,0.007028571,0.004457143,0.003428571,0,0.005485714,0.009771429,0.0084,0.016628571,0.006171429,0,0.007714286,0.006742857,0.004285714,0.006089796
114,102,105,90,0,138,112,147,204,111,0,93,54,45,48,126,105,97.69230769,2858.059172,102,86.25,103,85.5,76.5,,520,0.006514286,0.005828571,0.006,0.005142857,0,0.007885714,0.0064,0.0084,0.011657143,0.006342857,0,0.005314286,0.003085714,0.002571429,0.005367347
141,102,162,69,0,99,108,103,204,111,0,99,54,36,81,48,81,96.30769231,3033.905325,105,90.75,97,42,81,,530,0.008057143,0.005828571,0.009257143,0.003942857,0,0.005657143,0.006171429,0.005885714,0.011657143,0.006342857,0,0.005657143,0.003085714,0.002057143,0.005257143
150,123,102,81,0,114,171,66,235,100,0,117,63,39,63,18,81,101.6923077,3817.905325,115.5,84.75,107.4285714,28.5,72,,540,0.008571429,0.007028571,0.005828571,0.004628571,0,0.006514286,0.009771429,0.003771429,0.013428571,0.005714286,0,0.006685714,0.0036,0.002228571,0.005555102
96,156,63,81,0,162,135,66,252,195,0,54,84,81,36,9,90,103.3846154,5035.313609,88.5,95.25,112.2857143,45,63,,550,0.005485714,0.008914286,0.0036,0.004628571,0,0.009257143,0.007714286,0.003771429,0.0144,0.011142857,0,0.003085714,0.0048,0.004628571,0.005816327
156,105,54,81,0,63,99,61,252,195,0,54,84,81,60,87,90,92.61538462,4793.928994,118.5,55.5,106.4285714,84,75,,560,0.008914286,0.006,0.003085714,0.004628571,0,0.0036,0.005657143,0.003485714,0.0144,0.011142857,0,0.003085714,0.0048,0.004628571,0.005244898
144,195,93,39,0,117,99,99,207,145,0,54,69,36,69,126,48,97,3958.153846,91.5,101.25,96.14285714,81,58.5,,570,0.008228571,0.011142857,0.005314286,0.002228571,0,0.006685714,0.005657143,0.005657143,0.011828571,0.008285714,0,0.003085714,0.003942857,0.002057143,0.005293878
